Uniprot.ID	Gene.Name	ZT20	ZT24	ZT28	ZT32	ZT36	ZT40	ZT44	ZT48	ZT52	ZT56	ZT60	ZT64	ZT68	ZT72	protein_mean.level	protein_max.level	protein_rhythm.pvalue	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner
P99027	Rplp2	2.842281	2.727331	2.857279	3.019829	3.028038	2.742714	2.758406	3.012312	3.022638	2.978649	2.789278	2.932379	2.960348	2.810829	2.89159364285714	3.028038	0.334042659182259	115	19.24	22
P99028	Uqcrh	NA	-0.54566	-0.6648903	NA	-0.9315205	-0.418005	-0.218195	-0.5958385	-2.32513	NA	-0.9930706	-0.03853989	-0.6768093	-0.03117943	-0.676258047272727	-0.03117943	0.0325581324403522	89	22.29	23.16
Q00493	Cpe	2.05393	2.261332	2.337219	2.1994	2.07523	2.099506	2.372484	2.21801	2.39102	2.264519	1.79207	2.050001	2.246651	2.1136	2.17678371428571	2.39102	0.0743979725661124	476	23.44	25.57
Q01063	Pde4d	-0.9783287	-1.10438	-1.173269	-1.125019	-1.6371	-1.865084	-1.343496	-1.24419	-1.46529	-0.9112606	-1.00432	-0.8888092	-1.97015	-1.24959	-1.28287760714286	-0.8888092	0.729548449920811	747	22.35	24.06
Q01097	Grin2b	1.62772	1.35355	1.516581	1.4704	1.44672	1.623436	1.514954	1.54974	1.543659	1.762259	1.496229	1.4673	1.47415	1.33379	1.512892	1.762259	0.854844868513756	1482	23.73	26.08
Q01279	Egfr	-1.94212	-1.107449	-1.23864	-1.702919	-1.451561	NA	-1.856466	-1.607939	-1.262732	-1.91291	-2.83456	-1.94212	-0.9112892	-1.32095	-1.62243501538462	-0.9112892	0.0382555351261071	1210	23.32	25.35
Q01853	Vcp	5.27742	5.100531	5.302561	5.085732	5.167591	5.136276	5.318064	5.222029	5.410627	5.14819	5.324839	5.03898	5.231409	5.1507	5.20821064285714	5.410627	0.705144968352852	806	22.38	24.39
Q02257	Jup	-0.8147488	-0.002479553	-0.4981308	-0.4068394	-0.1691704	0.8905048	-0.4655952	-0.1824493	0.4065495	0.08111	-1.22098	-0.5883102	-0.4421101	-0.07808113	-0.249337898785714	0.8905048	0.160141776132392	745	22.12	24.38
Q03734	Serpina3m	-0.8369102	1.217751	0.6931896	-0.2655602	1.018219	-0.00270462	-0.2557449	1.244061	0.27351	NA	-0.4403	1.0912	-0.4410706	0.7372799	0.310224613846154	1.244061	0.586013530513975	418	23.99	26.89
Q04690	Nf1	1.847591	1.58814	1.62192	1.74132	1.599249	1.684425	1.755585	1.589121	1.783249	1.645988	1.813271	1.7208	1.66342	1.5809	1.68821278571429	1.847591	0.416163553985656	2841	23.76	26.28
Q05909	Ptprg	NA	-2.35491	-2.501619	NA	-2.167921	-1.841934	-1.703375	-2.243608	-1.86375	-2.358921	-1.89817	-2.33102	NA	-2.114981	-2.12547354545455	-1.703375	0.339390081720463	1442	23.36	25.19
Q05BC6	Sucla2	4.809101	4.735262	4.714918	4.77066	5.057381	5.021706	4.798014	4.74349	4.769369	4.80513	4.971609	4.9545	4.877771	4.702309	4.83794428571429	5.057381	0.00783236715755801	NA	NA	NA
Q05BD4	Prpsap2	1.649101	1.302101	1.77865	1.52968	1.80776	1.526796	1.497095	1.547691	1.906199	1.41016	1.815809	1.94659	1.63467	1.805201	1.65410735714286	1.94659	0.783119273028244	NA	NA	NA
Q05BE2	Syt6	NA	-2.89423	-2.528709	-2.39073	-2.213341	NA	-3.102665	-2.88275	-2.672031	-2.311571	-3.08732	NA	-2.41254	-2.813169	-2.66445963636364	-2.213341	0.139763194952972	NA	NA	NA
Q05BF2	Ttc3	-2.59433	-2.54966	-2.40506	-2.98509	-2.83667	-2.635263	-3.183565	-2.52289	NA	-2.510422	-2.82531	-2.644209	-2.86301	-2.54628	-2.70013530769231	-2.40506	0.392707646351514	NA	NA	NA
Q05BP4	Kif1a	2.22562	2.109072	1.969971	2.196411	2.061729	1.943007	2.139305	2.183731	2.13896	2.1446	1.97175	1.935081	2.265141	2.15024	2.10247271428571	2.265141	0.300261331948656	NA	NA	NA
Q05BP5	Aktip	-2.346859	-2.654989	-2.079121	-2.529329	-2.172031	-1.959034	-2.600126	-2.56834	-1.927422	-2.261061	-1.75614	-1.85165	-1.946449	-2.4259	-2.21988935714286	-1.75614	0.224110270767949	NA	NA	NA
Q05BR6	Dhx9	2.678612	2.737471	2.64649	2.692871	2.801701	2.741585	2.830553	2.69647	2.70389	2.696789	2.90497	2.744589	2.811529	2.63081	2.73702357142857	2.90497	0.0793691851730369	NA	NA	NA
Q05BS7	Slc6a17	0.9257298	1.133202	1.252899	1.16646	1.25873	1.161097	1.231054	1.151161	0.96278	1.069078	1.4277	1.17547	1.35471	0.9997807	1.16213225	1.4277	0.388450854791242	NA	NA	NA
Q05BY1	Cdipt	0.4012108	0.1466408	-0.04130936	-0.2713604	-0.2587204	0.08623505	-0.4036961	-0.01140976	-0.08179092	0.04335976	-0.0508709	-0.5432301	0.1067791	0.05734062	-0.0586301292857143	0.4012108	0.463621079232885	NA	NA	NA
Q05C33	Tardbp	1.86264	2.041552	2.19318	2.08522	2.308739	2.092016	1.955894	2.198971	2.22794	2.019369	2.34186	2.054111	1.852699	1.97019	2.08602721428571	2.34186	6.52612504402474e-07	NA	NA	NA
Q05C56	Add3	2.610229	2.355492	2.470459	2.546909	2.769379	2.912457	2.628954	2.16419	2.479319	2.534901	2.97336	2.770182	2.493948	2.439089	2.582062	2.97336	0.00223929184666339	NA	NA	NA
Q05C63	Csde1	1.998611	2.11681	2.0084	2.16102	2.199129	2.173946	2.217735	2.01507	2.22731	2.15753	2.17095	2.02532	2.014719	2.08502	2.112255	2.22731	0.284887211401714	NA	NA	NA
Q05C68	Mtch2	2.936741	2.789042	2.90645	3.05481	3.22559	3.465256	3.153254	3.174932	3.434099	2.981819	3.046679	3.047911	3.147921	3.10355	3.104861	3.465256	0.647913569540365	NA	NA	NA
Q05C77	Ralbp1	-1.27553	-1.90004	-1.47142	-1.762949	-1.76276	-1.678804	-1.212475	-1.52607	-1.792292	-1.781151	-1.673321	-1.592289	-1.152241	-1.75775	-1.59564942857143	-1.152241	0.0804259480227816	NA	NA	NA
Q05C78	Ptpn11	1.828671	1.99085	1.97296	2.08675	1.878489	1.810026	1.811144	2.14604	1.84984	2.076288	2.066669	1.93022	2.102129	1.769131	1.95137192857143	2.14604	0.467155455734683	NA	NA	NA
Q05CC9	Porcn	NA	-2.43145	NA	-2.49803	-2.926861	-2.296453	NA	NA	-1.76288	-2.828531	-2.124969	NA	NA	-1.677151	-2.318290625	-1.677151	0.496585226608223	NA	NA	NA
Q05CD1	Lman2l	-2.924059	-2.832359	-3.25956	NA	-2.594191	-3.094154	-2.451756	-2.978609	-2.97665	-2.976622	-3.61574	-2.828588	-3.03933	-2.79108	-2.95097676923077	-2.451756	0.488914482015225	NA	NA	NA
Q05CD2	Psip1	2.59277	2.47875	2.632368	2.42692	2.594948	2.759895	2.472715	2.498411	2.31646	2.67252	2.600771	2.69039	2.20233	2.558819	2.53557621428571	2.759895	0.281583554153213	NA	NA	NA
Q05CD2	Psip1	-2.31522	-3.38896	-2.666	NA	-3.19537	NA	-1.281055	-2.994009	-3.26185	-2.940231	-2.518579	NA	-1.472389	-2.25021	-2.57126118181818	-1.281055	0.0705951403559265	NA	NA	NA
Q05CD5	Anln	-0.9469891	-0.9981995	-0.8117905	-1.27562	-1.25592	-1.438374	-1.234045	-0.7703285	-0.9180698	-1.212601	-1.350891	-0.8433285	-0.6854897	-0.8789406	-1.04432765714286	-0.6854897	0.0605691266550906	NA	NA	NA
Q05CD7	Kif5a	-0.8932495	-0.7789288	-0.9668503	-1.515009	-0.9848499	-1.247654	-1.084856	-1.037949	-1.346642	-1.339581	-1.681761	-1.0529	-0.9853992	-1.40888	-1.16603640714286	-0.7789288	0.163757042777462	NA	NA	NA
Q05CD8	Rtn1	5.009052	4.93907	4.981089	5.082981	5.1688	5.258125	4.961435	4.981199	4.947779	5.063179	5.26018	5.18535	5.03219	5.00351	5.06242421428571	5.26018	0.00867616183788828	NA	NA	NA
Q05CD8	Rtn1	2.45731	2.467892	2.119881	1.71628	2.45779	2.282206	1.791224	2.356541	2.572588	1.315489	1.723499	2.029181	0.8565292	2.28422	2.0307593	2.572588	0.437079941067785	NA	NA	NA
Q05CE4	Wwp1	-2.92169	NA	NA	-3.03507	-2.466301	NA	NA	-3.092289	NA	NA	NA	-2.959759	-2.628691	NA	-2.85063333333333	-2.466301	0.563169931398073	NA	NA	NA
Q05CE6	Rdx	1.54907	1.57958	1.741079	1.581661	1.514059	1.526735	1.412474	1.541451	1.811069	1.61842	1.67852	1.49667	1.433371	1.63135	1.57967921428571	1.811069	0.0141610108014568	NA	NA	NA
Q05CE8	Luzp1	-0.890089	-0.6854992	-0.4744797	-0.3646889	-1.230631	-1.045244	-1.234785	-0.7542896	-0.7758999	-0.1796417	-1.006001	-0.8967285	-0.53335	-0.67659	-0.767708392857143	-0.1796417	0.0501742838338998	NA	NA	NA
Q05CF1	Wdr7	3.08157	3.139219	3.091261	2.985489	3.141678	3.224846	3.064215	3.059832	3.220339	3.002098	3.097261	3.235029	3.145491	3.051701	3.11000207142857	3.235029	0.271444772588013	NA	NA	NA
Q05CG8	Kif5b	1.27544	1.14813	1.113091	1.427881	1.29423	1.277367	1.313665	1.052591	1.327	1.35911	1.35059	1.220131	1.233021	1.274361	1.26190057142857	1.427881	0.173270123517191	NA	NA	NA
Q05CG9	Psmd1	2.362011	2.348782	2.3228	2.3806	2.48831	2.529625	2.329884	2.431231	2.606741	2.257439	2.353609	2.348961	2.385361	2.461658	2.40050085714286	2.606741	0.939860581782444	NA	NA	NA
Q05CJ5	Atp2b1	5.70237	5.78903	5.927	5.725262	5.799759	5.704376	5.847696	5.75775	5.85058	5.783619	5.79307	5.709631	5.789968	5.749081	5.78065657142857	5.927	0.210431659008855	NA	NA	NA
Q05CJ9	Ptpre	-1.846899	-2.133169	-2.795681	-1.96718	NA	-2.727495	-2.191475	-2.674759	-2.13867	-2.9972	-1.823601	NA	-1.813961	-2.375431	-2.29046008333333	-1.813961	0.578300682609669	NA	NA	NA
Q05CL7	Bcas2	-3.111319	NA	-2.14315	NA	-2.5576	-2.451124	-2.346216	-2.338428	-2.15991	NA	-2.41139	-2.217249	-2.41783	-2.750231	-2.44585881818182	-2.14315	0.73985021861967	NA	NA	NA
Q05CM4	Dmxl2	4.270351	4.375349	4.413649	4.370312	4.368401	4.422256	4.320795	4.403261	4.50086	4.385078	4.434	4.29891	4.473749	4.406559	4.38882357142857	4.50086	0.396125324684536	NA	NA	NA
Q05CM5	Eif5	0.56991	0.6095009	0.4464798	0.8564301	0.55937	0.4272156	0.5835838	0.3907814	0.9302692	0.6703987	0.4082298	0.45751	0.5401707	0.6312904	0.577224314285714	0.9302692	0.108039629117271	NA	NA	NA
Q05CQ4	Iqgap1	-1.484869	-0.8326683	-0.6826305	-1.13146	-1.427801	-1.463375	-1.143286	-1.270329	-1.112701	-1.099621	-1.22328	-1.54966	-1.496799	-1.22287	-1.22438212857143	-0.6826305	0.0642647058892702	NA	NA	NA
Q05CS8	Tpr	0.9951706	1.009972	1.152269	1.43261	0.7434902	0.8368053	1.091965	1.0965	1.241018	1.122	1.08334	1.08123	1.0585	0.9365196	1.06295640714286	1.43261	0.186712619808701	NA	NA	NA
Q05CX6	Wasl	0.3803711	0.3573303	0.50313	0.5591011	0.05144882	0.1812458	0.5160542	0.2794514	0.1532898	0.36549	0.02848053	-0.04870987	0.3130703	0.241909	0.277261605714286	0.5591011	0.247191892130222	NA	NA	NA
Q05CY4	Srrm2	-0.01132011	0.120121	0.2775993	0.07716942	0.09900856	-0.2380352	0.01940536	0.1594715	-0.02342033	0.3832283	-0.1452904	0.13657	0.1680794	0.07338905	0.0782839892857143	0.3832283	0.233599828043662	NA	NA	NA
Q05CY9	Cul5	1.82127	1.9307	1.96616	1.830709	1.81675	1.487597	1.905544	2.02667	2.074549	1.93195	1.70578	1.81538	2.04315	1.925711	1.87728	2.074549	0.00649785422498476	NA	NA	NA
Q05D18	Pkp4	0.3848705	0.5968513	0.729969	0.280611	0.4676991	0.5283356	0.7179737	0.3088303	0.4754295	0.53018	0.6725903	0.6086407	0.4225197	0.4802589	0.514625685714286	0.729969	0.865561520235195	NA	NA	NA
Q05D19	Acin1	-0.5871487	-0.4132996	-0.3661709	-0.5203495	-0.4966698	-0.04486465	-0.4510956	-0.58885	-0.5148716	-0.6378117	-0.8189297	-0.5183086	-0.4495296	-0.5296497	-0.495539260714286	-0.04486465	0.46767758270114	NA	NA	NA
Q05D37	Rab3a	4.24987	4.80205	4.586351	4.053829	4.41095	4.147076	4.200075	4.827551	4.59878	4.256081	4.55158	4.177149	3.866339	4.733719	4.3901	4.827551	0.147800975928766	NA	NA	NA
Q05D38	Rab27b	-1.15003	-1.453579	-1.47377	-1.35899	-1.31266	-1.016354	-0.6254959	-1.33053	-1.366041	-1.36701	-1.363121	-1.180279	-1.0322	-1.276421	-1.23617720714286	-0.6254959	0.0169538160962024	NA	NA	NA
Q05DD1	Nr3c1	-3.392309	-3.52924	NA	-3.28944	-4.12886	NA	-3.155315	-3.63604	-4.248831	-3.540112	-3.59222	-4.06513	NA	-3.600691	-3.65256254545455	-3.155315	0.794243761160153	NA	NA	NA
Q05DD2	Nefl	6.06361	6.265272	6.11001	6.333092	6.290871	6.133408	5.952433	6.142801	6.311739	6.362499	6.307558	6.23971	6.168421	6.19838	6.20570028571429	6.362499	0.0334383064265806	NA	NA	NA
Q05DE0	Arfgap1	2.38599	2.49254	2.467489	2.124861	2.548449	2.645576	2.442045	2.426601	2.616438	2.2974	2.61622	2.43465	2.0893	2.642658	2.4450155	2.645576	0.934372022717369	NA	NA	NA
Q05DE1	Dgkz	-0.5156002	-0.33428	0.1728096	-0.04919052	-0.6740799	-0.4677143	-0.06682587	-0.1126003	0.1715183	-0.1208801	-0.4896412	-0.5353603	-0.04648972	0.2466202	-0.201551022142857	0.2466202	0.0127439348836737	NA	NA	NA
Q05DE5	Napb	4.516682	4.630262	4.63693	4.536171	4.552921	4.516075	4.538954	4.564241	4.646349	4.658791	4.518	4.404039	4.427889	4.672569	4.55856235714286	4.672569	0.0427744896772718	NA	NA	NA
Q05DI0	Itga1	-2.334229	NA	NA	-1.969709	-2.15477	-2.726025	-2.106096	NA	NA	NA	-1.661751	NA	-1.97118	-1.84107	-2.09560375	-1.661751	0.163209207000731	NA	NA	NA
Q05DJ9	Tpp2	2.783691	2.82197	2.795259	2.862812	2.958019	2.784256	2.924105	2.74597	3.049879	2.885578	2.894411	2.78808	2.771971	2.81329	2.84852078571429	3.049879	0.234126143219269	NA	NA	NA
Q05DM9	Vcpip1	1.276421	1.257681	1.254959	1.36727	1.20245	1.092356	1.194794	1.22933	1.272039	1.298288	1.275589	1.02112	1.268721	1.003729	1.21533907142857	1.36727	0.181568575307567	NA	NA	NA
Q05DR6	Cul1	0.8886814	1.066191	1.05094	0.9316998	1.105719	1.219807	0.8524342	0.9844398	0.9366493	0.87257	0.9571304	1.17704	1.070311	0.9442005	1.00412952857143	1.219807	0.358443909319926	NA	NA	NA
Q05DS1	Ubtf	-2.349009	-1.674109	-1.96829	-1.697109	-1.89044	-2.071144	-1.722485	-1.61982	-1.69088	-1.636332	-2.37257	-2.045809	-1.7969	-2.012751	-1.89626057142857	-1.61982	0.258271023348093	NA	NA	NA
Q05DS7	Sec31a	1.768702	1.598541	1.861151	1.86252	1.66493	1.510906	1.583405	1.714561	1.74008	1.857599	1.68622	1.738871	1.705851	1.53009	1.70167335714286	1.86252	0.143328974894802	NA	NA	NA
Q05DT0	Add3	2.610229	2.355492	2.470459	2.546909	2.769379	2.912457	2.628954	2.16419	2.479319	2.534901	2.97336	2.770182	2.493948	2.439089	2.582062	2.97336	0.00223929184666339	NA	NA	NA
Q05DT1	Pabpc1	2.470531	2.552042	2.658468	2.64426	2.626808	2.718906	2.566935	2.6859	2.365599	2.811527	2.30732	2.58433	2.812239	2.528778	2.59526021428571	2.812239	0.906934738086289	NA	NA	NA
Q05DT4	Cdc5l	-1.32304	-1.08428	-0.91959	-0.90345	-0.9157009	-0.658535	-1.143206	-1.063169	-1.067532	-1.079611	-0.9468803	-1.15686	-1.30512	-1.20875	-1.05540887142857	-0.658535	0.0617923246828214	NA	NA	NA
Q06335	Aplp2	-0.7364101	-0.5254192	-0.1277599	-0.5080605	-0.8035297	-0.7274036	-0.4611855	-0.122179	-0.8536205	-0.2439899	-0.7713795	-0.7151699	-0.3282108	-0.3927097	-0.522644842857143	-0.122179	0.0207239448314943	707	22.58	23.93
Q07417	Acads	-1.37369	-1.20022	-1.18173	-0.8903103	-1.31909	-1.448395	-1.103556	-0.9433594	-1.347301	-1.177971	-1.48698	-1.77503	-1.187099	-0.9370995	-1.24084508571429	-0.8903103	0.0534610914713814	412	22.53	24.79
Q07813	Bax	-1.710979	-1.991789	-1.83407	-1.7036	-1.893171	-2.002344	-2.027225	-2.158819	-2.372971	-1.862942	-1.985981	-2.20727	-1.57848	-2.70702	-2.00261864285714	-1.57848	0.805455257023396	192	23.96	26.48
Q08509	Eps8	-1.742168	-1.929449	-1.911291	-2.185549	-2.435461	-1.994364	-1.731195	-1.89756	-2.14937	NA	-2.45352	-1.942039	-1.798851	-1.593241	-1.98185061538462	-1.593241	0.0122847856625327	821	22.56	24.17
Q09J72	Mbp	7.631741	7.73625	7.73992	7.846569	8.030548	7.729515	7.487135	7.81531	7.86677	7.99305	8.060389	7.913	7.633551	7.85009	7.80955985714286	8.060389	0.0252575405830198	NA	NA	NA
Q09J72	Mbp	-1.668219	-1.84796	-1.67104	-1.144579	-0.8698196	-1.273684	NA	-2.236429	-1.559011	-1.85305	NA	-1.989529	NA	-1.721951	-1.62138832727273	-0.8698196	0.0156980513048417	NA	NA	NA
Q0KL01	Ubxn2b	-2.672949	-2.791489	NA	-2.96785	-2.70133	NA	-2.503206	NA	-3.06991	-2.962891	-3.22336	NA	-2.450901	NA	-2.81598733333333	-2.450901	0.0851825666208767	331	22.36	23.86
Q0KL02	Trio	1.954781	1.862131	1.768101	2.097731	2.088499	2.034756	2.031214	2.0492	2.066898	1.897758	1.79282	1.93454	1.940479	2.029039	1.9677105	2.097731	0.939950999051867	3102	22.77	24.6
Q0P556	Elmod1	-1.121819	-1.12084	-1.35993	-0.5905495	-1.38744	-0.8524246	-0.7760448	-1.555929	-0.8018608	-0.5287704	-0.9426594	NA	-0.5732708	-0.7135601	-0.948084492307692	-0.5287704	0.868022160097558	NA	NA	NA
Q0P666	Scn3b	-2.18462	-2.04858	-2.14031	-1.966509	NA	-2.153154	-2.381186	-1.971119	-2.66979	-2.086641	-3.26107	-2.30533	-2.385019	-2.095091	-2.28064761538462	-1.966509	0.512060152338553	NA	NA	NA
Q0P688	Eif4e2	-1.60729	-1.71356	-1.49304	-1.90527	-2.15	-1.749735	-1.915516	-1.81333	-1.31286	-1.672411	NA	-1.441509	NA	-1.786051	-1.713381	-1.31286	0.669007450478467	NA	NA	NA
Q0P6B2	Fubp1	0.6534214	0.6284504	0.5173092	0.5719604	0.6195602	0.6239166	0.5221252	0.3789997	0.5776787	0.5840988	0.610899	0.8145809	0.3836098	0.3673	0.560993592857143	0.8145809	0.130730803878527	NA	NA	NA
Q0PD24	Rab30	-1.458429	-2.612839	-1.99258	-1.52977	NA	NA	-1.825426	-1.78635	-1.698542	-1.516411	-1.965811	-1.17515	-1.686541	-1.41045	-1.72152491666667	-1.17515	0.499300452968537	NA	NA	NA
Q0PD31	Rab24	-1.13167	-0.7963696	-0.9828796	-0.6460896	-0.3460503	-0.3064041	-1.002356	-1.173849	-1.17448	-0.6903	-1.002901	-0.8376598	-0.9354897	-1.28577	-0.879447764285714	-0.3064041	0.0293333170285951	NA	NA	NA
Q0PD32	Rab23	-0.3986893	-0.2518101	-0.2922001	-0.08893967	0.1893101	0.04825592	-0.1928349	-0.2381096	-0.1628208	-0.1750011	-0.09986115	-0.2550888	-0.200861	-0.4915295	-0.186441428571429	0.1893101	0.0284585108670679	NA	NA	NA
Q0PD35	Rab21	0.3125	0.4299507	0.7385902	0.9786205	0.2889099	-0.3381042	0.1263142	0.5706711	-0.07364082	0.8428898	-0.0539608	0.1288414	0.4355907	0.3951607	0.341595241428571	0.9786205	0.00575309516619841	NA	NA	NA
Q0PD40	Rab15	-0.1735897	-0.7932701	-0.1921501	-0.5939598	-0.7915211	-0.536705	-0.6488247	-0.7454891	-0.6333199	-0.7235508	-0.9363899	-0.7740097	-0.9549103	-0.6963005	-0.656713621428571	-0.1735897	0.748267888520835	NA	NA	NA
Q0VAV5	Rasal2	-0.91045	-0.7239799	-0.6017303	-0.2097301	-1.236511	-0.7408638	-0.8644352	-0.7120991	-0.7524815	-0.484581	-0.7348309	-0.9550991	-0.6598396	-0.6733894	-0.732858635714286	-0.2097301	0.0892884533029752	NA	NA	NA
Q0VBQ7	Inpp4a	1.625221	1.62179	1.673321	1.714781	1.711939	1.552647	1.645494	1.59782	1.476759	1.597778	1.484249	1.24287	1.712429	1.435619	1.57805121428571	1.714781	0.90886871437616	NA	NA	NA
Q0VDM6	Folh1	-1.064789	-1.81955	-1.206961	-1.51713	-1.494511	-1.823345	-1.244055	-1.099009	-0.8115902	-1.17379	-1.89831	-1.702579	-1.093691	-1.347191	-1.37832151428571	-0.8115902	0.173409357687504	NA	NA	NA
Q0VDP1	Slc2a13	-0.9618397	-0.69207	-0.9833298	-0.8460102	-0.5935001	-0.7698841	-0.5263062	-0.5409489	-0.9119415	-0.49049	-0.3179512	-0.3089485	-0.4342995	-1.144239	-0.680125621428571	-0.3089485	0.193306384974137	NA	NA	NA
Q0VDP2	Slc2a13	-0.9618397	-0.69207	-0.9833298	-0.8460102	-0.5935001	-0.7698841	-0.5263062	-0.5409489	-0.9119415	-0.49049	-0.3179512	-0.3089485	-0.4342995	-1.144239	-0.680125621428571	-0.3089485	0.193306384974137	NA	NA	NA
Q0VDV7	Kras	1.098881	1.31645	1.211679	1.354	1.118589	1.109877	0.7138042	0.9305401	1.52631	1.183498	0.7764797	0.8743515	1.17164	0.8948402	1.09149569285714	1.52631	0.190585515720228	NA	NA	NA
Q0VDX2	Dazap1	-2.332199	NA	-1.610929	NA	-1.034111	-1.137274	-1.723526	-1.151588	-1.17173	NA	-2.8601	NA	-1.086559	-1.5888	-1.5696816	-1.034111	0.89218104898578	NA	NA	NA
Q0VF51	Rims2	-1.812559	-2.051809	-1.29409	-1.97337	-1.472071	-2.223413	-2.200556	-1.661289	-1.791142	-1.76947	-1.596571	-2.019588	-2.455311	-1.79446	-1.86540707142857	-1.29409	0.119029095142009	NA	NA	NA
Q0VGB8	Syne1	2.23266	2.45948	2.40316	2.347401	2.30673	2.351696	2.332245	2.372381	2.352409	2.268169	2.12359	2.212481	2.32238	2.497971	2.3273395	2.497971	0.00842191824284512	NA	NA	NA
Q0VGN4	Stx16	-0.8301201	-0.7479286	-0.842001	-0.2938004	-1.014511	-1.459244	-0.9130058	-1.17259	-0.6583405	-1.51222	-1.06562	-0.9513588	-1.033041	-1.24374	-0.981251514285714	-0.2938004	0.623354664376291	NA	NA	NA
Q0VGQ1	Hsd17b12	0.7455406	0.8481998	0.8941898	0.8388805	1.102209	1.197546	0.7033844	0.6515903	0.6805496	0.8394794	1.13916	1.017521	0.9516907	0.8185692	0.887750735714286	1.197546	0.0245747958854732	NA	NA	NA
Q0VGS8	Gria3	1.846931	1.983181	1.930149	2.07338	1.815449	2.019775	1.965744	1.88027	2.142309	2.046679	2.10475	1.88995	1.84745	1.79435	1.95288335714286	2.142309	0.197343928950712	NA	NA	NA
Q0VGU0	Sar1b	-1.0641	-1.049959	-1.260191	-1.219719	-0.9169712	-0.8456535	-1.241035	-1.15958	-1.35939	-1.277882	-1.23102	-0.8590088	-0.2892799	-1.948071	-1.12299002857143	-0.2892799	0.251221553832588	NA	NA	NA
Q0VGU5	Vkorc1l1	NA	-2.636539	-2.99584	-2.366869	-4.251101	-2.535845	NA	-2.371449	-3.483711	-3.26795	-3.516661	-2.199589	NA	-2.94878	-2.96130309090909	-2.199589	0.234903810938008	NA	NA	NA
Q0VGU9	Rbm39	0.2804413	0.05865097	0.03219032	-0.3663998	-0.1679001	0.103096	0.007484436	-0.2654991	0.2102089	-0.4910011	0.4594002	-0.3938503	0.09391022	0.2287502	-0.0150369895714286	0.4594002	0.508875537304469	NA	NA	NA
Q148S0	Tsc22d2	-3.13924	NA	-2.656561	-2.885729	NA	-3.150345	NA	-2.938749	NA	-3.284651	-3.02557	-2.977959	-2.93302	NA	-2.99909155555556	-2.656561	0.427680229163847	NA	NA	NA
Q148T4	Tnc	-0.02079964	0.06365013	0.3562107	-0.02380943	0.1564503	0.06507492	0.2390137	0.01908112	-0.14324	0.1769695	-0.3953705	-0.08271027	0.2564907	-0.03532982	0.0451201007142857	0.3562107	0.813203558375871	NA	NA	NA
Q148T5	Tnc	-0.02079964	0.06365013	0.3562107	-0.02380943	0.1564503	0.06507492	0.2390137	0.01908112	-0.14324	0.1769695	-0.3953705	-0.08271027	0.2564907	-0.03532982	0.0451201007142857	0.3562107	0.813203558375871	NA	NA	NA
Q149G3	Slc16a7	NA	-2.6061	NA	-2.24909	NA	NA	NA	-2.49894	-2.486881	-2.14146	-2.49765	NA	NA	-2.84643	-2.47522157142857	-2.14146	0.122229449036776	NA	NA	NA
Q149L6	Dnajb14	-2.689529	-2.541109	-2.724319	-2.707699	-2.452971	NA	-2.777035	-2.72473	NA	-2.385382	-2.677351	-3.250969	-2.932159	-2.447741	-2.69258283333333	-2.385382	0.110031251635719	379	22.73	24.78
Q14AC7	Arl1	-1.171009	-0.9189796	-1.12421	-1.41432	-1.330681	-0.835844	-1.222036	-1.228369	-0.6663513	-1.900541	-1.01897	-1.211639	-0.9561405	-0.8245106	-1.13025721428571	-0.6663513	0.341989776266998	NA	NA	NA
Q14AX3	Kctd12	0.8390102	0.7935009	0.7225494	0.7896309	0.5261097	0.1714859	0.7476139	0.7671013	0.6349792	0.9134388	0.7008705	0.3557911	0.9255295	0.5979691	0.677541457142857	0.9255295	0.233407357397459	NA	NA	NA
Q14AY1	Slc24a2	NA	-1.749689	-2.071331	-1.30011	-2.13475	-1.976114	-3.213306	-2.74823	-1.63413	-2.108351	-2.42679	-2.132919	-2.67239	-1.70402	-2.14401	-1.30011	0.181655724250858	NA	NA	NA
Q14AY1	Slc24a2	1.042671	1.326731	1.06616	0.9570198	1.009359	1.133266	1.221954	1.41497	1.440239	1.14831	1.318171	1.2964	1.21072	1.48612	1.21943505714286	1.48612	0.302947613668814	NA	NA	NA
Q14AY4	Map3k5	-2.253849	-1.800209	-1.854681	-1.529049	-2.43589	-2.490105	-1.802515	-1.973469	-2.03013	-1.954512	-1.98114	-2.267319	-2.34141	-2.194429	-2.06490764285714	-1.529049	0.0863963941913521	NA	NA	NA
Q14BE0	Mocs3	-1.27109	-0.8416386	-2.54471	-1.01684	-1.030531	-0.6159039	-1.250776	-1.214279	-0.9122105	-1.360392	-0.7681103	-1.141079	-0.2993107	-1.330181	-1.11407514285714	-0.2993107	0.553903056250583	NA	NA	NA
Q14BH8	Cacna2d1	3.217972	3.215212	3.245039	3.086102	3.31918	3.314785	3.286825	3.209822	3.359758	3.250561	3.096411	3.282412	3.287371	3.292641	3.24743507142857	3.359758	0.772374920035264	NA	NA	NA
Q14BY7	Rims3	-2.43434	-2.70162	-2.50601	-1.470869	-2.16346	-1.706924	NA	-2.223759	-2.462021	-1.961922	-2.54653	-1.99065	-2.099451	-2.699831	-2.22826053846154	-1.470869	0.250459675492193	NA	NA	NA
