Table S7. PROTEOME Synaptoneurosomes and Total Forebrain,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Normalized Intesities of Forebrain samples collected around the 24 hours in 4 hour intervals.,,,,,,,,,,,,,,,,,,,,,,,,,,
4 biological replicates per time point.,,,,,,,,,,,,,,,,,,,,,,,,,,
Periodicity analysis done with the Perseus software as describes in the Materials and Methods section.,,,,,,,,,,,,,,,,,,,,,,,,,,
Phase and q-value: Obtained from Time series analisys performed with Perseus software.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Gene names,Majority protein IDs,Protein names,Peptides,Unique sequence coverage [%],Phase_,q-value_,ZT0_1,ZT0_2,ZT0_3,ZT0_4,ZT4_1,ZT4_2,ZT8_1,ZT8_2,ZT8_3,ZT12_1,ZT12_2,ZT12_3,ZT16_1,ZT16_2,ZT16_3,ZT16_4,ZT20_1,ZT20_2,ZT20_3,ZT20_4
Ctsb,P10605,Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain,6,23.6,22.38282628,0.378977629,2.097511,2.156981,2.349159,2.10931,1.91296,1.9221,1.893021,2.02594,1.298876,1.599579,2.106091,1.738491,2.215706,1.919521,2.0016,2.04738,1.988924,1.743441,1.731411,1.82955
Acot11,Q8VHQ9;A2AVR6,Acyl-coenzyme A thioesterase 11,15,30.8,4.183895742,0.37910385,-0.1457291,-0.008310318,-0.2720509,0.0489006,0.09180069,-0.04384041,0.4342308,0.3877296,0.3594856,-0.3315601,-0.5633202,-0.08345985,-0.07584381,-0.277729,-0.0678997,-0.2498398,-0.0715847,0.1734505,0.3152103,0.04718971
Tbc1d22a,Q8R5A6;Q8R5A6-2,TBC1 domain family member 22A,6,10.9,8.911475429,0.38076297,-2.987,-3.42688,-2.64304,NaN,NaN,-2.816891,NaN,NaN,-2.276884,-2.88895,-2.969181,NaN,NaN,-2.607559,-2.853731,-3.054218,-3.310896,-3.078831,-2.84618,-2.907179
Slc25a11,Q9CR62;Q5SX46,Mitochondrial 2-oxoglutarate/malate carrier protein,20,69.7,18.64781187,0.381236477,4.372141,4.3543,4.300652,4.159542,4.164091,4.525629,4.25243,4.282978,4.168297,4.71627,4.630301,4.664379,4.563427,4.486242,4.49769,4.36957,4.710135,4.604792,4.339272,4.40991
Dhdh,Q9DBB8,"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase",10,31.8,14.54934139,0.381405176,-2.224989,-1.908649,-1.47784,-1.51815,-1.764231,-1.78845,-1.505301,-1.233221,-1.709524,-1.241531,-1.17017,-1.318399,-2.355295,-1.088829,-1.39909,-1.446449,-0.9087257,-1.336531,-1.30621,-1.38555
Camkk2,Q8C078;Q8C078-5;Q8C078-2;Q8C078-3;A0A0G2JET2;Q8C078-4,Calcium/calmodulin-dependent protein kinase kinase 2,20,40.8,3.886103588,0.381551786,1.16197,1.35133,1.17745,1.226561,1.37825,1.14691,1.27426,1.189529,1.298946,1.15917,1.394089,1.18788,1.048115,1.060631,1.206259,1.050661,1.332165,1.27561,1.134232,1.300701
Pebp1,P70296;D3Z1V4;D6RHS6,Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide,11,56.1,20.89701065,0.381652368,4.968351,5.09194,5.037109,5.08173,5.089369,5.212069,5.116009,5.20047,5.166607,5.17728,5.2623,5.198151,5.202465,5.158121,5.0189,5.317812,5.274096,4.982161,5.39872,5.264681
Wwp1,Q8BZZ3,NEDD4-like E3 ubiquitin-protein ligase WWP1,10,8.6,14.36887947,0.381722197,NaN,-3.092289,NaN,NaN,NaN,NaN,-3.03507,NaN,-2.937983,-2.466301,NaN,-2.54154,NaN,-2.959759,-2.657021,-2.782209,NaN,-2.628691,-2.92169,-2.65707
Cars2,Q8BYM8,"Probable cysteine--tRNA ligase, mitochondrial",9,3.3,1.958038789,0.381806423,1.03079,1.142262,0.8094597,0.8643608,0.7690392,0.9213085,0.7979698,0.7399883,0.9397564,1.223019,0.5862389,0.4913998,0.7897263,0.6989899,0.3482094,0.4521408,1.306574,NaN,1.13138,0.2584705
Naca,P70670;Q60817,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha",7,3.9,16.24091835,0.38197325,0.953331,0.8213997,1.087931,0.6389713,0.6025906,1.1043,0.8927612,0.7539692,0.8895073,0.9849892,1.27244,1.37026,0.959425,1.03216,0.850359,0.8142014,1.427834,1.18347,1.000221,1.117901
Tjp2,Q9Z0U1,Tight junction protein ZO-2,38,38.4,4.345860583,0.382135918,0.002281189,0.2474003,0.01618958,0.2444496,0.23102,-0.08340073,0.1275597,0.1152382,0.153677,0.01296997,0.1389904,-0.03623962,0.1033554,-0.04008865,-0.0798912,0.05590057,0.0340538,0.04692078,0.1637115,-0.1856289
Mta1,F8WHY8;Q8K4B0;E9PX23,Metastasis-associated protein MTA1,10,16,3.694405796,0.382266251,-2.608648,-2.61919,NaN,-2.533749,-2.409771,-2.75531,-2.21282,-2.637341,-2.484594,-2.780731,-3.40209,NaN,-3.575285,-3.248529,-2.48115,-2.096579,-2.782625,-2.80891,-2.82823,NaN
Sec13,Q9D1M0,Protein SEC13 homolog,7,26.7,4.411003043,0.382274833,-0.77528,-0.6616688,-0.4819794,-0.72258,-0.572691,-0.8536911,-0.7641792,-0.8154106,-0.8577538,-0.8847103,-0.9333305,-0.2705193,-1.613865,-0.7682495,-1.04505,-0.6959896,-1.013256,-0.5707607,-1.114929,-1.02527
Slc25a12,Q8BH59,Calcium-binding mitochondrial carrier protein Aralar1,33,52.4,19.18706563,0.382307966,5.421129,5.19499,5.16576,5.205582,5.217691,5.481588,5.087132,5.12558,5.111588,5.42963,5.513811,5.332161,5.350166,5.524961,5.494898,5.337389,5.435534,5.402281,5.44521,5.310362
Cyb5r3,Q9DCN2;Q9DCN2-2;F2Z456;A0A0A0MQM3,NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form;NADH-cytochrome b5 reductase,16,53.8,12.27896215,0.382395556,2.441172,1.94932,2.140961,2.0592,2.22765,2.348749,2.14118,2.109718,2.193546,2.374409,2.51293,2.38386,2.353725,2.11743,2.400669,2.144341,2.015594,2.22916,2.04187,2.439529
Isca2,Q9DCB8,"Iron-sulfur cluster assembly 2 homolog, mitochondrial",7,42.9,10.31888043,0.382459796,-1.365808,-1.395819,-1.37682,-1.241899,-1.76725,-1.353901,-1.03717,-1.576521,-1.549774,-0.8228703,-2.223501,-0.5457592,-0.9820652,-1.270079,-1.40535,-0.9417896,-2.263615,-2.21632,-1.57181,-2.39216
Slc25a13,Q9QXX4,Calcium-binding mitochondrial carrier protein Aralar2,12,18.5,22.76578213,0.382493997,1.60005,1.899601,1.000879,1.45458,1.03886,2.152618,1.53874,1.32914,1.179037,1.293749,1.067289,1.422689,1.061035,1.78651,1.4307,1.23838,1.597914,1.636049,1.602041,1.95612
Apoa1,Q00623,Apolipoprotein A-I;Proapolipoprotein A-I;Truncated apolipoprotein A-I,20,70.8,2.270668741,0.382608869,2.623579,2.250891,2.217791,1.955221,2.35412,2.238708,2.376431,2.07107,2.135406,2.130159,1.889629,1.58894,1.484896,2.705172,1.601309,2.263681,2.575686,2.21472,1.940371,1.62748
Scg5,P12961,Neuroendocrine protein 7B2;N-terminal peptide;C-terminal peptide,2,13.2,0.860320536,0.382617426,-1.36071,-1.02335,-0.962431,-1.033279,-1.047791,-0.858511,-0.8781204,-1.11561,-1.437344,-1.445,-4.11285,-0.7876701,-1.484295,-0.8673592,-1.166191,-1.818529,-1.083755,-1.112381,-0.9962502,-1.47974
Dlg4,Q62108;Q62108-3;Q62108-2,Disks large homolog 4,36,34,22.01384622,0.38264406,4.511271,4.358152,4.405689,4.42865,4.443548,4.537138,4.626091,4.548519,4.558777,4.401009,4.472349,4.406429,4.344307,4.217081,4.344831,4.416243,4.634855,4.28182,4.67313,4.5151
Chtop,Q9CY57;E9PW20;Q9CY57-5;Q9CY57-4;Q9CY57-3;Q9CY57-2;D3YZA1;D3Z7T7,Chromatin target of PRMT1 protein,4,21.7,3.271017724,0.382644188,-2.848299,-1.758669,-2.44593,-1.613279,NaN,-2.35659,-1.76923,-2.04953,-2.140614,-2.453081,-2.460861,-2.848249,-2.467615,-2.343519,-2.43045,-2.558538,-2.506996,-1.835239,-2.64687,-2.20104
Abhd6,Q8R2Y0;Q8R2Y0-2,Monoacylglycerol lipase ABHD6,12,38.7,15.61636908,0.382664146,-0.2157688,-0.248909,-0.2826996,-0.3740692,-0.06195068,0.1683483,-0.1479187,-0.4071712,-0.4429836,-0.1133003,0.2456188,-0.04656029,0.2865753,0.2046814,0.02653885,-0.4135895,-0.1859951,-0.2189293,0.2897606,-0.03005028
Gnao1,P18872;D3Z2M7,Guanine nucleotide-binding protein G(o) subunit alpha,16,5.6,21.5649472,0.382786726,6.21176,5.95677,6.092838,5.791401,5.847589,6.24317,5.874401,5.963058,5.533226,6.134579,6.171148,5.78923,6.094776,5.73802,5.68791,5.705721,5.768183,5.908369,5.732342,5.748491
Efr3a,Q8BG67;Q8BG67-2,Protein EFR3 homolog A,15,20,10.70707199,0.382788726,-1.627048,-2.36767,-2.37649,-2.8612,-2.538771,-1.691061,-1.41864,-1.625641,-1.101013,-1.713791,-1.98481,-2.185551,-1.905005,-1.871809,-1.67584,-2.394409,-1.849106,-1.661341,-1.81127,-1.895969
Mpv17,D3YWI4;E9Q1I6;F8WHT5;G3UVW1;D6RI47;P19258,Protein Mpv17,3,21,20.6056187,0.382817176,NaN,-3.762218,NaN,NaN,NaN,NaN,-4.074129,NaN,NaN,-3.693581,NaN,-3.85622,-2.935335,-4.31287,NaN,-3.437029,-3.486425,-3.35524,-2.99489,-3.272329
Gpd2,Q64521;A2AQR0,"Glycerol-3-phosphate dehydrogenase, mitochondrial;Glycerol-3-phosphate dehydrogenase",47,63.5,19.27008384,0.382898981,4.712301,4.68387,4.69883,4.687561,4.65877,4.784269,4.56089,4.708439,4.578388,4.897251,4.797319,4.94326,4.862465,4.75633,4.812979,4.718481,5.045244,4.955568,4.78981,4.871069
Ndufaf5,A2APY7;A2APY7-2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5,4,15.7,1.678750467,0.382958703,-2.82938,-2.71521,NaN,-2.749779,-2.57184,-3.196362,-2.87145,-2.74971,-2.532963,-2.9991,-3.86681,-3.581329,-2.653315,-3.13555,-3.01951,-2.824949,NaN,NaN,NaN,-3.21067
Ephx2,P34914;P34914-2,Bifunctional epoxide hydrolase 2;Cytosolic epoxide hydrolase 2;Lipid-phosphate phosphatase,20,47.7,17.68055047,0.382971213,0.3850212,0.3453712,0.7686405,0.6241207,0.4682007,0.6662998,0.4794312,0.4009094,0.3210373,0.5640793,0.8849106,0.5013409,0.670826,0.4079704,0.6911888,0.5935516,0.7229137,0.627779,0.5675697,0.6653404
Ube2z,Q3UE37,Ubiquitin-conjugating enzyme E2 Z,7,22.8,17.8936843,0.383242263,-1.415529,-1.27618,-1.21212,-1.364889,-1.306089,-1.8659,-1.244169,-1.16222,-1.791973,-0.7074814,-0.8610401,-2.21908,-1.378685,-1.54982,-1.02977,-0.8692188,-1.131796,-0.950531,-0.87817,-1.139889
Tprg1l;Tprgl,Q9DBS2;B1AX95,Tumor protein p63-regulated gene 1-like protein,8,59,4.936241953,0.383376486,0.9030399,1.284901,0.8574104,0.8088703,1.24328,1.346539,0.7079811,0.7526093,0.289196,0.9662991,0.9639988,1.16354,1.081026,0.50527,0.6245098,0.6610508,0.7061043,0.6747208,0.484951,0.2612305
Gja1,P23242,Gap junction alpha-1 protein,12,36.1,13.57592244,0.383412335,1.76305,1.822571,1.59432,2.04344,1.85103,1.74511,2.005081,1.932449,2.183987,2.1124,1.605659,2.078819,1.991846,1.985571,1.802,2.231331,1.849764,1.894461,2.085121,2.0534
Xrn2,Q9DBR1;Q9DBR1-2,5-3 exoribonuclease 2,10,13.4,18.50976363,0.38344631,NaN,-3.5182,-3.46525,NaN,NaN,NaN,-3.87145,NaN,-3.246973,-3.86458,-3.366411,-3.54158,NaN,-3.15028,-3.001961,-3.263699,-3.643475,-3.126431,-3.540939,-2.776449
Fkbp5,Q64378,"Peptidyl-prolyl cis-trans isomerase FKBP5;Peptidyl-prolyl cis-trans isomerase FKBP5, N-terminally processed",14,32.5,16.98686673,0.383461437,-0.1073895,0.3810215,0.2198505,1.15827,0.1995792,-0.1512814,0.1942406,0.5223694,0.5931473,0.6545486,0.1466999,0.622221,0.5886555,0.4348202,0.5694103,0.5782814,0.7431946,1.214359,0.3970413,0.2278194
Cdc42bpb,Q7TT50,Serine/threonine-protein kinase MRCK beta,54,35.6,4.949762458,0.383569665,1.914951,1.8724,1.82066,1.973761,1.97718,2.00317,1.896301,1.902458,1.969936,1.92589,1.880369,2.023729,1.812925,1.73966,1.92733,1.77157,1.790894,1.940229,1.833981,2.111811
Rftn1,Q6A0D4,Raftlin,7,13.2,14.32599167,0.383576092,-3.603699,-4.377909,-3.960951,NaN,NaN,-4.82995,-3.272829,-3.479851,-2.940243,-3.553141,NaN,-3.981911,NaN,NaN,-3.64356,-3.014299,-3.910986,-2.78705,NaN,-3.584259
Gart,Q64737;Q64737-2,Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase,31,35.3,3.008135485,0.383745366,1.779551,1.84404,1.767241,1.588591,1.709909,1.856749,1.875391,1.750969,1.825546,1.531479,1.78842,1.509359,1.662956,1.68502,1.793209,1.66366,1.706905,1.580139,1.80991,1.84831
Glrx,Q9QUH0,Glutaredoxin-1,4,44.9,19.72536669,0.38382649,0.3369217,0.04848099,-0.2131195,-0.19244,0.3686695,0.7948093,-0.2900391,-0.5950413,-0.8481541,-0.01901054,-0.30653,0.8549805,0.3448257,0.2212906,0.04661942,0.1746502,0.3781242,-0.1147194,0.4407806,0.6176605
Lhpp,Q9D7I5;Q9D7I5-2,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,5,27.4,20.68366022,0.383996025,-1.65271,-0.870079,-1.90806,-1.80241,-1.23579,-1.478621,-3.46236,-3.371422,-1.876583,-1.44478,-2.2255,-2.633009,-0.8398838,-1.407219,-1.58585,-1.62471,-1.451555,-1.78524,-2.6663,-2.41646
Ube4a,G3X9Y5;E9Q735,Ubiquitin conjugation factor E4 A,9,10.6,23.34753313,0.384058979,-2.174479,-1.735619,-1.976351,-1.74132,-1.76141,-1.889952,-2.338579,-2.58984,-2.633364,-2.04932,-1.82379,-1.91646,-2.146994,-2.190239,-2.12525,-2.321779,-1.975855,-2.04748,-2.35659,-1.99394
Nfu1,Q9QZ23,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",5,9,7.131454544,0.384505939,-0.1369095,-0.2286301,-0.4358807,-0.0441494,0.03704071,0.04483986,0.3979111,0.6001682,0.892086,-0.1529408,0.09998894,-1.019489,0.01290512,-0.1878891,0.03635979,0.0282402,-0.2447357,0.0529995,0.08242035,-0.01750946
,Q8CAK3;Q8CAK3-2,UPF0515 protein C19orf66 homolog,6,27.2,16.92615689,0.385020229,-2.585979,-2.09973,-2.761051,-1.65797,-2.339001,-2.780241,-2.077089,-2.46286,NaN,-2.311481,-2.31929,NaN,-2.161335,-1.690319,-1.966911,-2.467939,-1.988285,-2.232229,-2.01421,-2.34215
Cdh6,P97326,Cadherin-6,9,9.4,17.57693597,0.385107253,-2.851589,-2.85141,-2.79414,-3.54825,-3.022659,-3.037392,-3.624849,-3.343931,-3.638184,-2.38843,-2.931311,-2.98864,NaN,-3.01325,-2.919331,-2.961609,-2.982325,-3.05386,-3.0693,-3.057579
Sec62,Q8BU14,Translocation protein SEC62,6,9.3,3.838822376,0.385347979,-1.62323,-1.68359,-1.627941,-2.061199,NaN,NaN,-1.81739,-1.77207,-1.703104,-1.960451,-2.260771,-1.524981,-2.002205,-1.831179,-1.934191,-1.93972,-2.034185,-2.01535,-1.73226,-1.918489
Reep5,G3X8R0;Q60870,Receptor expression-enhancing protein;Receptor expression-enhancing protein 5,8,28,0.685594826,0.38587747,2.871889,2.941011,2.53257,2.811569,3.297449,3.130857,2.744621,3.340668,2.532368,2.46212,1.94347,2.610538,2.835716,3.070951,2.58053,3.022081,3.004374,2.57453,3.004082,3.158682
Glipr2,Q9CYL5;B1AWD6,Golgi-associated plant pathogenesis-related protein 1,2,16.9,4.04934618,0.38587928,NaN,NaN,NaN,NaN,NaN,NaN,-2.77359,NaN,-2.644474,NaN,-4.172611,NaN,NaN,-4.35668,-3.39851,-3.759869,-3.560335,-3.29764,-4.247379,-3.159969
Snd1,Q78PY7;Q3TJ56,Staphylococcal nuclease domain-containing protein 1,45,53.2,5.421739351,0.386235088,2.339111,2.506021,2.487209,2.47979,2.31572,2.52807,2.342451,2.427959,2.571678,2.43993,2.290751,2.463741,2.387686,2.263071,2.38476,2.382601,2.138754,2.528021,2.12101,2.430971
Nrd1,Q8BHG1;A2A9Q2;A6PWC3,Nardilysin,27,28.3,4.153139198,0.386293989,-0.458849,-0.3711796,-0.6350994,-0.5448895,-0.4399109,-0.2643509,-0.2512589,-0.4070911,-0.3251038,-0.3188896,-0.5446911,-0.3803406,-0.7131634,-0.7634087,-0.7640209,-0.5691299,-0.1149559,-0.257021,-0.4413185,-0.3416691
Higd1a,Q9JLR9,"HIG1 domain family member 1A, mitochondrial",3,51.6,15.84655861,0.386435335,-2.187159,-2.30867,-2.9671,-2.866329,-2.442961,-2.38229,-2.968451,NaN,-3.560194,-2.447001,-1.607681,-2.17853,-2.478603,NaN,-2.11342,-2.048019,-2.360405,NaN,-2.607229,-2.816031
Ppt1,O88531,Palmitoyl-protein thioesterase 1,7,29.1,4.306594727,0.38648773,0.4097614,0.5558109,0.5069389,0.6127605,0.1831799,0.7572384,0.4391499,0.6688385,0.1815662,0.5659599,-0.1924,0.4983807,0.7852154,0.1293602,-0.2430897,0.3901405,0.2551441,0.3269291,-0.0736084,0.09801102
Atp6v1a,P50516;P50516-2,V-type proton ATPase catalytic subunit A,41,73.9,21.39446218,0.386620403,6.129683,5.986692,5.986938,6.029671,6.11677,6.302958,5.977921,6.11956,6.116028,6.091541,6.370581,6.251511,6.040714,6.202631,6.051878,6.13806,6.247465,6.11376,6.23843,6.07704
Lypla1,P97823;J3QP56;P97823-2;D3Z111;D3Z269;D3YUG4,Acyl-protein thioesterase 1,4,25.2,21.25994433,0.386646518,-0.5579491,-1.12492,-0.8383999,-1.146509,-0.5556011,-1.03516,-1.44799,-1.064411,-1.571203,-0.8268414,NaN,-1.34865,-1.152454,-0.7265587,-0.8326302,-0.8769798,-0.8009262,-0.8025894,-1.327219,-0.9912701
Lamc1,F8VQJ3;P02468,Laminin subunit gamma-1,40,28.4,1.077613316,0.386738731,1.45397,1.494822,1.637869,1.710411,1.57015,1.75943,1.49539,1.37081,1.547426,1.429569,1.687029,1.43116,1.607975,1.247221,1.540979,1.350441,1.553125,1.7626,1.343781,1.738281
Pgk1,P09411;S4R2M7,Phosphoglycerate kinase 1;Phosphoglycerate kinase,28,48.2,21.74536267,0.386948819,6.464712,6.452799,6.325909,6.366562,6.472158,6.5058,6.465481,6.578548,6.565647,6.483879,6.40349,6.480148,6.585197,6.3407,6.236021,6.351961,6.487535,6.634298,6.47604,6.477991
Ift22,Q9DAI2;A0A0G2JF44,Intraflagellar transport protein 22 homolog,7,51.4,15.95622988,0.386956787,-1.96987,-1.674219,-1.297901,-1.16004,-1.725821,-1.163671,-1.31765,-1.62211,-1.700773,-1.530031,-0.8493099,-1.30628,-1.324465,-1.21917,-1.33283,-1.27459,-1.257845,-0.9629498,-1.78487,-0.9867592
Cpt1c,Q8BGD5,"Carnitine O-palmitoyltransferase 1, brain isoform",17,26.7,12.91213336,0.38703278,-1.163528,-1.118549,-1.01115,-0.7242088,-0.7818108,-0.60215,-0.6938992,-1.237391,-1.440884,-0.1831303,-1.066401,-0.6690693,-0.09352493,-0.7966385,-0.8503208,-0.56777,-1.382256,-1.19466,-0.9761295,-1.13913
Dld,O08749,"Dihydrolipoyl dehydrogenase, mitochondrial",19,46.8,19.10928254,0.387074672,4.20149,4.468859,4.41996,4.459179,4.60214,4.68466,4.361912,4.570679,4.589436,4.74818,4.662428,4.687672,4.749485,4.485651,4.56238,4.605661,4.879274,4.892458,4.857281,4.859392
Anxa2,P07356;B0V2N7;B0V2N8;B0V2N5,Annexin A2;Annexin,19,53.4,14.62844745,0.387091743,0.6294308,0.9696712,0.7433395,0.7762012,0.8046093,0.5422001,0.7474003,0.7888298,0.8856258,1.05204,0.9839687,0.7088795,1.163906,0.6820412,0.9883099,0.7161999,1.026854,0.67589,0.6198101,0.9861603
Nt5c3a,Q9D020-1,Cytosolic 5-nucleotidase 3A,15,3.4,20.12024159,0.387097508,-0.9263401,-1.29208,-0.9808502,-1.326729,-1.12718,-0.7632904,-1.397329,-2.119581,-1.154764,-1.337751,-1.157801,-1.29377,-1.467205,-0.6791496,-0.8762608,-0.9097595,-1.080975,-1.06424,-1.12534,-1.29414
Wipf2,Q6PEV3,WAS/WASL-interacting protein family member 2,11,29.8,4.6985949,0.387154819,-0.6459389,-0.4910889,-0.9182911,-0.5280991,-0.7376995,-1.147081,-0.6481991,-0.7282505,-0.5336227,-1.169891,-0.70051,-1.08923,-1.105783,-0.6829891,-0.8462505,-0.763979,-1.078856,-1.201611,-0.8910694,-1.09337
Epha4,Q03137;Q03137-2,Ephrin type-A receptor 4,23,34,11.70071684,0.387323735,0.6327515,0.7839699,0.730629,0.8396912,0.80299,0.7502289,0.7643013,0.8738194,0.7206173,0.8397293,1.108379,0.7364693,0.6832161,0.8386612,0.9182892,0.7343807,0.7614346,0.6393604,0.8840103,0.7442913
Fam151b,D3YUE4,,6,26.9,2.264537422,0.388587364,NaN,NaN,-2.560659,-1.7649,NaN,NaN,-1.700871,NaN,-1.800404,-2.02067,-2.56863,-2.83312,-2.430223,-2.576279,-2.70779,-2.4065,-1.401196,-2.45891,-2.21027,-1.68791
Armt1,A6H630;A6H630-2;A6H630-4,Protein-glutamate O-methyltransferase,14,33.3,17.00608358,0.388690933,-0.2321701,-0.299799,0.04022026,-0.3410187,-0.04846001,-0.5519409,-0.9766998,-0.7481003,-0.6099243,-0.2292099,0.2963505,0.07826042,-0.1767941,-0.4780102,0.2312088,0.03652,-0.08717537,-0.1393909,-0.9441299,-0.1096287
Dnm1,P39053-3,Dynamin-1,58,1.9,22.03435204,0.388942659,6.608789,6.560591,6.492908,6.755692,6.752581,6.850058,6.699642,6.69381,6.728947,6.67223,6.929911,6.688679,6.500397,6.661409,6.631769,6.54328,6.793875,6.808329,6.98016,6.73773
Eps15,P42567;H3BK65;F6W2Q5;Q5JC28,Epidermal growth factor receptor substrate 15,23,33.6,22.59264892,0.389047018,-1.031719,-1.106829,-0.84021,-1.07357,-0.6473694,-0.5515614,-1.01527,-1.302462,-0.525053,-1.149521,-1.25655,-1.20536,-1.003384,-0.7706795,-0.8741913,-0.8371696,-0.7124462,-0.5550404,-0.8430786,-0.5446892
Araf,P04627;B1AUN8,Serine/threonine-protein kinase A-Raf,11,0,4.646998938,0.389047371,-0.43256,-0.6905098,-0.7972698,-1.03252,-0.89361,-1.07584,-0.5123692,-0.8157501,-1.044943,-1.05479,-1.250431,-0.8552494,-0.9468536,-1.025719,-0.85149,-1.161798,-0.8751965,-1.13439,-1.788858,-1.01693
Gpt,Q8QZR5,Alanine aminotransferase 1,9,16.7,3.873520691,0.389085938,-1.901468,-2.04204,-1.868111,-1.87863,-1.72707,-1.977571,-1.60553,-1.51053,-1.819763,-1.66996,-2.30068,-1.878929,-1.935625,-2.560719,-2.20013,-2.238209,-1.735626,-1.41873,-2.105469,-1.567801
Slc12a5,Q91V14;Q91V14-2,Solute carrier family 12 member 5,39,33.5,19.1892792,0.389167173,4.554892,4.566381,4.52504,4.547932,4.588789,4.602129,4.587421,4.523201,4.641876,4.736599,4.528021,4.64333,4.694294,4.633421,4.657999,4.625471,4.681196,4.844099,4.65498,4.67296
Rab1b,Q9D1G1,Ras-related protein Rab-1B,16,41.8,12.64359825,0.389196429,1.573,1.424091,1.439289,1.34042,1.62118,1.978149,1.49485,1.65395,1.465536,1.84251,1.893629,1.92935,1.728706,1.46302,1.361229,1.9305,1.819664,1.69179,1.667461,1.64152
Fn3k,Q9ER35,Fructosamine-3-kinase,9,28.2,4.734513096,0.389216522,0.09093094,-0.08008957,-0.3048706,0.05410957,0.4393997,-0.1835098,-0.07732964,0.01918983,0.1098766,0.08078003,0.1309395,0.08292007,-0.5077343,-0.2430687,-0.2135296,-0.3233585,0.162365,0.1185303,-0.2146587,0.1750603
Uap1l1,Q3TW96;Q3TW96-2,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1,15,29,1.335222275,0.389281862,-1.181669,-1.262259,-1.019821,-1.24094,-1.37224,-0.7007008,-1.312439,-1.205462,-1.140293,-1.33704,-1.57653,-1.099369,-1.144945,-1.522009,-1.706701,-1.03347,-0.7668858,-1.22653,-1.042109,-1.359369
Ruvbl2,Q9WTM5,RuvB-like 2,23,59.4,16.14356894,0.389361619,0.4609699,0.6574306,0.4459305,0.4749508,0.2741489,0.525219,0.5313206,0.3849583,0.4295864,0.5538387,0.9076691,0.7516899,0.358675,0.5405998,0.5937901,0.4728909,0.6654854,0.7479591,0.4671497,0.7804699
Osbpl2,Q8BX94,Oxysterol-binding protein-related protein 2,13,33.3,23.46124067,0.389412581,-1.27969,-0.71632,-1.333891,-0.9603691,-1.016331,-0.7530708,-1.095881,-1.633492,-1.526003,-1.18615,-0.9773312,-1.10457,-1.091043,-1.299839,-1.14142,-1.623579,-1.197626,-0.7607193,-1.01384,-1.0298
Sh3glb1,Q9JK48;A0A0G2JEC4;Q3TYR7,Endophilin-B1,15,2.2,0.317224295,0.389819601,0.4702015,0.3358898,0.2283306,0.4899597,0.2754192,0.2514687,0.3094807,0.2949696,0.2369556,0.1119003,0.3795204,0.05855942,-0.02848434,0.4689198,0.3221092,0.08890152,0.1165447,0.5071106,0.08790016,0.6084099
Plcl2,Q8K394,Inactive phospholipase C-like protein 2,31,30.1,6.636754741,0.390036411,1.245541,0.8153305,1.186859,0.8628311,0.7856808,1.174849,1.312691,1.308649,1.225796,0.9674187,0.8262691,0.9133911,0.9177055,1.08247,1.046499,1.034731,0.8075542,0.9969292,1.004061,0.9995213
Pura,P42669,Transcriptional activator protein Pur-alpha,14,44.2,10.63254896,0.391463172,3.833941,3.873781,3.813629,3.867241,3.939611,4.289629,3.953949,3.980408,3.836636,4.044621,4.17375,4.301182,4.074787,3.954561,3.679708,3.9517,3.943075,3.942911,4.05825,3.97444
Ppp3ca,P63328,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,22,3.5,21.02032372,0.391855411,5.8874,5.99777,5.981121,6.057411,5.917631,5.998701,5.991501,6.09848,5.968246,6.27565,6.19861,6.126869,6.366184,6.137121,6.166479,6.143511,6.100603,6.03644,5.911411,6.044939
Gapdh,S4R1W8,,5,21.8,20.8347421,0.39189346,-1.558319,-1.81736,-1.97707,-1.168859,-3.13455,NaN,-2.34853,-2.609951,-1.246143,-2.92709,NaN,NaN,NaN,-2.15778,-1.62645,NaN,-2.219055,-0.4370308,-1.657879,-2.20491
