,,WT statistics,,,,,,,WT Mean value for each time point,,,,,,WT standard error of the mean for each time point,,,,,,CCA1-Ox statistics,,,,,,,CCA1-Ox Mean value for each time point,,,,,,CCA1-Ox standard error of the mean for each time point,,,,,,Protein details,,,WT normalized abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCA1-Ox normalized abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accession,Description,WT Peak time point,WT Trough time point,WT JTK p-value,"WT JTK p-value, BH adjusted",WT period predicted by JTK_CYCLE,WT ANOVA p-value,"WT ANOVA p-value, BH adjusted",WT mean 12h,WT mean 16h,WT mean 20h,WT mean 24h,WT mean 28h,WT mean 32h,WT sem 12h,WT sem 16h,WT sem 20h,WT sem 24h,WT sem 28h,WT sem 32h,CCA1-Ox Peak time point,CCA1-Ox Trough time point,CCA1-Ox JTK p-value,"CCA1-Ox JTK p-value, BH adjusted",CCA1-Ox period predicted by JTK_CYCLE,CCA1-Ox ANOVA p-value,"CCA1-Ox ANOVA p-value, BH adjusted",CCA1-Ox mean 12h,CCA1-Ox mean 16h,CCA1-Ox mean 20h,CCA1-Ox mean 24h,CCA1-Ox mean 28h,CCA1-Ox mean 32h,CCA1-Ox sem 12h,CCA1-Ox sem 16h,CCA1-Ox sem 20h,CCA1-Ox sem 24h,CCA1-Ox sem 28h,CCA1-Ox sem 32h,Peptide count,Peptides used for quantitation,Confidence score,wt 12A,wt 12B,wt 12C,wt 12D,wt 12E,wt 16A,wt 16B,wt 16C,wt 16D,wt 16E,wt 20A,wt 20B,wt 20C,wt 20D,wt 20E,wt 24A,wt 24B,wt 24C,wt 24D,wt 24E,wt 28A,wt 28B,wt 28C,wt 28D,wt 28E,wt 32A,wt 32B,wt 32C,wt 32D,wt 32E,Ox 12A,Ox 12B,Ox 12C,Ox 12D,Ox 12E,Ox 16A,Ox 16B,Ox 16C,Ox 16D,Ox 16E,Ox 20A,Ox 20B,Ox 20C,Ox 20D,Ox 20E,Ox 24A,Ox 24B,Ox 24C,Ox 24D,Ox 24E,Ox 28A,Ox 28B,Ox 28C,Ox 28D,Ox 28E,Ox 32A,Ox 32B,Ox 32C,Ox 32D,Ox 32E
AT1G56070.1;AT3G12915.1,| Symbols: LOS1 | Ribosomal protein S5/Elongation factor G/III/V family protein | chr1:20968245-20971077 REVERSE LENGTH=843,32,20,0.45637899,1,26,0.136639626,0.539726524,19957769.77,20196585.32,19502730.65,21460464.77,20955592.13,22064936.09,1283341.24,930439.031,540231.042,859782.4928,508977.8293,757446.7583,32,12,1,1,24.18181818,0.749005621,0.99615712,20258520.15,20361656.48,21412272.43,21535706.98,21180018.72,21792377.8,332852.5255,682652.822,1167167.01,1532093.665,784597.012,983594.7859,49,49,3237.88,23401126.09,21592020.63,18843567.91,18181476.07,17770658.14,22942995.11,20351050.59,19395382.62,19199483.74,19094014.55,20934024.9,19494696.26,18191397.11,20462263.53,18431271.46,23586911.69,22126286.74,19457729.53,20803844.66,21327551.22,19702360.9,22208088.85,20008877.56,21970242.41,20888390.95,21903396.46,24019610.3,20279732.79,21246369.8,22875571.12,19535678.07,20938928.92,20624007.75,20819694.91,19374291.1,21587837.48,22239143.65,20172753.17,18840211.58,18968336.51,23475816.47,23772129.06,20531999.18,20326767.42,18954650.02,26538734.97,21808896.1,21288889.9,19307729.44,18734284.51,21895563.33,23168954.04,20412099.9,20983597.01,19439879.3,23901426.28,21108453.76,22951098.66,21858983.24,19141927.07
AT5G46420.1,| Symbols:  | 16S rRNA processing protein RimM family | chr5:18829999-18832893 FORWARD LENGTH=653,32,12,1,1,24.18181818,0.570676586,0.822190583,10994.89402,12061.29005,11253.60005,12505.54482,12884.90193,14877.63928,1187.547494,1322.174856,911.644895,2137.92305,1729.411942,2282.073083,20,24,1,1,24.18181818,0.735944802,0.99615712,13374.70025,14710.15971,15693.99342,13029.20867,14578.04844,13229.56252,1197.124321,1236.720989,2215.224452,1229.122083,709.7392878,1227.537523,1,1,56.9,15432.42419,9777.167631,11466.71253,5769.908542,12528.25719,9038.696317,10167.33802,11937.60632,14684.34318,14478.4664,8437.432609,13082.05231,13412.71728,10665.35461,10670.44343,12313.06976,11571.75588,9051.626917,10757.63247,18833.63908,11763.69848,9157.201599,10408.40896,18151.26673,14943.93387,19767.7248,11170.46019,9921.730897,16895.98898,16632.29151,16163.76197,12589.01963,10680.05658,11193.8768,16246.78626,12372.0382,11930.51673,18231.34657,14144.06921,16872.82783,12823.14982,20589.25121,10213.28259,19389.41215,15454.8713,13099.80225,14031.54177,9468.799609,15145.15641,13400.74332,12187.72641,14428.45259,17993.51611,12948.25821,15332.28887,13264.69346,8920.34755,16656.82016,14675.12514,12630.82628
AT3G09440.1,| Symbols:  | Heat shock protein 70 (Hsp 70) family protein | chr3:2903434-2905632 REVERSE LENGTH=649,16,24,0.89855873,1,26,0.315945187,0.68109004,1856518.329,1897059.017,1786685.291,1671094.748,1828667.631,1750695.397,82593.13458,94229.66686,85448.72668,32121.99586,89689.8978,169655.8004,16,24,0.703967876,1,22,0.465198702,0.954152035,1766912.666,1873660.612,1790062.752,1680636.444,1728387.097,1726067.746,62212.34039,85296.14903,55513.98029,90737.4435,84721.75267,36817.76084,31,11,1952.26,2013283.53,1831779.977,1621318.233,1913242.477,1902967.425,2150012.893,1873096.406,1882908.681,1888203.521,1691073.585,1773191.999,2007575.646,1952308.121,1605286.012,1595064.676,1681031.384,1796546.803,1546596.979,1683797.133,1647501.44,1736909.998,1908281.496,1716976.316,2077071.028,1704099.319,1663547.222,1711820.709,1625449.998,1620655.726,2132003.328,1739879.516,1964168.935,1846632.099,1632564.513,1651318.267,1726839.368,2003223.89,2144424.426,1776232.499,1717582.875,1795571.484,1944579.161,1867069.313,1659758.491,1683335.31,1841583.59,1425667.487,1630051.182,1760485.036,1745394.927,1588637.065,1683755.206,1736200.633,1660085.385,1973257.198,1623956.767,1772619.784,1969847.043,1652162.288,1611752.85
AT5G47930.1,| Symbols:  | Zinc-binding ribosomal protein family protein | chr5:19406423-19407329 REVERSE LENGTH=84,32,24,1,1,24.18181818,0.181784657,0.564031875,238173.6957,221352.4651,253057.1795,216030.4878,231236.6654,276056.2231,9302.478634,12279.82597,25934.55856,21009.65919,17032.90283,6770.547642,24,28,1,1,24.18181818,0.655563337,0.992224199,232416.3952,235338.5189,236442.8422,262012.6149,223953.012,230626.6603,12996.82654,14901.78165,32302.29025,12662.22486,6096.361627,9306.904491,1,1,52.98,235495.7321,265754.2346,259767.4568,202634.1181,227216.9369,242500.7909,247857.5781,215578.4455,218127.5221,182697.989,181274.8118,274333.8256,258341.8269,217374.3966,333961.0365,240993.419,189171.6139,215336.2976,168080.0728,266571.0358,244520.8133,238873.6791,230868.6076,181538.0433,260382.1839,327369.7312,235374.9435,271169.3628,284852.671,261514.4068,210622.8631,236848.4988,219342.4912,214095.526,281172.5969,191174.8986,266674.7172,250861.2813,259133.3491,208848.3481,221445.2655,294958.1336,305966.6654,190907.5459,168936.6007,280427.4392,233905.4022,292658.6414,267350.0184,235721.5732,219235.1763,244339.0519,209707.9882,217862.9295,228619.9141,194215.3726,237404.08,275226.2042,228291.6601,217995.9845
AT2G05710.1,| Symbols: ACO3 | aconitase 3 | chr2:2141591-2146350 FORWARD LENGTH=990,16,24,0.89855873,1,22,0.821310041,0.927729093,472654.1324,483835.1619,477283.2796,436995.0595,444085.8222,473396.3743,18840.60381,33961.31955,54192.38289,53096.47481,21012.47516,2540.776139,16,28,0.15538942,1,26,0.142431867,0.79868199,444637.9604,486919.3239,433278.1489,426821.7595,410790.7998,414502.3393,16408.48527,24713.58719,28018.88037,23529.29473,9602.127194,16780.51678,16,8,951.23,471499.8386,472950.4863,535143.5181,436946.3755,446730.4434,575730.572,479262.0982,411097.4163,475167.7952,477917.928,429085.3076,483531.2116,684073.8383,391280.2415,398445.799,572401.5471,428564.9795,312467.8151,437120.2032,434420.7527,484108.826,408599.0754,406482.3392,492639.2195,428599.651,450198.0106,552490.3686,452471.2583,459838.256,451983.978,459103.7072,497652.3908,445095.1679,405329.4661,416009.0701,431318.0878,554744.8922,512628.2395,428310.496,507594.9038,457616.6848,512424.3492,452509.4929,367732.2399,376107.9776,482269.1806,408163.5729,369604.1578,430735.5011,443336.3851,425312.1047,382610.8089,410740.4618,419576.8837,415713.74,416728.8877,439103.789,463021.2713,392934.4917,360723.2568
AT1G08380.1,| Symbols: PSAO | photosystem I subunit O | chr1:2641004-2641739 REVERSE LENGTH=140,32,28,1,1,24.18181818,0.323030996,0.685853044,1053824.762,1082063.549,881248.1978,1071549.651,805538.8825,1117780.594,152651.5885,137957.8667,89032.45242,120003.6685,179338.5221,36981.83478,16,20,1,1,24.18181818,0.869773453,0.99615712,1206057.447,1342726.747,1070291.012,1169549.35,1236410.145,1083730.576,216366.1681,160280.0283,123111.0487,206561.6764,156126.3587,155454.2745,3,2,264.33,1182548.085,1205169.365,551212.9912,1423991.044,906202.3266,1011775.189,1126616.406,1318652.23,1246581.885,706692.0336,840273.7864,811775.6836,747187.8684,1231718.99,775284.6609,855990.5652,1268490.335,843970.7644,1030418.957,1358877.635,393443.4148,824267.14,832483.5264,716395.6942,1261104.637,825883.7012,903661.8385,1254916.789,1360160.752,1244279.888,550658.0259,1342340.088,1844670.124,1337619.757,954999.2419,1874395.217,1001013.917,1397489.013,1422125.566,1018610.022,1361632.896,1014541.431,1272562.378,881242.5033,821475.8523,1411610.299,851158.7802,1817295.197,1125327.843,642354.6304,1598179.265,938527.0631,1190304.439,1036120.637,1418919.321,1430896.792,684748.2495,975139.1509,1177422.015,1150446.674
AT3G14310.1;AT1G53830.1,"| Symbols: ATPME3, PME3 | pectin methylesterase 3 | chr3:4772214-4775095 REVERSE LENGTH=592",12,24,1,1,24.18181818,0.391274389,0.73161365,5881047.653,5488410.449,5684537.599,4941547.254,5676841.571,5494098.912,318388.7107,462633.6624,359274.6592,241177.9539,299965.8978,524965.2886,20,32,0.544981551,1,26,0.444558878,0.954152035,5540627.535,5509164.87,5832852.844,5185652.995,4997839.691,4712009.16,211547.2381,492091.7412,455074.7777,385363.2657,299549.7374,371607.6738,10,10,660.2,5534434.444,6627231.988,5850729.072,6271173.094,5121669.669,6140965.178,5851472.903,5875274.395,5509092.46,4065247.31,4858631.914,6739408.75,6103039.532,4912506.35,5809101.447,5418905.797,5000915.108,4448129.238,4583283.143,5256502.982,6340838.633,6494019.933,4998259.992,5383378.081,5167711.214,5490666.426,5985380.459,4980267.456,6363974.949,4650205.272,4761365.625,5974975.635,5550232.623,5561944.861,5854618.931,4322513.436,6994834.656,4732853.524,6253363.388,5242259.347,6565104.009,7516074.523,5768163.569,3826048.002,5488874.116,5936286.789,4081170.862,5269948.489,5241129.871,5399728.965,5589807.734,5268594.71,5179424.751,4234874.86,4716496.4,4470927.923,5654044.586,5139771.225,4392907.185,3902394.883
AT5G48480.1,| Symbols:  | Lactoylglutathione lyase / glyoxalase I family protein | chr5:19644814-19645658 FORWARD LENGTH=166,28,16,1,1,24.18181818,0.623929272,0.84464356,22837.30702,22201.25034,27549.91241,25322.2742,31792.79928,24286.11732,4350.818708,2408.262413,1383.639521,2179.678485,1984.503814,4008.657704,32,24,0.089676185,0.947862246,24,0.25668109,0.879617224,24370.69804,22348.37357,19848.0612,19658.22181,23323.03216,26308.25133,1753.811669,2944.78325,2701.69298,1857.88849,1846.648972,1532.434805,1,1,31.43,11650.8065,21996.02807,30835.13713,20660.01896,29044.54444,15902.60794,25377.58365,22476.94638,19861.67897,27387.43477,29923.61927,27746.12136,30669.45549,22874.92834,26535.43758,30244.06595,20897.50056,29016.63185,25987.97248,20465.20015,22922.14494,65732.50614,26959.52522,25446.02254,17903.79758,18695.06811,19778.40605,21267.10083,26646.28517,35043.72647,26172.73344,23493.4893,22539.92958,19640.12757,30007.2103,17682.17817,28932.32479,29449.23064,14904.50463,20773.6296,14854.93945,18243.30037,27473.81214,16732.74495,21935.50911,18966.89564,21920.08252,13760.73448,21333.06815,22310.32827,16558.50975,21179.0931,31234.65853,25512.26739,22130.63201,24125.01523,30211.42656,20065.16587,30531.14843,26608.50059
AT3G07470.1,"| Symbols:  | Protein of unknown function, DUF538 | chr3:2387291-2388343 REVERSE LENGTH=169",28,12,1,1,24.18181818,0.522410342,0.788606695,124290.5736,144026.638,142863.7092,127260.8972,145810.7329,125866.8909,8159.496488,10920.2099,8910.587737,10787.95864,20211.80414,20434.94205,16,28,0.19152733,1,26,0.243608664,0.8776395,145550.0762,155905.8384,140939.9958,143248.964,127742.8942,129086.2834,6586.298075,12808.62583,11749.01808,8019.271987,9314.065387,3545.639464,1,1,53.32,93954.49397,119886.3557,117690.7491,156743.1497,133178.1195,172147.3402,139380.3591,119543.4636,139750.8316,149311.1957,142179.2351,141668.9367,168273.2038,112883.2511,149313.919,118791.7011,130119.1226,108740.8077,120715.571,157937.2837,158434.2779,149828.6448,111853.6025,195964.8548,112972.2845,110296.9418,142754.3537,87599.25562,130943.5915,157740.3117,143608.3925,161203.6635,145402.7281,122538.7931,154996.8035,129033.3318,161288.0706,147327.6652,202598.2132,139281.911,124428.1427,171922.7461,166418.0524,107898.2288,134032.8091,154076.5376,120815.4362,155542.4319,142920.3237,142890.0904,124838.7418,130423.9957,124628.1651,106803.6623,152019.9063,124986.7066,135793.4543,142394.6611,119300.021,122956.574
AT1G31190.1,| Symbols: IMPL1 | myo-inositol monophosphatase like 1 | chr1:11144861-11146800 FORWARD LENGTH=371,12,32,1,1,24.18181818,0.603014074,0.835416891,217776.5052,195175.3528,202789.8833,181878.8255,193416.2437,177180.5484,13817.44085,12722.29146,15273.19892,17762.63451,29801.89057,47799.41159,16,20,0.544981551,1,24,0.15432528,0.79868199,221250.5523,226563.1045,173137.0155,185984.5233,189976.7983,182583.015,11648.14245,20865.37954,23178.74212,15565.51737,15054.80621,9527.148333,3,3,226.75,245924.5583,211835.2029,197162.4764,178426.4425,255533.8457,201820.2615,207098.3691,154167.6503,206033.5135,206756.9697,142736.595,219640.6166,227003.9108,210226.6922,214341.6017,134536.6766,173737.4423,181482.7922,209764.1685,209873.0479,146210.6417,171604.6363,162646.4903,279523.6946,207095.7557,149956.7759,165093.2879,102847.2552,200529.8367,267475.5862,243020.0325,207155.7528,205309.3847,195780.3958,254987.1958,158397.0833,281733.7371,216512.9581,220053.646,256118.0979,120744.6614,223255.0662,214296.7363,121771.2677,185617.346,198660.5954,140061.7814,167186.4877,208425.0737,215588.6784,184900.1062,145336.8547,206266.1468,196470.049,216910.8349,170657.8685,208507.5799,188380.4521,166075.8315,179293.3428
AT5G18960.1,| Symbols: FRS12 | FAR1-related sequence 12 | chr5:6330556-6333071 FORWARD LENGTH=788,24,28,1,1,24.18181818,0.622248159,0.843907374,6169.576202,7369.831967,5487.984101,34949.88121,1864.175445,12601.66616,2831.085476,4211.126991,4098.659286,33714.0943,1246.314513,9897.516266,20,16,0.747022777,1,26,0.847420201,0.99615712,8424.788363,716.5344004,50747.19813,16629.88746,10909.32604,6918.26022,8221.478752,227.5839089,77.49881586,18605.52384,10898.87961,7813.261532,2,1,44.68,11265.73715,,1459.359763,5698.486417,6254.721476,4688.138883,8592.229618,3402.73217,19451.17799,714.8811727,21859.56421,1526.087288,843.4619261,1088.466754,2122.340323,11730.50156,16523.05152,140479.6939,967.1825197,5048.976553,4499.527451,998.3535895,251.7486971,1707.072044,,24719.28438,5782.868724,30600.03169,3.460117157,1902.685864,33088.62335,,76.37452376,354.544945,179.6106345,,199.6596415,1118.214265,1079.4121,468.8515949,352.3337709,160.342118,418.846412,202057.2702,,1443.359341,3043.730043,76557.4059,1954.753586,150.1884268,5293.865068,45487.09319,2690.406245,450.5728674,624.6928219,507.7433444,1495.89225,332.3413423,264.4139156,31990.91025
AT4G39460.1,"| Symbols: SAMC1, SAMT1 | S-adenosylmethionine carrier 1 | chr4:18356093-18358596 REVERSE LENGTH=325",20,24,1,1,24.18181818,0.210139156,0.599133594,255431.666,269392.4616,290683.2479,224270.234,259850.9714,242351.8238,16058.82213,11923.55956,15400.72794,20655.1366,33045.73031,12919.50087,24,20,1,1,24.18181818,0.898976156,0.99615712,270914.004,264461.6991,252951.1597,282652.0351,270609.4694,263599.4817,22436.11922,8449.267868,5730.476912,17383.2077,11256.04125,15315.59136,3,3,149.33,251971.2466,284781.0019,236339.2181,296331.6529,207735.2106,280854.8186,269419.6258,285179.6016,277587.9111,233920.3508,332361.0645,318122.1838,279349.5256,276888.4258,246695.0399,227969.4827,195268.3593,181576.7273,282576.0791,233960.5214,175094.1731,276273.4134,231758.1648,324642.3717,291486.7339,176747.7398,263453.9218,235305.1615,256223.706,280028.5899,195104.6909,279525.893,328983.1225,295882.6518,255073.662,263800.912,246296.7755,261544.7064,295979.1163,254686.9853,254357.8923,232343.9561,248885.9451,270739.3171,258428.6879,269583.7511,257709.8594,326791.6355,319286.7292,239888.2004,262439.1325,270200.2279,210574.4354,305430.8236,304402.7278,232459.1423,220484.3316,324446.8821,290575.234,250031.8183
AT5G54310.1,"| Symbols: NEV, AGD5 | ARF-GAP domain 5 | chr5:22057262-22061066 REVERSE LENGTH=483",28,32,1,1,24.18181818,0.797993589,0.92196156,9061.687416,8928.914827,9605.087766,8017.306197,9834.072956,7351.829577,4021.115289,497.9118232,2061.028267,3600.6799,2074.298577,3616.369776,32,20,0.021164671,0.528044525,22,0.089754939,0.724150489,8794.111461,5809.254309,2494.163192,3682.936577,8478.650756,10432.91403,2603.262365,1176.494737,606.1616102,1252.237869,1240.15315,6020.297272,1,1,35.35,,7339.566053,19429.97243,2083.34075,7393.870425,,7643.53289,9263.730129,8545.611244,10262.78504,8418.744979,17325.20066,5459.450932,9809.467222,7012.575034,8838.676076,6557.40533,6580.046212,17750.50955,359.8938207,4020.335767,14861.67431,6836.96033,13727.32905,9724.065321,3921.636161,5297.030977,1975.954164,12226.42871,13338.09787,7097.80155,5134.240304,4995.02437,7762.608155,18980.88292,4589.397877,4090.810863,10236.8633,6189.090188,3940.109314,,3053.073411,2194.289144,446.1649731,4283.12524,4936.510993,5693.120846,1424.099048,663.474078,5697.477921,3873.982016,9840.287452,13372.23654,7761.450163,7545.29761,6972.504687,30859.75235,831.436503,7651.39121,5849.485403
AT5G35590.1,| Symbols: PAA1 | proteasome alpha subunit A1 | chr5:13765417-13767768 REVERSE LENGTH=246,12,24,0.647258234,1,26,0.289409257,0.66398123,142786.5209,107580.4207,107739.7682,106859.5708,107895.4718,115532.0598,13241.95147,21750.74214,9965.515217,9699.099826,4728.907945,13444.31767,24,32,1,1,24.18181818,0.450981679,0.954152035,113273.7276,115551.8659,109216.9748,124451.9507,111910.3026,92705.67171,9823.89728,9858.783245,8805.699496,20741.64374,14159.37517,8187.930135,6,2,259.87,161801.5829,163419.8823,114726.6832,155006.8103,118977.6457,161117.6816,119228.2528,110444.7559,89699.59642,57411.81693,123083.1503,124683.8768,101863.0732,117776.6494,71292.09129,113979.8622,110779.3655,88812.74789,91234.71266,129491.1657,120229.1653,94574.78495,98409.123,110325.4755,115938.8101,153721.1723,110378.3296,128865.5216,82461.76805,102233.5074,134967.0173,129724.5538,105971.281,116019.0791,79686.70663,112866.1176,108481.1031,138745.6948,83748.66237,133917.7516,123189.6353,125313.7633,109097.7482,101431.6129,87052.11451,188492.3748,99673.85253,125429.6298,101602.2437,107061.6525,130087.2567,138039.531,120501.4713,83001.56794,87921.68591,106840.8967,74595.14968,133984.208,72193.35813,75914.74601
AT4G24830.1,| Symbols:  | arginosuccinate synthase family | chr4:12793085-12795857 REVERSE LENGTH=494,24,20,1,1,24.18181818,0.697917205,0.883141812,534559.7724,575023.8049,471431.4032,580112.4494,556133.6719,549192.0547,72195.5198,25789.0199,24025.20892,82503.32787,82665.74836,54692.14892,28,12,1,1,24.18181818,0.990377092,0.999562284,615905.4558,640445.4243,622222.0152,626226.36,654197.7411,639537.43,52017.29121,72037.5921,27338.20363,111892.7649,30351.81417,56126.87477,7,6,449.13,549183.207,759405.6852,410775.3531,415245.6315,538188.9849,621061.6839,536653.2491,634355.6807,526280.2998,556768.1108,427282.1584,438016.544,489002.1037,557864.6662,444991.5437,409925.7926,740374.3349,471376.3519,497535.6617,781350.1059,413122.4652,549000.6593,480449.5066,545888.0015,792207.727,457308.734,480756.3795,710427.8,564817.7504,532649.6097,460963.5803,612382.75,715281.1769,741562.5719,549337.2,726088.8228,561487.3993,880113.9204,552147.0611,482389.9178,640966.615,579750.3394,557254.52,657096.4557,676042.146,623638.1855,350899.3945,889643.4392,703934.6567,563016.1243,602710.3941,668480.7871,578485.3657,670296.1844,751015.9741,622627.3747,486643.5586,680946.7664,647492.7263,759976.7239
AT5G25754.1,| Symbols:  | RNA polymerase I-associated factor PAF67 | chr5:8953564-8955511 FORWARD LENGTH=514,20,32,0.139644872,0.77896299,24,0.167839863,0.562583329,1744599.335,1821072.635,2245134.185,2044521.148,1703838.946,1443910.066,305964.0113,133719.4812,104045.4822,337550.0054,119869.8864,230073.236,28,20,1,1,24.18181818,0.663002585,0.992224199,1605730.543,1775384.438,1537204.631,1798089.493,2024073.649,1894775.869,119648.0416,125298.775,139259.7142,535854.8801,334847.5432,96776.97768,4,4,151.32,1068574.3,1732025.245,2564310.091,1567439.201,1790647.836,1169140.595,2837175.114,1676507.072,1674807.057,1747733.335,2375026.858,2411704.902,2328711.476,1839834.127,2270393.563,2896417.184,1577097.293,1886928.459,2499237.138,1362925.669,1366803.367,2238999.876,1673646.511,1860101.009,1379643.967,906266.8913,1661586.074,1099089.497,1699310.747,1853297.12,1922724.117,1340305.271,1314186.512,1697562.776,1753874.039,2091598.547,1733140.878,1707987.404,1977336.202,1366859.159,1543388.258,1935227.795,1945320.088,866671.2246,1395415.789,1758015.188,3385868.515,1023964.103,1220691.123,1601908.537,2263862.763,2237656.036,1861927.603,2655160.661,1101761.181,1695395.204,2019161.794,1635097.514,1967191.226,2157033.607
AT3G54660.1,"| Symbols: GR, EMB2360, ATGR2 | glutathione reductase | chr3:20230356-20233100 REVERSE LENGTH=565",28,24,1,1,24.18181818,0.912289065,0.96054033,234700.4395,228183.527,231120.4101,216215.201,240467.5318,233698.7527,13834.26952,7041.581894,17088.90825,21326.19578,22936.16314,17196.32783,12,28,0.346119064,1,26,0.189980806,0.859865873,241383.1401,225400.6125,236582.7768,208152.1455,190546.125,210961.1651,11301.54125,15588.00711,22617.3263,9608.854776,12158.68797,12032.23653,2,2,76.9,235695.1083,220077.3979,214115.4686,228059.073,275555.1499,205231.5809,263218.4521,217436.119,238888.4614,216143.0215,164324.9617,247973.3824,254834.3042,253946.6288,234522.7733,195436.231,218737.4154,247669.8202,254062.9758,165169.5627,188965.1062,270527.6445,209342.8052,294462.2251,239039.8781,195771.086,216453.7836,249759.8938,223538.001,282970.9991,199154.3837,252100.3133,264820.6141,239318.5466,251521.8426,193637.5586,257646.6362,251577.5219,241823.1223,182318.2233,171672.8839,246145.3102,279916.8072,254925.3853,230253.4976,180681.6014,178871.8249,213458.1896,212607.2317,255141.8799,177618.5337,212839.9679,203215.0799,200826.6051,158230.4384,162117.4985,193378.8771,273194.7468,212076.8801,214037.8231
AT3G57610.1,| Symbols: ADSS | adenylosuccinate synthase | chr3:21334519-21336603 REVERSE LENGTH=490,12,28,1,1,24.18181818,0.618459146,0.842491863,830552.4459,792696.1772,821054.7395,732411.0088,725542.6757,748833.8664,43674.29763,61041.56924,49758.11808,58630.18781,81858.72028,18400.16367,24,32,1,1,24.18181818,0.251675311,0.87877788,832657.8463,803601.9675,825930.6807,910416.168,787742.6184,729156.6644,48442.3413,33176.60345,60225.16632,95847.0527,48844.81295,49677.73036,9,7,404.43,963842.2571,874988.3029,784447.6119,750260.5055,779223.5521,919251.4664,890207.9721,677080.5892,815366.2898,661574.5686,816155.7014,919506.9266,940407.5579,676582.012,752621.4995,872204.746,654776.1496,590840.5135,775213.8599,769019.775,885723.7669,603006.1168,574682.8687,903266.9727,661033.6532,984990.3155,872583.3903,598603.647,625861.0379,662130.9415,942708.2489,954471.8992,779873.4911,719009.45,767226.1424,717080.7125,800051.4342,905097.9628,752345.857,843433.8712,855409.8417,980733.6311,840305.4327,766449.0848,686755.4132,1197040.181,749465.3375,864171.3621,883403.7423,858000.2165,816120.3284,902527.3973,816785.4151,697609.4681,705670.4833,828129.9404,700731.5882,859799.0018,589581.482,667541.3096
AT3G09110.1,| Symbols:  | Protein of unknown function (DUF674) | chr3:2794850-2795963 REVERSE LENGTH=343,12,32,1,1,24.18181818,0.849891167,0.936856775,1578.512472,372.6107046,411.5057354,609.6230042,908.8331139,239.8686515,,180.5057039,,58.62279364,,,32,28,0.326620649,1,23.33333333,0.208251663,0.86970298,446.7990128,790.6854196,1192.763626,1254.106179,342.2096415,1362.839006,233.873757,145.9906208,235.7076923,206.1472761,101.6119011,,1,1,29.03,1578.512472,,,,,553.1164084,,192.1050007,,,411.5057354,,,,,850.3921924,10.83904049,,,967.6377796,908.8331139,,,,,146.7507694,554.009138,,,18.846047,379.8806647,301.5636246,1.383712854,1104.368049,,516.1620965,1014.071949,841.8222132,,,,904.817291,1376.232676,1297.240911,,1828.176206,1207.414545,850.4885998,1130.345366,,591.4933419,584.3362902,11.06351921,356.1631047,167.9919516,1035.573487,,1690.104525,,
AT1G35420.2,| Symbols:  | alpha/beta-Hydrolases superfamily protein | chr1:13026320-13027463 FORWARD LENGTH=315,12,20,0.703967876,1,22,0.493961135,0.776575715,103286.7978,53537.13924,50650.09244,52018.45941,78692.75364,62052.27969,59726.46819,11422.47434,7084.794007,2713.169821,5034.085305,2081.970283,20,28,0.013432373,0.423567489,22,0.154454967,0.79868199,68439.57662,73615.25905,74385.66955,61169.19767,58339.67841,63041.83418,2561.894571,4138.092736,9872.657613,3804.326485,10450.62011,668.3494317,1,1,22.35,295716.7944,62757.11565,71533.99389,45972.70952,40453.37566,79556.11171,63459.7688,48837.63089,52114.38753,23717.79726,28379.43044,72250.60192,48042.46232,48471.25783,56106.70967,49862.66815,65146.43059,47984.72957,41975.34907,55123.11964,57980.64259,154049.1339,58938.48944,49084.86771,73410.63457,88993.36928,57074.72459,56375.81715,57221.59502,50595.89243,74545.95515,65987.44533,73440.67792,60541.41738,67682.3873,68423.58638,77354.1314,84851.61779,76705.61091,60741.34877,74445.86789,103255.1919,56221.01195,67765.60419,70240.67182,50707.285,54786.22605,67062.25935,63708.20367,69582.01429,59436.16132,86724.27638,57744.07905,50477.24981,37316.62551,60895.23203,59466.53247,70597.75844,61595.30017,62654.34778
