PROBES_ID	CDS_ID_II
Ot03g02770	Ot03g03040
Ot03g03110	Ot03g03400
Ot03g03480	Ot03g03910
Ot03g02470	Ot03g02780
Ot03g02790	Ot03g03060
Ot03g03130	Ot03g03410
Ot03g03520	Ot03g03940
Ot03g02500	Ot03g02810
Ot03g02820	Ot03g03080
Ot03g03150	Ot03g03430
Ot03g03540	Ot03g03940
Ot03g02520	Ot03g02820
Ot03g02870	Ot03g03120
Ot03g03180	Ot03g03460
Ot01g04530	Ot01g04600
Ot01g04850	Ot01g04930
Ot01g05140	Ot01g05360
Ot02g03890	Ot02g04890
Ot02g04200	Ot02g05320
Ot02g04790	Ot02g05880
Ot02g03920	Ot02g04910
Ot02g04500	Ot02g05630
Ot02g03980	Ot02g05090
Ot02g04240	Ot02g05360
Ot02g04520	Ot02g05650
Ot02g04010	Ot02g05130
Ot02g04260	Ot02g05380
Ot02g04540	Ot02g05670
Ot02g04860	Ot02g05900
Ot02g04030	Ot02g05160
Ot02g04300	Ot02g05420
Ot02g04560	Ot02g05690
Ot02g04900	Ot02g05940
Ot00g11080	Ot18g00840
Ot00g11530	Ot06g02880
Ot01g04030	Ot01g04150
Ot01g04410	Ot20g00570
Ot01g04720	Ot01g04860
Ot01g05020	Ot01g05110
Ot01g04050	Ot01g04170
Ot01g04430	Ot01g04500
Ot01g04740	Ot01g04880
Ot01g05050	Ot01g05140
Ot01g04070	Ot01g04190
Ot01g04760	Ot01g04880
Ot01g05070	Ot01g05170
Ot01g04110	Ot01g04205
Ot01g04480	Ot01g04530
Ot01g04790	Ot01g04900
Ot01g05100	Ot01g05190
Ot01g04170	Ot01g04240
Ot01g04510	Ot01g04590
Ot01g04820	Ot01g04910
Ot01g05120	Ot01g05340
Ot01g04190	Ot01g04260
Ot00g04760	Ot03g00460
Ot00g10130	Ot16g02340
Ot00g10880	Ot14g01130
Ot00g11360	Ot12g00960
Ot00g10180	Ot14g03000
Ot00g10530	Ot01g05570
Ot00g10930	Ot01g02690
Ot00g10210	Ot01g00340
Ot00g10550	Ot09g03880
Ot00g10960	Ot06g04120
Ot00g11010	Ot03g00050
Ot00g11470	Ot13g02660
Ot00g10260	Ot11g02900
Ot00g10660	Ot03g00700
Ot00g11490	Ot02g06990
Ot00g10680	Ot05g00780
Ot00g03530	Ot16g02800
Ot00g03920	Ot09g01700
Ot00g04220	Ot04g02200
Ot00g04580	Ot13g02950
Ot00g03550	Ot16g02340
Ot00g03940	Ot09g01680
Ot00g04300	Ot11g02960
Ot00g04600	Ot13g02930
Ot00g03590	Ot08g00490
Ot00g04620	Ot13g02900
Ot00g03610	Ot13g02850
Ot00g04340	Ot11g02440
Ot00g04640	Ot16g01690
Ot00g03630	Ot14g01860
Ot00g04000	Ot03g03810
Ot00g04360	Ot11g02430
Ot00g04670	Ot16g01700
Ot00g03660	Ot11g02290
Ot00g04020	Ot03g03770
Ot00g04380	Ot11g02410
Ot11g01920	Ot11g02320
Ot08g01280	Ot08g01520
Ot09g02110	Ot09g02520
Ot10g01550	Ot10g01940
Ot08g01340	Ot08g01740
Ot09g02160	Ot09g02270
Ot10g01890	Ot01g05970
Ot11g02450	Ot11g03080
Ot08g02250	Ot08g02520
Ot09g02490	Ot09g02660
Ot10g02390	Ot10g02560
Ot11g02580	Ot11g03180
Ot08g02770	Ot08g03130
Ot09g02640	Ot09g02770
Ot11g02700	Ot11g03450
Ot08g03340	Ot08g03880
Ot09g02770	Ot09g02890
Ot10g02830	Ot10g03040
Ot16g01100	Ot17g01260
Ot16g02080	Ot17g00170
Ot17g00790	Ot18g01240
Ot17g01870	Ot18g00030
Ot16g01200	Ot17g01180
Ot16g02130	Ot17g00110
Ot17g00920	Ot18g01120
Ot18g00120	Ot19g00710
Ot16g01230	Ot17g01150
Ot17g00100	Ot18g02090
Ot17g00950	Ot18g01090
Ot18g00150	Ot19g00740
Ot16g01280	Ot17g01100
Ot17g01060	Ot18g00940
Ot18g00360	Ot19g00850
Ot17g01090	Ot18g00890
Ot18g00680	Ot19g00280
Ot08g00960	Ot08g01320
Ot09g01680	Ot09g01920
Ot10g01190	Ot10g01590
Ot11g01980	Ot11g02470
Ot12g00010	Ot13g00010
Ot12g00870	Ot12g00620
Ot11g01110	Ot11g01360
Ot11g02060	Ot11g02530
Ot12g00050	Ot13g00050
Ot12g00930	Ot12g00680
Ot11g01160	Ot11g01400
Ot11g02100	Ot11g02570
Ot12g00100	Ot13g00090
Ot12g00960	Ot12g00880
Ot11g01190	Ot11g01420
Ot11g02200	Ot11g02670
Ot12g00210	Ot13g00220
Ot11g01280	Ot11g01470
Ot11g02220	Ot11g02690
Ot12g00250	Ot13g00270
Ot16g01000	Ot17g01380
Ot16g02060	Ot17g00190
Ot17g00730	Ot18g01300
Ot17g01770	Ot18g00140
Ot07g02390	Ot07g01160
Ot07g03800	Ot07g03240
Ot07g00510	Ot07g02570
Ot07g02540	Ot07g00980
Ot07g00530	Ot07g02550
Ot07g01780	Ot07g01650
Ot07g02610	Ot07g00920
Ot08g00240	Ot08g00190
Ot07g00700	Ot07g02450
Ot07g01840	Ot07g01590
Ot07g02680	Ot07g00860
Ot08g00280	Ot08g00240
Ot07g02740	Ot07g00800
Ot08g00460	Ot08g00410
Ot11g00950	Ot11g00990
Ot11g01880	Ot11g02150
Ot11g02600	Ot11g03210
Ot11g01050	Ot11g01100
Ot04g02050	Ot04g02150
Ot03g04460	Ot03g05080
Ot04g00070	Ot04g00080
Ot04g01070	Ot04g01170
Ot04g02130	Ot04g02250
Ot03g04530	Ot11g02810
Ot04g00240	Ot15g00140
Ot04g01110	Ot04g01210
Ot04g02310	Ot04g02390
Ot04g00400	Ot04g00310
Ot04g01190	Ot04g01260
Ot04g02450	Ot04g02570
Ot03g04590	Ot03g05390
Ot04g00440	Ot04g00360
Ot04g01270	Ot04g01280
Ot04g02480	Ot04g02650
Ot07g00380	Ot07g02770
Ot07g02350	Ot07g01180
Ot07g03750	Ot07g03290
Ot07g00440	Ot07g02610
Ot07g01530	Ot07g01790
Ot00g10230	Ot01g04620
Ot00g10990	Ot12g00680
Ot00g11500	Ot02g06980
Ot00g09680	Ot10g00340
Ot00g10380	Ot07g01070
Ot00g11030	Ot14g02950
Ot00g11590	Ot05g00350
Ot00g09710	Ot09g03300
Ot00g10430	Ot02g06940
Ot00g11070	Ot04g02310
Ot00g11610	Ot11g03380
Ot00g11170	Ot11g02820
Ot00g11660	Ot15g02130
Ot03g05120	Ot07g02710
Ot04g00940	Ot04g00970
Ot04g01970	Ot04g02060
Ot03g04390	Ot14g00520
Ot03g05140	Ot07g02730
Ot04g01000	Ot04g00900
Ot19g00400	Ot20g00420
Ot19g00720	Ot20g00900
Ot00g00460	Ot05g04240
Ot19g00050	Ot20g00070
Ot19g00420	Ot20g00440
Ot19g00750	Ot20g00940
Ot00g00490	Ot18g01560
Ot19g00110	Ot20g00120
Ot00g00540	Ot05g01520
Ot19g00460	Ot20g00510
Ot00g00050	Ot08g00610
Ot00g00600	Ot05g02070
Ot00g09540	Ot05g01110
Ot00g10080	Ot06g04070
Ot00g10830	Ot18g01550
Ot00g11410	Ot03g05140
Ot00g09570	Ot03g05570
Ot00g10140	Ot16g02990
Ot00g10940	Ot08g01200
Ot00g11430	Ot15g01120
Ot15g01920	Ot16g02500
Ot15g01250	Ot16g01620
Ot15g01600	Ot16g01850
Ot15g01950	Ot16g02530
Ot15g02320	Ot16g00350
Ot15g01270	Ot16g01640
Ot15g01640	Ot16g02110
Ot15g01970	Ot16g02560
Ot15g02350	Ot16g00310
Ot15g01300	Ot16g01690
Ot15g01680	Ot16g02080
Ot16g00020	Ot17g02710
Ot19g00340	Ot20g00370
Ot19g00640	Ot20g00810
Ot00g00350	Ot12g00460
Ot18g01010	Ot19g01340
Ot19g00360	Ot20g00390
Ot19g00660	Ot20g00820
Ot00g00430	Ot05g04800
Ot19g00010	Ot20g00010
Ot13g02650	Ot14g02460
Ot13g01680	Ot13g00940
Ot13g02010	Ot14g01480
Ot13g02330	Ot14g01730
Ot13g02670	Ot14g02490
Ot13g01700	Ot13g00930
Ot13g02030	Ot14g01500
Ot13g02350	Ot14g01750
Ot13g02700	Ot14g02530
Ot13g02050	Ot14g01520
Ot13g02370	Ot14g01760
Ot13g02760	Ot14g02610
Ot15g01140	Ot16g01510
Ot15g01520	Ot16g01760
Ot15g01870	Ot16g02320
Ot15g02250	Ot16g03070
Ot15g01190	Ot16g01550
Ot15g01550	Ot16g01790
Ot15g01890	Ot16g02470
Ot15g02270	Ot16g03100
Ot15g01220	Ot16g01600
Ot11g02500	Ot11g03130
Ot12g00130	Ot13g00140
Ot12g00460	Ot13g00530
Ot12g00830	Ot12g00570
Ot11g02540	Ot11g03160
Ot12g00150	Ot13g00160
Ot12g00890	Ot12g00640
Ot11g02620	Ot11g03220
Ot12g00170	Ot13g00180
Ot12g00520	Ot13g00590
Ot12g00910	Ot12g00660
Ot13g01600	Ot13g01640
Ot13g01920	Ot13g00700
Ot13g02600	Ot14g02410
Ot13g01620	Ot13g01620
Ot13g01970	Ot14g01540
Ot13g02290	Ot14g01680
Ot13g02620	Ot14g02430
Ot13g01660	Ot13g00970
Ot13g01990	Ot14g01460
Ot13g02310	Ot14g01710
Ot10g00460	Ot10g00630
Ot10g00820	Ot10g00980
Ot10g01170	Ot10g01560
Ot10g00170	Ot10g00160
Ot10g00500	Ot10g00650
Ot10g00870	Ot10g01000
Ot10g01200	Ot10g01600
Ot10g00190	Ot10g00180
Ot10g00520	Ot10g00670
Ot10g00890	Ot10g01030
Ot11g02380	Ot11g02890
Ot12g00040	Ot13g00040
Ot12g00400	Ot13g00480
Ot12g00760	Ot12g00510
Ot11g02400	Ot11g03020
Ot12g00070	Ot13g00070
Ot12g00420	Ot13g00500
Ot12g00780	Ot12g00530
Ot11g02470	Ot11g03090
Ot04g02150	Ot04g02260
Ot04g02430	Ot04g02540
Ot04g01560	Ot04g01700
Ot04g01870	Ot04g01970
Ot04g02170	Ot04g02270
Ot04g02470	Ot04g02660
Ot05g01460	Ot05g03640
Ot05g01770	Ot05g03380
Ot05g02110	Ot05g03100
Ot05g02430	Ot05g02410
Ot05g01490	Ot05g03610
Ot05g01800	Ot05g03370
Ot05g02140	Ot05g03070
Ot05g02460	Ot05g02370
Ot05g01510	Ot05g03590
Ot05g01840	Ot05g03330
Ot05g02170	Ot05g03030
Ot05g02480	Ot05g02350
Ot05g01530	Ot05g03590
Ot05g01860	Ot05g03300
Ot05g02190	Ot05g03000
Ot05g02520	Ot05g02810
Ot05g01550	Ot05g03570
Ot03g02060	Ot03g02420
Ot03g01150	Ot03g01600
Ot03g01450	Ot03g01900
Ot03g01760	Ot01g00560
Ot03g02090	Ot03g02440
Ot04g01430	Ot04g01490
Ot04g01750	Ot04g01840
Ot04g02040	Ot04g02140
Ot04g02340	Ot04g02440
Ot04g01470	Ot04g01590
Ot04g01770	Ot04g01860
Ot04g02080	Ot04g02170
Ot04g02360	Ot04g02460
Ot04g01490	Ot04g01610
Ot04g01810	Ot04g01910
Ot04g02100	Ot04g02230
Ot04g02390	Ot04g02490
Ot04g01510	Ot04g01660
Ot04g01830	Ot04g01930
Ot04g02120	Ot04g02240
Ot04g02410	Ot04g02520
Ot04g01850	Ot04g01940
Ot02g02530	Ot02g03770
Ot02g03460	Ot02g04600
Ot03g01040	Ot03g01460
Ot03g01640	Ot03g02070
Ot03g01960	Ot03g02310
Ot03g01070	Ot03g01490
Ot03g01360	Ot03g01820
Ot03g01660	Ot06g00830
Ot03g01990	Ot03g02360
Ot03g01390	Ot03g01850
Ot03g01680	Ot06g00840
Ot03g02020	Ot03g02380
Ot03g01110	Ot03g01540
Ot03g01410	Ot03g01870
Ot03g01720	Ot01g00520
Ot03g02040	Ot03g02400
Ot03g01130	Ot03g01560
Ot03g01430	Ot03g01880
Ot03g01740	Ot01g00530
Ot01g03020	Ot01g03130
Ot01g03330	Ot01g03420
Ot01g03660	Ot01g03850
Ot02g02740	Ot02g03990
Ot02g03300	Ot02g04460
Ot02g02430	Ot02g03630
Ot02g02790	Ot02g04010
Ot02g03350	Ot03g04560
Ot02g02030	Ot02g02970
Ot02g02450	Ot02g03650
Ot02g02820	Ot02g04040
Ot02g03370	Ot03g04580
Ot02g02070	Ot02g03010
Ot02g02470	Ot02g03670
Ot02g02880	Ot02g04110
Ot02g02490	Ot02g03720
Ot02g02920	Ot02g04150
Ot00g08950	Ot18g01760
Ot00g09600	Ot16g02840
Ot01g02590	Ot01g02770
Ot01g02890	Ot01g03010
Ot01g03160	Ot01g03260
Ot01g03530	Ot11g01240
Ot01g02610	Ot01g02790
Ot01g02910	Ot01g03030
Ot01g03200	Ot01g03300
Ot01g03570	Ot01g03750
Ot01g02630	Ot01g02810
Ot01g02930	Ot01g03050
Ot01g03220	Ot01g03330
Ot01g03590	Ot01g03770
Ot01g02660	Ot01g02840
Ot01g02960	Ot01g03060
Ot01g03280	Ot01g03380
Ot01g03610	Ot01g03780
Ot01g02680	Ot01g02860
Ot01g02990	Ot01g03100
Ot01g03310	Ot01g03400
Ot01g03630	Ot01g03810
Ot01g02700	Ot01g02880
Ot00g03190	Ot16g02390
Ot00g07860	Ot13g01480
Ot00g07940	Ot04g04350
Ot00g08310	Ot12g03190
Ot00g07970	Ot04g04390
Ot00g08360	Ot14g02050
Ot00g08820	Ot02g07190
Ot00g09400	Ot06g00890
Ot00g07990	Ot16g02640
Ot00g08380	Ot14g01370
Ot00g08860	Ot17g02670
Ot00g09450	Ot10g03510
Ot00g08010	Ot16g02660
Ot00g08930	Ot11g00640
Ot00g09500	Ot06g02700
Ot00g08030	Ot16g02680
Ot00g08470	Ot10g03510
Ot00g01820	Ot15g01030
Ot00g02260	Ot03g01010
Ot00g02640	Ot10g02860
Ot00g03040	Ot09g03600
Ot00g01850	Ot15g01040
Ot00g02280	Ot03g01000
Ot00g02690	Ot04g04270
Ot00g03080	Ot03g01020
Ot00g01880	Ot08g01560
Ot00g02320	Ot07g04550
Ot00g02730	Ot14g01160
Ot00g03110	Ot16g02730
Ot00g01900	Ot08g01540
Ot00g02360	Ot18g01580
Ot00g02760	Ot14g00390
Ot00g03150	Ot03g05270
Ot00g02390	Ot15g01070
Ot00g02800	Ot06g00810
Ot00g03170	Ot03g05250
Ot00g02000	Ot13g00320
Ot00g02420	Ot14g02750
Ot00g02860	Ot14g00670
Ot18g00510	Ot19g00120
Ot00g06640	Ot09g00140
Ot04g04770	Ot15g00790
Ot13g02080	Ot14g01790
Ot18g00600	Ot19g00210
Ot00g08650	Ot02g03490
Ot04g05170	Ot04g05750
Ot14g01690	Ot15g02000
Ot18g00930	Ot19g01250
Ot00g10890	Ot07g02290
Ot16g00190	Ot17g02530
Ot18g00950	Ot19g01270
Ot02g00510	Ot19g00290
Ot06g01150	Ot06g01460
Ot17g00060	Ot18g02110
Ot18g00990	Ot19g01320
Ot18g00040	Ot19g00050
Ot19g00270	Ot20g00310
Ot02g01870	Ot10g03310
Ot02g03490	Ot02g04630
Ot03g04400	Ot14g00520
Ot02g03750	Ot02g04790
Ot02g06470	Ot02g07750
Ot03g04600	Ot03g05410
Ot02g06490	Ot02g07770
Ot03g04950	Ot03g05530
Ot02g02350	Ot16g02420
Ot02g03930	Ot02g04920
Ot03g00230	Ot03g00820
Ot03g05110	Ot07g02740
Ot02g02410	Ot02g03100
Ot02g04280	Ot02g05390
Ot03g01060	Ot03g01480
Ot03g05170	Ot03g06080
Ot04g00010	Ot04g00010
Ot13g02890	Ot14g02890
Ot14g01240	Ot15g01400
Ot13g01930	Ot13g00690
Ot13g02960	Ot14g03170
Ot14g00550	Ot15g00550
Ot14g01280	Ot15g01440
Ot13g01950	Ot14g01340
Ot13g03090	Ot14g03050
Ot14g00720	Ot15g00580
Ot14g01460	Ot15g01680
Ot13g02120	Ot14g01840
Ot13g03180	Ot14g03130
Ot14g00760	Ot15g00610
Ot14g01490	Ot15g01720
Ot13g02190	Ot14g01600
Ot13g03300	Ot14g03410
Ot14g00850	Ot15g00820
Ot14g01620	Ot15g01840
Ot02g01820	Ot02g02670
Ot02g03380	Ot03g04580
Ot02g05740	Ot02g06780
Ot03g03690	Ot03g04160
Ot09g03410	Ot14g00430
Ot09g04480	Ot09g04250
Ot09g01330	Ot09g01470
Ot07g03020	Ot07g04210
Ot07g01980	Ot07g00770
Ot07g02410	Ot07g01140
Ot07g02760	Ot07g04490
Ot07g03050	Ot07g04180
Ot07g02000	Ot07g01530
Ot07g02430	Ot07g01120
Ot07g02780	Ot07g04470
Ot07g03090	Ot07g03440
Ot08g03400	Ot08g03940
Ot08g03820	Ot08g04140
Ot09g00700	Ot09g01220
Ot08g03420	Ot08g03950
Ot08g03840	Ot08g04160
Ot09g00310	Ot09g00350
Ot09g00720	Ot09g01230
Ot08g03490	Ot08g03760
Ot08g03870	Ot08g04200
Ot09g00340	Ot09g00390
Ot09g00740	Ot09g01260
Ot08g03560	Ot03g03480
Ot09g00010	Ot09g00010
Ot06g02000	Ot06g02210
Ot06g02320	Ot06g02470
Ot06g02650	Ot06g02810
Ot06g02980	Ot06g03200
Ot06g02020	Ot06g02230
Ot06g02350	Ot06g02500
Ot06g02670	Ot06g02830
Ot07g01870	Ot07g01560
Ot07g02230	Ot07g01280
Ot07g02630	Ot07g00910
Ot07g02960	Ot07g04270
Ot07g01890	Ot07g01540
Ot07g02270	Ot07g01240
Ot07g02660	Ot07g00880
Ot07g02980	Ot07g04250
Ot07g01930	Ot07g00730
Ot07g02320	Ot07g01210
Ot07g02700	Ot07g00840
Ot07g03000	Ot07g04230
Ot07g01950	Ot07g00750
Ot07g02340	Ot07g01190
Ot07g02730	Ot07g00810
Ot05g02050	Ot05g03140
Ot05g02370	Ot05g02470
Ot05g02680	Ot05g02670
Ot05g01740	Ot05g03410
Ot05g02090	Ot05g03110
Ot05g02390	Ot05g02450
Ot05g02720	Ot05g02330
Ot06g01890	Ot06g02100
Ot06g02180	Ot06g02360
Ot06g02560	Ot11g01130
Ot06g02830	Ot06g03040
Ot06g01910	Ot06g02140
Ot06g02210	Ot06g02390
Ot06g02590	Ot06g02870
Ot06g02870	Ot06g03090
Ot06g01950	Ot06g02170
Ot06g02240	Ot06g02400
Ot06g02610	Ot06g02760
Ot06g02890	Ot06g03110
Ot06g01980	Ot06g02190
Ot06g02270	Ot06g02420
Ot06g02630	Ot06g02790
Ot06g02940	Ot06g03160
Ot04g02290	Ot04g02350
Ot04g02640	Ot04g02840
Ot04g01720	Ot04g01820
Ot04g02020	Ot04g02120
Ot04g02320	Ot04g02410
Ot04g02690	Ot04g02900
Ot05g01600	Ot05g03540
Ot05g01960	Ot05g03230
Ot05g02250	Ot05g02940
Ot05g02580	Ot05g02750
Ot05g01630	Ot05g03500
Ot05g01990	Ot05g03200
Ot05g02290	Ot05g02910
Ot05g01650	Ot05g03480
Ot05g02010	Ot05g03180
Ot05g02320	Ot05g02500
Ot05g02620	Ot05g02710
Ot05g01680	Ot05g03460
Ot05g02030	Ot05g03160
Ot05g02350	Ot05g02490
Ot05g02640	Ot05g02700
Ot05g01700	Ot05g03440
Ot03g02200	Ot03g02540
Ot03g01620	Ot03g02050
Ot03g01930	Ot03g02280
Ot03g02230	Ot03g02570
Ot04g01580	Ot04g01720
Ot04g01890	Ot04g02000
Ot04g02190	Ot04g03070
Ot04g02540	Ot04g02750
Ot04g01620	Ot04g01750
Ot04g01920	Ot04g02020
Ot04g02210	Ot04g03080
Ot04g02570	Ot04g02780
Ot04g01640	Ot04g01760
Ot04g01940	Ot04g02040
Ot04g02250	Ot04g02320
Ot04g01660	Ot04g01790
Ot04g01960	Ot04g02050
Ot04g02270	Ot04g02350
Ot04g02620	Ot04g02820
Ot04g01700	Ot04g01810
Ot04g02000	Ot04g02100
Ot02g02380	Ot02g03540
Ot02g02720	Ot02g03960
Ot02g03270	Ot02g04440
Ot02g03660	Ot07g03100
Ot03g01170	Ot03g01630
Ot03g01480	Ot03g01920
Ot03g01790	Ot03g02150
Ot03g02110	Ot03g02470
Ot03g01200	Ot03g01650
Ot03g01510	Ot03g01940
Ot03g01810	Ot03g02170
Ot03g02130	Ot03g02490
Ot03g01220	Ot03g01670
Ot03g01540	Ot03g01970
Ot03g01830	Ot03g02190
Ot03g01240	Ot03g01690
Ot03g01570	Ot03g01990
Ot03g01850	Ot03g02210
Ot03g02180	Ot03g02520
Ot03g01270	Ot03g01730
Ot03g01590	Ot03g02020
Ot03g01870	Ot03g02230
Ot01g03140	Ot01g03240
Ot01g03510	Ot11g01250
Ot01g03840	Ot01g03600
Ot02g02550	Ot02g03790
Ot02g03540	Ot02g04670
Ot02g02170	Ot02g03190
Ot02g02600	Ot02g03870
Ot02g03100	Ot02g04300
Ot02g03570	Ot02g04700
Ot02g02240	Ot02g03310
Ot02g02640	Ot02g03900
Ot02g03160	Ot02g04360
Ot02g02670	Ot02g03920
Ot02g03200	Ot02g04380
Ot02g03610	Ot07g03150
Ot02g02700	Ot02g03940
Ot02g03250	Ot02g04420
Ot02g03640	Ot07g03120
Ot00g09210	Ot01g04470
Ot00g09840	Ot14g02070
Ot01g02720	Ot01g02900
Ot01g03040	Ot01g03150
Ot01g03350	Ot01g03430
Ot01g03720	Ot01g03900
Ot01g02740	Ot01g02920
Ot01g03060	Ot01g03160
Ot01g03380	Ot01g03460
Ot01g03730	Ot01g03910
Ot01g02760	Ot01g02950
Ot01g03080	Ot01g03180
Ot01g03750	Ot03g02080
Ot01g02790	Ot01g02970
Ot01g03100	Ot01g03200
Ot01g03450	Ot11g01300
Ot01g03790	Ot01g03570
Ot01g02840	Ot01g03000
Ot01g03120	Ot01g03220
Ot01g03470	Ot11g01280
Ot01g03810	Ot01g03580
Ot01g02860	Ot01g03000
Ot00g03330	Ot11g02230
Ot00g08070	Ot13g01000
Ot00g08510	Ot10g03470
Ot00g09030	Ot08g01530
Ot00g08100	Ot13g01030
Ot00g08530	Ot10g03450
Ot00g08120	Ot13g01050
Ot00g08550	Ot05g00770
Ot00g09130	Ot16g02340
Ot00g08140	Ot09g03270
Ot00g08590	Ot04g05180
Ot00g09730	Ot03g04880
Ot00g08190	Ot01g01100
Ot00g08610	Ot04g05160
Ot00g09770	Ot17g02440
Ot00g08220	Ot01g01060
Ot00g08660	Ot11g00160
Ot00g02030	Ot06g04040
Ot00g02470	Ot06g00880
Ot00g02900	Ot06g01110
Ot00g03210	Ot01g04390
Ot00g02060	Ot07g01990
Ot00g02490	Ot08g00720
Ot00g02920	Ot14g02240
Ot00g02090	Ot01g04660
Ot00g02550	Ot04g00940
Ot00g03260	Ot01g05240
Ot00g02580	Ot14g01980
Ot00g02970	Ot04g04600
Ot00g03290	Ot07g02500
Ot00g02600	Ot14g02000
Ot00g02990	Ot10g00520
Ot00g03310	Ot07g02480
Ot00g02240	Ot03g00380
Ot00g02620	Ot10g02840
Ot00g03010	Ot10g00500
Ot19g00300	Ot20g00350
Ot02g02140	Ot02g03160
Ot08g01990	Ot08g02270
Ot18g00180	Ot19g00770
Ot19g00330	Ot20g00370
Ot02g02250	Ot02g02890
Ot09g00450	Ot09g00540
Ot18g00260	Ot19g00930
Ot02g02970	Ot02g04180
Ot09g02120	Ot09g02530
Ot18g00370	Ot19g00840
Ot19g00510	Ot20g00720
Ot02g03530	Ot02g04670
Ot12g01000	Ot12g00840
Ot18g00390	Ot19g00970
Ot19g00690	Ot20g00870
Ot02g06430	Ot19g00930
Ot12g01260	Ot12g01070
Ot18g00480	Ot19g00090
Ot19g00730	Ot20g00920
Ot02g04840	Ot01g04820
Ot03g02650	Ot03g02930
Ot04g00680	Ot04g00690
Ot02g02830	Ot02g04230
Ot02g04940	Ot02g05970
Ot03g02840	Ot03g03100
Ot04g00860	Ot04g00870
Ot02g02900	Ot02g04120
Ot03g03100	Ot03g03390
Ot04g01120	Ot04g01210
Ot02g03130	Ot02g04320
Ot03g03360	Ot03g03720
Ot04g01390	Ot04g01430
Ot02g03330	Ot02g04520
Ot02g05680	Ot02g06720
Ot04g02240	Ot04g03110
Ot08g00020	Ot08g00020
Ot18g00050	Ot19g00060
Ot14g00060	Ot15g00770
Ot14g01020	Ot15g01000
Ot14g01810	Ot15g02050
Ot14g00100	Ot15g00030
Ot14g01040	Ot15g01020
Ot14g01830	Ot15g02070
Ot14g00130	Ot15g00050
Ot14g01870	Ot15g02110
Ot13g02710	Ot14g02540
Ot14g00190	Ot15g00100
Ot14g01140	Ot15g01320
Ot14g01920	Ot15g02270
Ot13g02750	Ot14g02600
Ot14g00240	Ot15g00300
Ot14g01160	Ot15g01340
Ot14g02020	Ot15g02460
Ot02g02580	Ot02g03830
Ot02g04700	Ot02g05790
Ot03g02310	Ot03g02610
Ot04g00170	Ot04g00150
Ot09g04040	Ot09g04040
Ot10g00030	Ot10g00030
Ot09g01840	Ot09g02220
Ot09g04130	Ot01g05440
Ot10g00250	Ot10g00250
Ot09g01950	Ot09g02110
Ot09g03150	Ot14g00310
Ot10g00350	Ot10g00370
Ot09g02210	Ot09g02340
Ot09g03200	Ot09g03170
Ot09g04280	Ot09g03730
Ot10g00480	Ot10g00650
Ot09g02310	Ot09g02420
Ot09g03250	Ot14g00160
Ot09g04320	Ot09g03760
Ot10g00530	Ot10g00700
Ot13g02210	Ot14g01620
Ot14g00030	Ot15g00750
Ot14g00920	Ot15g00890
Ot14g01720	Ot15g01970
Ot13g02390	Ot14g01940
Ot06g00490	Ot06g00570
Ot05g02280	Ot05g02920
Ot05g03540	Ot05g01540
Ot05g04680	Ot05g01000
Ot06g00560	Ot06g00680
Ot05g02330	Ot05g02500
Ot05g03680	Ot05g00070
Ot05g04780	Ot05g01050
Ot06g00640	Ot06g00750
Ot05g02450	Ot05g02380
Ot05g03870	Ot05g00260
Ot05g04880	Ot05g01170
Ot06g00680	Ot06g00790
Ot05g02670	Ot05g02680
Ot05g03910	Ot05g00270
Ot05g05000	Ot05g01280
Ot06g00760	Ot06g00990
Ot09g01700	Ot02g06970
Ot09g02960	Ot09g03070
Ot09g03920	Ot09g03950
Ot09g04800	Ot09g04410
Ot09g01800	Ot09g02180
Ot09g03000	Ot05g04260
Ot02g00250	Ot02g00240
Ot02g06000	Ot02g07110
Ot02g00570	Ot02g00410
Ot02g01760	Ot02g02510
Ot02g00790	Ot02g00630
Ot02g06060	Ot02g07160
Ot05g02070	Ot05g03130
Ot05g03270	Ot05g01810
Ot05g04470	Ot05g00830
Ot06g00420	Ot06g00500
Ot05g02150	Ot05g03060
Ot05g03350	Ot05g01730
Ot05g04580	Ot05g00920
Ot00g05550	Ot08g00070
Ot00g06300	Ot17g00710
Ot00g07010	Ot18g00760
Ot00g04840	Ot03g00500
Ot00g05570	Ot13g01780
Ot00g04900	Ot05g00020
Ot00g06440	Ot05g04900
Ot00g07070	Ot07g00600
Ot00g04960	Ot02g07420
Ot00g05720	Ot10g02640
Ot00g06570	Ot16g01240
Ot00g07140	Ot11g03310
Ot02g01470	Ot02g01660
Ot02g05670	Ot02g06710
Ot02g01550	Ot02g01890
Ot02g05730	Ot02g06770
Ot17g00530	Ot18g01520
Ot17g00880	Ot18g01160
Ot16g01930	Ot17g00310
Ot17g00130	Ot18g01810
Ot17g00580	Ot18g01470
Ot17g00900	Ot18g01140
Ot16g01980	Ot17g00260
Ot17g00200	Ot18g02050
Ot17g00610	Ot18g01450
Ot17g00930	Ot18g01110
Ot16g02030	Ot17g00210
Ot17g00270	Ot18g01970
Ot17g00630	Ot18g01430
Ot17g00970	Ot18g01070
Ot00g04720	Ot08g00680
Ot00g05460	Ot12g03160
Ot00g06230	Ot16g02450
Ot00g06910	Ot18g01630
Ot00g04750	Ot03g00440
Ot00g05530	Ot07g04630
Ot00g06280	Ot17g00700
Ot00g06930	Ot18g01650
