Gene.ID	Gene.Name	DN	DS	Rat.homology.type
ENSMUSG00000056959	Olfr315	0.0321	0.2362	ortholog_one2many
ENSMUSG00000056959	Olfr315	0.026	0.2513	ortholog_one2many
ENSMUSG00000110826	Gm47262			
ENSMUSG00000111767	4930546K05Rik			
ENSMUSG00000104985	Gm42917			
ENSMUSG00000082307	Gm13418			
ENSMUSG00000115836	Gm49060			
ENSMUSG00000045973	Slc25a51	0.0378	0.3196	ortholog_one2many
ENSMUSG00000045973	Slc25a51	0.0378	0.3196	ortholog_one2many
ENSMUSG00000049719	Prss46	0.0497	0.226	ortholog_one2one
ENSMUSG00000115014	Gm49061			
ENSMUSG00000036246	Gmip	0.0354	0.1611	ortholog_one2one
ENSMUSG00000108492	Rpl18a-ps4			
ENSMUSG00000046846	Spesp1	0.144	0.2161	ortholog_one2one
ENSMUSG00000107181	Gm17768			
ENSMUSG00000033126	Ybey	0.0394	0.1679	ortholog_one2one
ENSMUSG00000071952	Gm10351			
ENSMUSG00000086311	Gm12122			
ENSMUSG00000061540	Orm2	0.1659	0.3509	ortholog_one2many
ENSMUSG00000056427	Slit3	0.0139	0.2571	ortholog_one2one
ENSMUSG00000109799	Gm45515			
ENSMUSG00000005233	Spc25	0.0706	0.2779	ortholog_one2one
ENSMUSG00000066090	Insl5			
ENSMUSG00000031015	Swap70	0.0066	0.2047	ortholog_one2one
ENSMUSG00000009114	2610028H24Rik	0.0646	0.2019	ortholog_one2one
ENSMUSG00000104275	Gm37867			
ENSMUSG00000097004	4731419I09Rik			
ENSMUSG00000028040	Efna4	0.0383	0.1836	ortholog_one2one
ENSMUSG00000052369	Tmem106c	0.0354	0.2244	ortholog_one2one
ENSMUSG00000048424	Ranbp3l	0.0686	0.2362	ortholog_one2one
ENSMUSG00000103341	1700051O22Rik			
ENSMUSG00000064194	Zfp936	0.2675	0.804	ortholog_one2many
ENSMUSG00000036934	4921524J17Rik	0	0	ortholog_one2one
ENSMUSG00000117638	Gm34743			
ENSMUSG00000097149	G630030J09Rik			
ENSMUSG00000117554	4930527G23Rik			
ENSMUSG00000100985	Gm10640			
ENSMUSG00000117618	4930578E11Rik			
ENSMUSG00000073060	Zxda			
ENSMUSG00000108533	Gm44792			
ENSMUSG00000108338	Gm44794			
ENSMUSG00000082686	Gm12961			
ENSMUSG00000109790	Gm45594			
ENSMUSG00000030516	Tjp1	0.0217	0.1692	ortholog_one2one
ENSMUSG00000056537	Rlim	0.0276	0.2048	ortholog_one2many
ENSMUSG00000056537	Rlim	0.0276	0.2048	ortholog_one2many
ENSMUSG00000001248	Gramd1a	0.0119	0.1687	ortholog_one2one
ENSMUSG00000085196	Gm14963			
ENSMUSG00000026664	Phyh	0.086	0.2592	ortholog_one2one
ENSMUSG00000107610	D530018E20Rik			
ENSMUSG00000022818	Cyp2ab1	0.0367	0.19	ortholog_one2one
ENSMUSG00000057531	Dtnbp1	0.0964	0.3652	ortholog_one2one
ENSMUSG00000055239	Kcmf1	0.0061	0.0777	ortholog_one2one
ENSMUSG00000029173	Sepsecs	0.0276	0.1438	ortholog_one2one
ENSMUSG00000084063	Gm5934			
ENSMUSG00000105766	Gm19666			
ENSMUSG00000042453	Reln	0.0123	0.2702	ortholog_one2one
ENSMUSG00000087430	Gm13405			
ENSMUSG00000033805	Ephx4	0.0134	0.1842	ortholog_one2one
ENSMUSG00000074500	Zfp558			
ENSMUSG00000086302	Gm13790			
ENSMUSG00000102899	Gm37850			
ENSMUSG00000112229	Gm48086			
ENSMUSG00000025921	Rdh10	0.0057	0.1517	ortholog_one2one
ENSMUSG00000020091	Eif4ebp2	0.0077	0.1191	ortholog_one2one
ENSMUSG00000032580	Rbm5	0.004	0.1306	ortholog_one2one
ENSMUSG00000030092	Cntn6	0.0218	0.1696	ortholog_one2one
ENSMUSG00000091811	Inafm1	0.0173	0.1683	ortholog_one2one
ENSMUSG00000082309	Gm12123			
ENSMUSG00000054822	1700041G16Rik			
ENSMUSG00000117626	Gm7917			
ENSMUSG00000036760	Kcnk9	0.0756	0.2323	ortholog_one2one
ENSMUSG00000102482	Gm37924			
ENSMUSG00000027713	1810062G17Rik			
ENSMUSG00000020900	Myh10	0.0007	0.2478	ortholog_one2one
ENSMUSG00000101679	Gm20936			
ENSMUSG00000113053	Gm18262			
ENSMUSG00000022677	Fopnl	0.0256	0.1302	ortholog_one2one
ENSMUSG00000041930	Fam222a	0.0279	0.3055	ortholog_one2one
ENSMUSG00000030759	Far1	0.0658	0.3109	ortholog_one2one
ENSMUSG00000099434	Gm20934			
ENSMUSG00000024772	Ehd1	0	0	ortholog_one2one
ENSMUSG00000113117	Gm2544			
ENSMUSG00000048108	Tmem72	0.0192	0.1724	ortholog_one2one
ENSMUSG00000032329	Hmg20a	0.0221	0.1698	ortholog_one2one
ENSMUSG00000081183	Gm12449			
ENSMUSG00000113353	Gm18878			
ENSMUSG00000107509	Gm44941			
ENSMUSG00000113256	Gm48527			
ENSMUSG00000106396	Gm42902			
ENSMUSG00000080832	M6pr-ps			
ENSMUSG00000104165	Gm38249			
ENSMUSG00000057278	Snrpg	0	0	ortholog_one2one
ENSMUSG00000079592	C1qtnf5	0.0081	0.1563	ortholog_one2one
ENSMUSG00000083938	Gm12448			
ENSMUSG00000033794	Lpcat2b	0.0647	0.2401	ortholog_one2one
ENSMUSG00000048752	Prss50	0.1133	0.391	ortholog_one2one
ENSMUSG00000104325	Gm37321			
ENSMUSG00000103132	Gm37978			
ENSMUSG00000109308	Gm44743			
ENSMUSG00000090558	Gm17202			
ENSMUSG00000049939	Lrrc4	0.0021	0.0877	ortholog_one2one
ENSMUSG00000107277	Gm10461			
ENSMUSG00000109332	Gm44742			
ENSMUSG00000107316	Gm42964			
ENSMUSG00000107083	Gm43313			
ENSMUSG00000076572	Igkv18-36			
ENSMUSG00000101339	Gm29180			
ENSMUSG00000024911	Fibp	0.0038	0.1803	ortholog_one2one
ENSMUSG00000110278	Gm5608			
ENSMUSG00000076573	Igkv1-35	0.1212	0.2258	ortholog_one2many
ENSMUSG00000076573	Igkv1-35	0.1219	0.2363	ortholog_one2many
ENSMUSG00000087424	5730405O15Rik			
ENSMUSG00000068245	Phf11d	0.1212	0.224	ortholog_one2one
ENSMUSG00000085612	Gm15868			
ENSMUSG00000006216	Clcnkb	0.0297	0.1928	ortholog_one2one
ENSMUSG00000099731	Gm29181			
ENSMUSG00000099751	1700022A22Rik			
ENSMUSG00000048794	Cfap100	0.0759	0.2264	ortholog_one2one
ENSMUSG00000038368	Focad	0.0293	0.1828	ortholog_one2one
ENSMUSG00000108596	Gm49368	0.1868	0.5077	ortholog_one2many
ENSMUSG00000024927	Rela	0.0225	0.1965	ortholog_one2one
ENSMUSG00000106226	Gm43586			
ENSMUSG00000104769	Igkv8-34			
ENSMUSG00000085320	Gm11548			
ENSMUSG00000064065	Ipcef1	0.0486	0.1487	ortholog_one2one
ENSMUSG00000076575	Igkv7-33			
ENSMUSG00000076576	Igkv6-32	0.1614	0.3589	ortholog_one2one
ENSMUSG00000081218	Gm4297			
ENSMUSG00000032688	Malt1	0.0227	0.2228	ortholog_one2one
ENSMUSG00000105781	Igkv8-31			
ENSMUSG00000030786	Itgam	0.1756	0.4976	ortholog_one2many
ENSMUSG00000112366	C730027H18Rik			
ENSMUSG00000056999	Ide	0.0048	0.24	ortholog_one2one
ENSMUSG00000053128	Rnf26	0.0378	0.2699	ortholog_one2many
ENSMUSG00000089982	Gm7568			
ENSMUSG00000112028	1700113B09Rik			
ENSMUSG00000112189	C730027H18Rik			
ENSMUSG00000100211	1700064M15Rik			
ENSMUSG00000114047	Gm7557			
ENSMUSG00000039159	Ube2h	0.0055	0.1022	ortholog_one2one
ENSMUSG00000113947	Gm10465			
ENSMUSG00000025920	Stau2	0.1109	0.3853	ortholog_one2one
ENSMUSG00000059504	Olfr314	0.0452	0.2289	ortholog_one2many
ENSMUSG00000059504	Olfr314	0.0516	0.2367	ortholog_one2many
ENSMUSG00000092258	Gm20444			
ENSMUSG00000032010	Usp2	0.0114	0.1295	ortholog_one2one
ENSMUSG00000112145	Gm6218			
ENSMUSG00000105084	Gm43365			
ENSMUSG00000098313	Nr1h2-ps			
ENSMUSG00000025427	Rnf165	0.0162	0.1465	ortholog_one2one
ENSMUSG00000049154	Fam183b	0.0338	0.13	ortholog_one2one
ENSMUSG00000046974	BC053393	0.0925	0.1695	ortholog_one2one
ENSMUSG00000081707	Gm11343			
ENSMUSG00000024910	Ctsw	0.0774	0.2904	ortholog_one2one
ENSMUSG00000108021	Gm44049			
ENSMUSG00000071893	Vmn1r4	0.0926	0.218	ortholog_one2one
ENSMUSG00000034430	Zxdc	0.0194	0.1169	ortholog_one2one
ENSMUSG00000117800	1700122C19Rik			
ENSMUSG00000113652	4930518P08Rik			
ENSMUSG00000063052	Lrrc40	0.025	0.1359	ortholog_one2one
ENSMUSG00000076586	Igkv8-21	0.0999	0.3398	ortholog_one2many
ENSMUSG00000065954	Tacc1	0.0683	0.2041	ortholog_one2one
ENSMUSG00000112976	Gm2654			
ENSMUSG00000109558	Gm45100			
ENSMUSG00000105114	Amd-ps5			
ENSMUSG00000109342	Gm32983			
ENSMUSG00000096551	Trav10			
ENSMUSG00000076587	Igkv6-20	0.1929	0.2978	ortholog_many2many
ENSMUSG00000076587	Igkv6-20	0.1499	0.2581	ortholog_many2many
ENSMUSG00000076587	Igkv6-20	0.1804	0.2211	ortholog_many2many
ENSMUSG00000076587	Igkv6-20	0.147	0.2024	ortholog_many2many
ENSMUSG00000044408	Sptssa	0	0	ortholog_one2one
ENSMUSG00000114223	Gm19108			
ENSMUSG00000100075	1700018L02Rik			
ENSMUSG00000031364	Grpr	0.0142	0.1638	ortholog_one2one
ENSMUSG00000114762	Gm47007			
ENSMUSG00000101311	Gm28250			
ENSMUSG00000113509	Gm19009			
ENSMUSG00000114717	Gm17832			
ENSMUSG00000051615	Rap2a	0	0	ortholog_one2one
ENSMUSG00000100803	Gm28251			
ENSMUSG00000024782	Ak3	0.0105	0.1581	ortholog_one2one
ENSMUSG00000102542	Gm38133			
ENSMUSG00000100873	Gm28243			
ENSMUSG00000096594	Igkv8-19	0.1218	0.2741	ortholog_one2many
ENSMUSG00000080885	Rpl10-ps6			
ENSMUSG00000114444	Gm47008			
ENSMUSG00000108860	Gm6070			
ENSMUSG00000114846	Gm29927			
ENSMUSG00000115350	Gm49079			
ENSMUSG00000115648	Gm49008			
ENSMUSG00000117855	Gm50197			
ENSMUSG00000086061	Gm13075			
ENSMUSG00000115177	4930523O13Rik			
ENSMUSG00000101692	Gm28244			
ENSMUSG00000042492	Tbc1d10b	0.0353	0.1508	ortholog_one2one
ENSMUSG00000115630	Rpl19-ps5			
ENSMUSG00000095862	Trav6-6	0.052	0.218	ortholog_many2many
ENSMUSG00000095862	Trav6-6	0.0693	0.1987	ortholog_many2many
ENSMUSG00000113012	Gm47196			
ENSMUSG00000114730	Gm47014			
ENSMUSG00000082305	Gm2420			
ENSMUSG00000090284	Gm17613			
ENSMUSG00000100464	Gm21771			
ENSMUSG00000115835	Gm41253			
ENSMUSG00000091144	Phf11c	0.1382	0.1901	ortholog_one2one
ENSMUSG00000036867	Smad6	0.0109	0.0991	ortholog_one2one
ENSMUSG00000102015	Gm21476			
ENSMUSG00000115163	Gm18076			
ENSMUSG00000074655	Gm1527	0.4389	0.9729	ortholog_one2many
ENSMUSG00000074655	Gm1527	0.5867	1.0332	ortholog_one2many
ENSMUSG00000074655	Gm1527	0.4618	0.9699	ortholog_one2many
ENSMUSG00000074655	Gm1527	0.4572	0.809	ortholog_one2many
ENSMUSG00000074655	Gm1527	0.3734	0.6926	ortholog_one2many
ENSMUSG00000074655	Gm1527	0.4773	0.8697	ortholog_one2many
ENSMUSG00000074655	Gm1527	0.3778	0.8273	ortholog_one2many
ENSMUSG00000115028	Gm9391			
ENSMUSG00000076577	Igkv8-30	0.0795	0.3243	ortholog_one2many
ENSMUSG00000024780	Cdc37l1	0.021	0.1781	ortholog_one2one
ENSMUSG00000035199	Arl6ip5	0.0096	0.2685	ortholog_one2one
ENSMUSG00000071550	Cfap44	0.0662	0.2852	ortholog_one2one
ENSMUSG00000106192	Gm42818			
ENSMUSG00000037031	Tspan15	0.0317	0.2656	ortholog_one2one
ENSMUSG00000076589	Igkv8-18			
ENSMUSG00000079442	St6galnac4	0.0188	0.2515	ortholog_one2one
ENSMUSG00000092202	Stk19-ps1			
ENSMUSG00000086092	Gm15323			
ENSMUSG00000028444	Cntfr	0.0075	0.1979	ortholog_one2one
ENSMUSG00000116336	Gm49425			
ENSMUSG00000021395	Spin1	0.0062	0.2081	ortholog_one2many
ENSMUSG00000021395	Spin1	0.0018	0.1499	ortholog_one2many
ENSMUSG00000114361	Gm31104			
ENSMUSG00000096615	Trav11			
ENSMUSG00000092543	Skiv2l-ps1			
ENSMUSG00000108276	Gm36640			
ENSMUSG00000083695	Rnf138rt1	0.0534	0.3066	ortholog_one2one
ENSMUSG00000047104	Pbp2	0.0578	0.1846	ortholog_one2one
ENSMUSG00000015890	Amdhd1	0.0231	0.2012	ortholog_one2one
ENSMUSG00000016382	Pls3	0.0058	0.195	ortholog_one2one
ENSMUSG00000108179	Gm44274			
ENSMUSG00000106620	Trav7-5	0.0916	0.1306	ortholog_many2many
ENSMUSG00000106620	Trav7-5	0.0918	0.1563	ortholog_many2many
ENSMUSG00000106620	Trav7-5	0.0905	0.1321	ortholog_many2many
ENSMUSG00000106620	Trav7-5	0.0876	0.1143	ortholog_many2many
ENSMUSG00000045340	Vmn1r70	0.1364	0.2126	ortholog_one2one
ENSMUSG00000107768	Gm44275			
ENSMUSG00000081699	Gm15213			
ENSMUSG00000096825	Trav12-1	0.0933	0.1157	ortholog_many2many
ENSMUSG00000096825	Trav12-1	0.1263	0.1344	ortholog_many2many
ENSMUSG00000096825	Trav12-1	0.0933	0.1157	ortholog_many2many
ENSMUSG00000096825	Trav12-1	0.11	0.0877	ortholog_many2many
ENSMUSG00000096825	Trav12-1	0.113	0.0953	ortholog_many2many
ENSMUSG00000096825	Trav12-1	0.1055	0.1146	ortholog_many2many
ENSMUSG00000096825	Trav12-1	0.1211	0.1416	ortholog_many2many
ENSMUSG00000096825	Trav12-1	0.1088	0.1022	ortholog_many2many
ENSMUSG00000096825	Trav12-1	0.1186	0.0963	ortholog_many2many
ENSMUSG00000096825	Trav12-1	0.1108	0.1166	ortholog_many2many
ENSMUSG00000096825	Trav12-1	0.1046	0.1103	ortholog_many2many
ENSMUSG00000101177	Gm29586			
ENSMUSG00000064010	Dppa1	0.1831	0.1345	ortholog_one2one
ENSMUSG00000076839	Trav13-1	0.0577	0.2513	ortholog_one2many
ENSMUSG00000113096	Gm40884			
ENSMUSG00000093616	1700055C04Rik			
ENSMUSG00000106031	Gm8848			
ENSMUSG00000016487	Ppfibp1	0.0164	0.2081	ortholog_one2one
ENSMUSG00000070438	Olfr313	0.0607	0.2101	ortholog_many2many
ENSMUSG00000070438	Olfr313	0.062	0.1751	ortholog_many2many
ENSMUSG00000070438	Olfr313	0.0742	0.1861	ortholog_many2many
ENSMUSG00000070438	Olfr313	0.0581	0.2414	ortholog_many2many
ENSMUSG00000070438	Olfr313	0.0642	0.1925	ortholog_many2many
ENSMUSG00000076840	Trav14-1	0.1605	0.0807	ortholog_many2many
ENSMUSG00000076840	Trav14-1	0.1208	0.1445	ortholog_many2many
ENSMUSG00000076840	Trav14-1	0.1345	0.0811	ortholog_many2many
ENSMUSG00000076840	Trav14-1	0.1042	0.1016	ortholog_many2many
ENSMUSG00000076840	Trav14-1	0.1442	0.092	ortholog_many2many
ENSMUSG00000076840	Trav14-1	0.1193	0.1092	ortholog_many2many
ENSMUSG00000076840	Trav14-1	0.1002	0.1114	ortholog_many2many
ENSMUSG00000076840	Trav14-1	0.1193	0.1092	ortholog_many2many
ENSMUSG00000076840	Trav14-1	0.1083	0.0932	ortholog_many2many
ENSMUSG00000076840	Trav14-1	0.1208	0.1445	ortholog_many2many
ENSMUSG00000076840	Trav14-1	0.1406	0.1345	ortholog_many2many
ENSMUSG00000076840	Trav14-1	0.1119	0.0848	ortholog_many2many
ENSMUSG00000076840	Trav14-1	0.1442	0.092	ortholog_many2many
ENSMUSG00000076840	Trav14-1	0.1442	0.092	ortholog_many2many
ENSMUSG00000076840	Trav14-1	0.1004	0.0866	ortholog_many2many
ENSMUSG00000111547	Gm48069			
ENSMUSG00000021396	Nxnl2	0.0217	0.2753	ortholog_one2one
ENSMUSG00000045826	Ptprcap	0.089	0.1789	ortholog_one2one
ENSMUSG00000062470	Fbxl12os			
ENSMUSG00000093759	Scarletltr			
ENSMUSG00000105937	Gm43602			
ENSMUSG00000108181	C030015A19Rik			
ENSMUSG00000024365	Cyp21a1	0.0715	0.2959	ortholog_one2one
ENSMUSG00000037922	Bank1	0.0747	0.2173	ortholog_one2one
ENSMUSG00000038975	Rabggtb	0.0058	0.3139	ortholog_one2one
ENSMUSG00000094016	Trav15-1-dv6-1			
ENSMUSG00000096806	Olfr312	0.0442	0.227	ortholog_many2many
ENSMUSG00000096806	Olfr312	0.0614	0.2194	ortholog_many2many
ENSMUSG00000096806	Olfr312	0.0655	0.2448	ortholog_many2many
ENSMUSG00000096806	Olfr312	0.045	0.2365	ortholog_many2many
ENSMUSG00000096806	Olfr312	0.0618	0.2483	ortholog_many2many
ENSMUSG00000095794	Igkv6-17	0.1693	0.3634	ortholog_many2many
ENSMUSG00000095794	Igkv6-17	0.1518	0.3178	ortholog_many2many
ENSMUSG00000095794	Igkv6-17	0.1679	0.3371	ortholog_many2many
ENSMUSG00000095794	Igkv6-17	0.169	0.2369	ortholog_many2many
ENSMUSG00000084984	Far1os			
ENSMUSG00000104738	Trav3-2			
ENSMUSG00000096902	Gm20843			
ENSMUSG00000115019	Gm4278			
ENSMUSG00000106847	Peg13			
ENSMUSG00000024830	Rps6kb2	0.0108	0.1498	ortholog_one2one
ENSMUSG00000116314	Gm49459			
ENSMUSG00000031700	Gpt2	0.1613	0.5347	ortholog_one2one
ENSMUSG00000094966	Trav9-2	0.0915	0.159	ortholog_many2many
ENSMUSG00000094966	Trav9-2	0.0826	0.1963	ortholog_many2many
ENSMUSG00000094966	Trav9-2	0.0988	0.1313	ortholog_many2many
ENSMUSG00000094966	Trav9-2	0.0946	0.1294	ortholog_many2many
ENSMUSG00000094966	Trav9-2	0.1005	0.1639	ortholog_many2many
ENSMUSG00000094966	Trav9-2	0.0946	0.1294	ortholog_many2many
ENSMUSG00000094966	Trav9-2	0.0879	0.143	ortholog_many2many
ENSMUSG00000094966	Trav9-2	0.0898	0.1378	ortholog_many2many
ENSMUSG00000094966	Trav9-2	0.08	0.1289	ortholog_many2many
ENSMUSG00000094966	Trav9-2	0.08	0.1289	ortholog_many2many
ENSMUSG00000094966	Trav9-2	0.0711	0.1519	ortholog_many2many
ENSMUSG00000094966	Trav9-2	0.0931	0.1433	ortholog_many2many
ENSMUSG00000094966	Trav9-2	0.1462	0.3485	ortholog_many2many
ENSMUSG00000094966	Trav9-2	0.1005	0.1639	ortholog_many2many
ENSMUSG00000094966	Trav9-2	0.0821	0.1849	ortholog_many2many
ENSMUSG00000094966	Trav9-2	0.1005	0.1639	ortholog_many2many
ENSMUSG00000094966	Trav9-2	0.0711	0.1519	ortholog_many2many
ENSMUSG00000094966	Trav9-2	0.0699	0.115	ortholog_many2many
ENSMUSG00000094966	Trav9-2	0.0915	0.159	ortholog_many2many
ENSMUSG00000094966	Trav9-2	0.0931	0.1433	ortholog_many2many
ENSMUSG00000094966	Trav9-2	0.1118	0.1459	ortholog_many2many
ENSMUSG00000094966	Trav9-2	0.0879	0.143	ortholog_many2many
ENSMUSG00000094805	Olfr311	0.066	0.2037	ortholog_many2many
ENSMUSG00000094805	Olfr311	0.0574	0.1635	ortholog_many2many
ENSMUSG00000094805	Olfr311	0.0563	0.1898	ortholog_many2many
ENSMUSG00000094805	Olfr311	0.0667	0.2134	ortholog_many2many
ENSMUSG00000094805	Olfr311	0.0628	0.2018	ortholog_many2many
ENSMUSG00000047921	Trappc9	0.1522	0.647	ortholog_one2one
ENSMUSG00000038691	Mbd3l1	0.0801	0.1848	ortholog_one2one
ENSMUSG00000053799	Exoc6	0.0127	0.2451	ortholog_one2one
ENSMUSG00000022126	Acod1	0.0367	0.1748	ortholog_one2one
ENSMUSG00000072915	Gm12258			
ENSMUSG00000012848	Rps5	0.0023	0.1389	ortholog_one2one
ENSMUSG00000031367	Ap1s2	0.0788	0.1761	ortholog_one2one
ENSMUSG00000085744	Gm12259			
ENSMUSG00000113136	Gm19951			
ENSMUSG00000020491	2810021J22Rik	0.1153	0.2768	ortholog_one2one
ENSMUSG00000093534	Vmn1r-ps51			
ENSMUSG00000104597	B230334C09Rik			
ENSMUSG00000093826	Gm6900			
ENSMUSG00000092200	Tnxa			
ENSMUSG00000082597	Gm12645			
ENSMUSG00000042262	Ccr8	0.0469	0.3429	ortholog_one2one
ENSMUSG00000093689	Vmn1r-ps52			
ENSMUSG00000028497	Hacd4	0.0439	0.1461	ortholog_one2one
ENSMUSG00000101526	Gm28622			
ENSMUSG00000100993	Gm21895			
ENSMUSG00000116539	Gm49603			
ENSMUSG00000098748	Gm27189			
ENSMUSG00000089793	Gm16112			
ENSMUSG00000089910	Gm16113			
ENSMUSG00000116959	Gm49604			
ENSMUSG00000098272	Gm27233			
ENSMUSG00000082929	Gm6067			
ENSMUSG00000090008	Gm16111			
ENSMUSG00000090226	Gm16110			
ENSMUSG00000071680	Gm7123			
ENSMUSG00000079092	Prl2c2	0.1663	0.2626	ortholog_one2many
ENSMUSG00000044294	Krt84	0.0351	0.2263	ortholog_one2one
ENSMUSG00000073152	Gm10475			
ENSMUSG00000063754	Gm10136			
ENSMUSG00000090197	Dnaja1-ps			
ENSMUSG00000025952	Crygc	0.0238	0.274	ortholog_one2one
ENSMUSG00000037001	Zfp39	0.1002	0.2231	ortholog_one2one
ENSMUSG00000090346	Vmn1r5	0.1308	0.2897	ortholog_many2many
ENSMUSG00000090346	Vmn1r5	0.1014	0.2501	ortholog_many2many
ENSMUSG00000062778	Chia1	0.0324	0.1666	ortholog_one2one
ENSMUSG00000107106	Gm43760			
ENSMUSG00000030650	Tmc5	0.0585	0.1902	ortholog_one2one
ENSMUSG00000026885	Ttll11	0.0351	0.2574	ortholog_one2one
ENSMUSG00000030232	Aebp2	0.0245	0.2378	ortholog_one2one
ENSMUSG00000036376	Abt1	0.074	0.2119	ortholog_one2one
ENSMUSG00000087654	Gm12256			
ENSMUSG00000115701	Vmn1r6	0.1168	0.2646	ortholog_many2many
ENSMUSG00000115701	Vmn1r6	0.0927	0.2509	ortholog_many2many
ENSMUSG00000027185	Nat10	0.0126	0.1842	ortholog_one2one
ENSMUSG00000086063	Gm12257			
ENSMUSG00000036503	Rnf13	0.0051	0.157	ortholog_one2one
ENSMUSG00000037957	Wdr20	0.0067	0.0768	ortholog_one2one
ENSMUSG00000110619	Gm7850			
ENSMUSG00000118062	Gm50435			
ENSMUSG00000108900	Ccdc194			
ENSMUSG00000113392	Gm36262			
ENSMUSG00000084221	Hmgb1-ps4			
ENSMUSG00000054302	Eapp	0.0261	0.196	ortholog_one2one
ENSMUSG00000034968	Lbx2	0.0477	0.1914	ortholog_one2many
ENSMUSG00000034968	Lbx2	0.0477	0.1914	ortholog_one2many
ENSMUSG00000030411	Nova2	0.007	0.1431	ortholog_one2one
ENSMUSG00000073658	Crygb			
ENSMUSG00000032018	Sc5d	0.0235	0.2618	ortholog_one2one
ENSMUSG00000020594	Pum2	0.0031	0.105	ortholog_one2one
ENSMUSG00000084918	Gm12708			
ENSMUSG00000093966	Trav4-3	0.0932	0.1626	ortholog_many2many
ENSMUSG00000093966	Trav4-3	0.1207	0.2322	ortholog_many2many
ENSMUSG00000093966	Trav4-3	0.102	0.1488	ortholog_many2many
ENSMUSG00000093966	Trav4-3	0.0839	0.1776	ortholog_many2many
ENSMUSG00000093966	Trav4-3	0.0839	0.1776	ortholog_many2many
ENSMUSG00000093966	Trav4-3	0.0926	0.2119	ortholog_many2many
ENSMUSG00000093966	Trav4-3	0.1207	0.2322	ortholog_many2many
ENSMUSG00000093966	Trav4-3	0.0923	0.1972	ortholog_many2many
ENSMUSG00000093966	Trav4-3	0.0839	0.1619	ortholog_many2many
ENSMUSG00000012076	Brms1l	0.003	0.156	ortholog_one2many
ENSMUSG00000012076	Brms1l	0.0014	0.146	ortholog_one2many
ENSMUSG00000104815	Trav5-2			
ENSMUSG00000085285	Gm14968			
ENSMUSG00000099778	Gm28134			
ENSMUSG00000096656	Trav12-2	0.083	0.1665	ortholog_many2many
ENSMUSG00000096656	Trav12-2	0.1229	0.208	ortholog_many2many
ENSMUSG00000096656	Trav12-2	0.083	0.1665	ortholog_many2many
ENSMUSG00000096656	Trav12-2	0.1137	0.1128	ortholog_many2many
ENSMUSG00000096656	Trav12-2	0.1164	0.1228	ortholog_many2many
ENSMUSG00000096656	Trav12-2	0.0941	0.17	ortholog_many2many
ENSMUSG00000096656	Trav12-2	0.1167	0.1883	ortholog_many2many
ENSMUSG00000096656	Trav12-2	0.1185	0.1665	ortholog_many2many
ENSMUSG00000096656	Trav12-2	0.1085	0.1142	ortholog_many2many
ENSMUSG00000096656	Trav12-2	0.1021	0.1452	ortholog_many2many
ENSMUSG00000096656	Trav12-2	0.0937	0.1639	ortholog_many2many
ENSMUSG00000046718	Bst2	0.1987	0.2955	ortholog_one2one
ENSMUSG00000084825	2410152P15Rik			
ENSMUSG00000095958	Trav12-3	0.0862	0.1161	ortholog_many2many
ENSMUSG00000095958	Trav12-3	0.1199	0.167	ortholog_many2many
ENSMUSG00000095958	Trav12-3	0.0862	0.1161	ortholog_many2many
ENSMUSG00000095958	Trav12-3	0.1072	0.0601	ortholog_many2many
ENSMUSG00000095958	Trav12-3	0.1106	0.0662	ortholog_many2many
ENSMUSG00000095958	Trav12-3	0.0975	0.0875	ortholog_many2many
ENSMUSG00000095958	Trav12-3	0.1138	0.1481	ortholog_many2many
ENSMUSG00000095958	Trav12-3	0.1007	0.1088	ortholog_many2many
ENSMUSG00000095958	Trav12-3	0.1057	0.0721	ortholog_many2many
ENSMUSG00000095958	Trav12-3	0.1018	0.0902	ortholog_many2many
ENSMUSG00000095958	Trav12-3	0.0968	0.0846	ortholog_many2many
ENSMUSG00000049548	Krt82	0.0205	0.2327	ortholog_one2one
ENSMUSG00000029176	Anapc4	0.0123	0.166	ortholog_one2one
ENSMUSG00000087522	Gm371			
ENSMUSG00000109564	Muc16	0.0662	0.179	ortholog_one2one
ENSMUSG00000104710	Gm31243			
ENSMUSG00000026974	Zmynd19	0	0	ortholog_one2one
ENSMUSG00000108541	Gm44795			
ENSMUSG00000024952	Rps6ka4	0.004	0.2533	ortholog_one2one
ENSMUSG00000025013	Tll2	0.0172	0.2239	ortholog_one2one
ENSMUSG00000105244	Gm5281			
ENSMUSG00000102369	9530022L04Rik			
ENSMUSG00000101512	Gm28135			
ENSMUSG00000031907	Zfp90	0.0442	0.3477	ortholog_one2one
ENSMUSG00000037652	Phc3	0.0138	0.1934	ortholog_one2one
ENSMUSG00000012396	Nanog	0.0828	0.2569	ortholog_one2one
ENSMUSG00000100136	Gm20933			
ENSMUSG00000105140	Gm43127			
ENSMUSG00000079511	Gm42688	0.0649	0.1915	ortholog_many2many
ENSMUSG00000079511	Gm42688	0.0611	0.1901	ortholog_many2many
ENSMUSG00000056458	Mok	0.0191	0.2253	ortholog_one2one
ENSMUSG00000101256	Gm28133			
ENSMUSG00000044037	Als2cl	0.0325	0.2424	ortholog_one2one
ENSMUSG00000039158	Akna	0.0845	0.1378	ortholog_one2one
ENSMUSG00000085007	Gm11549			
