Protein Name,CycID,ARS_pvalue,ARS_BH.Q,ARS_period,ARS_adjphase,ARS_amplitude,JTK_pvalue,JTK_BH.Q,JTK_period,JTK_adjphase,JTK_amplitude,LS_pvalue,LS_BH.Q,LS_period,LS_adjphase,LS_amplitude,meta2d_pvalue,meta2d_BH.Q,meta2d_period,meta2d_phase,meta2d_Base,meta2d_AMP,meta2d_rAMP,CT3,CT7,CT11,CT15,CT19,CT23,CT27,CT31,CT35,CT39,CT43,CT47
Calcium-binding mitochondrial carrier protein SCaMC-1,Slc25a24,0.716963149,0.857795196,24,1.601720333,0.03208239,1,1,28,1,0.076229119,0.986342423,1,20,7.031767103,0.010598187,0.994641631,0.999999999,24,3.196499315,-0.02067035,0.030858465,0.030858465,0,0.005143379,-0.087280423,-0.005282302,-0.185189194,0.120543554,-0.040980554,0.046171941,-0.157555728,0.079557868,0.007429763,-0.030602501
Heterogeneous nuclear ribonucleoprotein A3,Hnrnpa3,0.726094322,0.860340057,24,16.67434737,0.065908336,1,1,28,13,0.162235985,0.802296419,1,28,15.15975973,0.350911225,0.98236704,0.999999999,26.66666667,15.04772757,0.367207256,0.120588895,0.120588895,0,0.413868105,0.292751749,0.325692685,0.479036325,0.089468066,0.290470062,0.505051109,0.127503075,0.538509472,0.809925341,0.643361403
"Acylglycerol kinase, mitochondrial",Agk,0.006227868,0.166906857,23.34502924,7.576469908,0.406089045,0.247873828,0.966576777,24,9,0.430557643,0.151301474,1,22.92682927,8.282575296,0.240093551,0.010352636,0.142614812,23.42395284,8.283483407,-0.178627779,0.463002963,0.463002963,0,-0.026651581,-0.006059494,-0.394164788,-0.696595211,-0.748209966,0.221041738,0.256074362,0.270196257,-0.528086836,-0.325526852,-0.197116539
Secernin-1,Scrn1,0.627370857,0.81475299,24,14.38211664,0.212288179,1,1,28,23,0.494819278,0.964222725,1,21.15755627,19.97909237,1.223836649,0.985410579,0.999999999,24.38585209,19.44615139,0.870373399,0.054423438,0.054423438,0,0.558921753,0.780094165,0.764466781,1.514328698,1.224247487,0.998400308,1.007577891,1.660977092,0.529837749,1.266913399,0.137187989
Cytosolic acyl coenzyme A thioester hydrolase,Acot7,0.030592479,0.236108713,24,6.525124682,0.470096943,0.032458965,0.613391204,24,7,0.613356503,0.17247751,1,24.64419476,5.682335831,0.160450941,0.008097036,0.134679707,24.21473159,6.410877907,-0.379823809,0.562811456,0.562811456,0,0.536087237,-0.348789403,-0.299824902,-0.598410094,-0.35256436,0.184905309,0.064382557,0.103787635,-1.201392603,-1.478377433,-1.174694539
"CCA tRNA nucleotidyltransferase 1, mitochondrial (EC 2.7.7.72) (mitochondrial tRNA nucleotidyl transferase, CCA-adding) (mt CCA-... <Preview truncated at 128 characters>",Trnt1,0.275256151,0.56904287,20.68393782,0.095240276,0.087099778,1,1,20,1,0.079158798,0.895344128,1,20,3.000079997,-0.005109892,0.83335265,0.999999999,20.22797927,1.366276692,-0.10244174,0.087949696,0.087949696,0,-0.035040806,-0.099399291,-0.039518377,-0.188821371,-0.040592305,-0.213624947,-0.222809596,-0.299716236,0.169597742,-0.054304935,-0.136749538
Tripartite motif-containing protein 47,Trim47,0.482955721,0.729141734,22.94252874,2.892632201,0.104064182,0.096845539,0.706684773,20,7,0.126519968,0.640839692,1,20,3.000059446,0.108386964,0.319472523,0.999999999,20.98084291,4.267656143,-0.111686057,0.143576766,0.143576766,0,0.208553779,0.004383538,-0.036589168,-0.323548477,-0.174542716,0.044596902,-0.205061638,-0.602194469,-0.005620776,-0.096848088,0.046231819
"Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)",Nars,0.274290549,0.567843075,24,16.72327661,0.100057967,0.377646329,1,28,17,0.117565047,0.426531994,1,27.0781893,15.9370262,0.53956023,0.396971308,0.999999999,26.35939643,16.61655141,0.497677008,0.142367073,0.142367073,0,0.421698236,0.410216344,0.538090383,0.635997429,0.389083448,0.406387754,0.57896965,0.399460925,0.621138735,0.855394799,0.784278634
Coatomer subunit beta (Beta-coat protein) (Beta-COP),Copb1 Copb,0.969398817,0.987052906,26.26315789,24.84254968,0.026784136,1,1,28,23,0.235077573,0.999999684,1,28,27.03705982,0.37387306,0.999995112,0.999999999,27.42105263,25.01288789,0.226601386,0.036493964,0.036493964,0,-0.088165357,0.521415163,-0.196011365,0.358153249,0.331040673,0.236284565,0.547193999,0.014561303,0.330632511,0.415656273,0.190214194
Protein ERGIC-53 (ER-Golgi intermediate compartment 53 kDa protein) (Lectin mannose-binding 1) (p58),Lman1,0.947572809,0.974684104,24,23.33761456,0.032808279,1,1,28,23,0.253815636,0.998496738,1,28,26.88195534,0.388338151,0.999972877,0.999999999,26.66666667,24.52080079,0.24173077,0.05358911,0.05358911,0,-0.149364945,0.582639047,-0.026840671,0.352239347,0.231076221,0.415019354,0.462470047,0.010529438,0.159464949,0.508785291,0.285810687
BAG family molecular chaperone regulator 5 (BAG-5) (Bcl-2-associated athanogene 5),Bag5,0.93974499,0.970696647,27.15646259,18.31789786,0.192955655,1,1,28,13,1.11247334,0.998847147,1,20,13.55823074,1.266721826,0.999959684,0.999999999,25.0521542,15.30702291,0.514992157,0.13108078,0.13108078,0,1.667718563,0.188887357,1.928467931,1.687305802,-0.625318077,1.484735114,-0.744246269,0.915036096,0.601263311,-2.481405385,1.611359558
Arpin (Arp2/3 inhibition protein),Arpin,0.037925579,0.252951597,21.69565217,13.76597533,0.182682922,0.247873828,0.966576777,24,15,0.102867753,0.394453685,1,21.86046512,15.34224855,0.518501271,0.082549828,0.45572452,22.51870576,14.71818747,0.387788885,0.171651655,0.171651655,0,0.540944532,0.382197834,0.560026017,0.566989848,0.283870463,0.415440119,0.44113861,0.510203198,0.553803316,0.152914164,0.120554074
Inverted formin-2,Inf2,0.15213204,0.447590074,24,20.88544422,0.227444296,0.057269646,0.629966104,28,23,0.344033075,0.158931904,1,28,21.28193029,0.947499396,0.040496177,0.310892524,26.66666667,21.79539976,0.657457724,0.301504155,0.301504155,0,0.565240046,0.415770348,0.703347381,0.925511181,1.166679028,0.579664488,0.479894911,0.457789674,0.456304906,0.821536813,1.033483588
Golgi-associated plant pathogenesis-related protein 1,Glipr2,0.677113427,0.840651963,24,3.598234002,0.090565923,0.558904371,1,20,7,0.0739344,0.705547606,1,20,6.999945965,0.434065262,0.852371756,0.999999999,21.33333333,6.139649777,0.069348362,0.173469426,0.173469426,0,0.463296473,-0.080814808,0.110443131,-0.185373839,-0.18607405,0.128492966,0.174632116,-0.265250892,0.101382639,0.325060909,0.411150985
STAM-binding protein (EC 3.4.19.-) (Associated molecule with the SH3 domain of STAM),Stambp Amsh,0.638188254,0.82228102,26.79194631,17.46406783,0.087762938,1,1,28,23,0.240351304,0.943400028,1,25.60311284,23.09516599,0.757953124,0.985046068,0.999999999,26.79835305,21.31412549,0.60425078,0.06848992,0.06848992,0,0.527588405,0.604501614,0.371185052,0.933950583,0.721552232,0.600724798,0.765104177,0.39994434,0.893881016,0.747401403,0.625151307
Myosin light chain 6B (Smooth muscle and nonmuscle myosin light chain alkali 6B),Myl6b,0.121279772,0.399032108,20.90052356,17.33899133,0.808558113,0.247873828,0.966576777,20,17,0.684656577,0.565721825,1,20,18.631733,-1.308887754,0.227439533,0.844448038,20.30017452,17.66215312,-1.497526176,0.879806534,0.587506614,0,-2.888725918,-1.21798372,-1.892601137,-0.032996345,-2.536750432,-2.515891958,-1.450984125,-0.832253183,-0.92435052,-2.011888373,-2.555926952
Copine-3 (Copine III),Cpne3 Kiaa0636,0.518195061,0.748943175,24,19.77457089,0.084801064,0.377646329,1,28,17,0.054254829,0.753575524,1,26.85714286,21.37168818,0.452268633,0.699905192,0.999999999,26.28571429,19.62942105,0.373431512,0.111732429,0.111732429,0,0.473274116,0.017960771,0.590046954,0.333599736,0.509957107,0.371774343,0.282710008,0.287133742,0.456358186,0.53454545,0.588091761
Filamin-A-interacting protein 1 (FILIP),Filip1,0.124039934,0.406299694,21.57837838,5.525340036,0.147498402,1,1,20,5,0.241046564,0.700475677,1,22.92682927,3.704829991,-0.175577345,0.55847737,0.999999999,21.50173588,4.793387708,-0.262917359,0.143652415,0.143652415,0,0.086186502,-0.144986476,-0.197321195,-0.543712434,-0.202821114,0.131739007,-0.472176131,-0.456354011,-0.363500865,-0.41947535,-0.411235051
Ubiquitin-conjugating enzyme E2 variant 2,Ube2v2,0.490509439,0.734767189,24,16.74428544,0.145936725,1,1,28,19,0.334813697,0.874705706,1,28,18.89337879,0.966596792,0.945709789,0.999999999,26.66666667,18.23111945,0.62060376,0.190490275,0.190490275,0,0.59697969,0.582468698,1.044757202,0.835603704,1.056994023,0.562104069,0.566159119,0.712660938,0.426852763,0.483945196,0.584658866
Membrane-associated progesterone receptor component 2,Pgrmc2,0.273474647,0.566950253,27.34246575,14.95022281,0.168766613,1,1,20,1,0.161560731,0.996968957,1,26.85714286,14.22194929,0.087203475,0.857208738,0.999999999,24.73320287,13.0182731,-0.128734221,0.116012008,0.116012008,0,-0.337056312,0.528387393,-0.128897252,-0.018321774,-0.000284402,-0.215662241,-0.432865554,-0.357378629,-0.078270118,0.016634415,-0.477146841
Coiled-coil domain-containing protein 93,Ccdc93,0.276499517,0.57001439,21.46236559,7.272783082,0.051160049,0.377646329,1,20,7,0.023585345,0.851068752,1,20,7.01513364,0.230118735,0.564334501,0.999999999,20.4874552,7.099729772,0.179413444,0.058699293,0.058699293,0,0.198983834,0.258825703,0.082786773,0.176897504,0.182813665,0.300911598,0.169487466,0.152564486,0.17154528,0.227519296,0.293613838
Septin-10,Sep.10,0.1252479,0.407539526,24,15.08519102,0.126917913,0.15763919,0.798488541,24,17,0.081133701,0.565541431,1,24.46096654,19.16779784,0.631233669,0.174154951,0.721079769,24.15365551,17.07405832,0.535178341,0.125752049,0.125752049,0,0.476947742,0.427098731,0.65175103,0.589445802,0.685696417,0.454072465,0.5273615,0.625082067,0.781629732,0.613541552,0.594279417
"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial (EC 2.3.1.41) (Beta-ketoacyl-ACP synthase)",Oxsm,0.719568593,0.858147954,24,14.98925942,0.033973887,1,1,28,23,0.086241217,0.981092082,1,25.40540541,23.8715475,0.386408895,0.994568755,0.999999999,25.8018018,20.66306557,0.319578484,0.012926962,0.012926962,0,0.279894157,0.324043856,0.285679173,0.291303451,0.477844206,0.376883892,0.298999965,0.363003014,0.403242472,0.411204413,0.317066976
"Splicing factor, proline- and glutamine-rich (DNA-binding p52/p100 complex, 100 kDa subunit) (Polypyrimidine tract-binding prote... <Preview truncated at 128 characters>",Sfpq Psf,0.187484349,0.489147396,24,18.32245424,0.186165816,0.008979903,0.472727761,28,17,0.257940011,0.130349802,1,28,16.2134324,0.604237002,0.009855601,0.140570008,26.66666667,17.26327969,0.434821134,0.277594546,0.277594546,0,0.291102168,0.446288658,0.729348255,0.542539403,0.46073433,0.185862847,0.25973698,0.360591019,0.234061381,0.901141613,0.896104859
AP complex subunit beta,Ap2b1,0.667589244,0.8373452,24,20.04571491,0.067919452,0.558904371,1,20,1,0.210088337,0.451608249,1,20,3.175203228,0.07036506,0.735757061,0.999999999,21.33333333,0.486619137,-0.019111985,0.114459725,0.114459725,0,-0.179719954,-0.238172358,-0.231033294,0.115405444,0.30427779,-0.255038433,0.003009263,0.158963707,0.168703161,0.074137618,-0.063557336
Putative phospholipase B-like 2 (EC 3.1.1.-) (66.3 kDa protein) (76 kDa protein) (p76) (LAMA-like protein 2) (Lamina ancestor ho... <Preview truncated at 128 characters>,Plbd2,0.737576382,0.866975748,24,23.87140447,0.218860012,1,1,20,7,0.634947008,0.997449487,1,20,3.000059446,-0.20982587,0.996164603,0.999999999,21.33333333,3.422612051,-0.846207383,0.237652371,0.237652371,0,-1.08280297,0.371080698,-0.788015039,-0.876255326,-0.731921786,-0.678079408,-0.587830963,-1.769473074,-2.14467371,-0.094344081,-1.470479913
Inhibitor of carbonic anhydrase,1300017J02Rik,0.743059359,0.868572161,24,20.5465664,0.205443906,1,1,28,21,0.659909454,0.597720194,1,28,20.93984487,1.497944155,0.950893279,0.999999999,26.66666667,20.90746099,1.284432341,0.415637246,0.323596061,0,0.815868004,1.009649916,1.766100991,1.695812364,0.744395239,1.966679856,1.203608715,0.612477643,1.432243074,1.189532721,2.670082212
Adipocyte plasma membrane-associated protein (Protein DD16),Apmap,0.979036149,0.988734836,24,12.70100424,0.017564831,1,1,28,11,0.11808163,0.999989781,1,26.42570281,22.35185187,0.145423984,0.999998438,0.999999999,26.14190094,14.35811913,0.044519326,0.00319701,0.00319701,0,0.333899424,-0.025633786,0.178041919,-0.1116604,0.500375617,-0.083919302,-0.005133102,0.101010448,0.001851173,-0.074933754,-0.282506646
Endonuclease domain-containing 1 protein,Endod1,0.231543238,0.533056125,26.97297297,0.887274367,0.164905209,1,1,28,1,0.220479427,0.823735085,1,28,0.265117393,0.427937449,0.768556355,0.999999999,27.65765766,0.720016418,0.203026495,0.176751058,0.176751058,0,0.47093487,-0.128235474,0.288501495,-0.00071933,0.330148674,0.564035949,0.305537098,0.339943057,-0.092521084,0.054649515,0.089954668
Myosin-14,Myh14,0.744113144,0.869114718,24,8.330143067,0.171013706,1,1,24,9,0.320641806,0.943815209,1,25.60311284,22.42793681,0.309637186,0.994343705,0.999999999,24.53437095,8.491867024,-0.082691728,0.186989488,0.186989488,0,0.91154276,-0.344775812,0.260175927,0.4176473,0.319930819,0.159835639,-0.111572595,0.398984323,-0.469552541,-1.47102752,-1.039236051
ATPase family AAA domain-containing protein 3 (AAA-ATPase TOB3),Atad3 Atad3a Kiaa1273,0.497977946,0.737708033,20.16161616,6.224333322,0.0860887,1,1,20,9,0.096822831,0.98874572,1,20,15.1477696,0.382771389,0.964813951,0.999999999,20.05387205,9.421843097,0.306443629,0.051493687,0.051493687,0,0.544513008,0.476391329,0.164754261,0.291727518,0.559974881,0.257482182,0.227386302,0.131319202,0.299860684,0.401490543,0.336332864
"MCG130675 (SCAN domain containing 3) (Zinc finger, BED type-containing 5)",Zbed5 2410018M08Rik,0.108980704,0.381114757,20.06030151,5.814602894,0.134365975,0.15763919,0.798488541,20,7,0.095336375,0.672902941,1,20,3.000059446,0.051955295,0.178106173,0.729245832,20.0201005,5.309355156,-0.065907674,0.132385552,0.132385552,0,0.165837574,-0.190800891,0.13050918,-0.164807313,-0.029981318,0.045381949,-0.118859814,-0.388374882,-0.162074323,0.007633192,0.127359442
Calponin,Cnn3,0.605886667,0.80314202,24,7.975310712,0.069569696,1,1,24,9,0.109494322,0.978716582,1,23.75451264,3.540710176,0.271464997,0.983842635,0.999999999,23.91817088,6.932309627,0.149741291,0.080122889,0.080122889,0,0.332678238,0.208475148,-0.045045936,0.328348155,0.264843229,0.121758095,0.334786678,0.305914264,-0.036287568,0.056824102,-0.075282523
Fibronectin type III domain-containing protein 3B,Fndc3b,0.246007949,0.547779852,24,13.5033062,0.132990443,1,1,28,17,0.158364353,0.824618249,1,25.60311284,14.54959154,0.666612012,0.784591442,0.999999999,25.86770428,14.98561617,0.554836464,0.131996004,0.131996004,0,0.419546842,0.835698852,0.576355334,0.47996926,0.642161837,0.550285701,0.617486873,0.63657042,0.588299538,0.874612273,0.531078801
Coactosin-like protein,Cotl1,0.310920403,0.596357095,24,17.09383046,0.204460175,0.247873828,0.966576777,28,17,0.339200963,0.448483024,1,28,17.32440437,1.214892917,0.346552034,0.999999999,26.66666667,17.21492858,0.926671007,0.275190658,0.275190658,0,1.045413755,0.766194239,1.227129158,1.194293133,1.283994384,0.730225319,0.840710672,0.870311207,0.991066103,1.100964543,1.162555921
Putative sodium-coupled neutral amino acid transporter 10,Slc38a10,0.086034933,0.334342799,20.36734694,8.41631754,0.931038577,0.558904371,1,24,5,0.749728062,0.512351423,1,21.71617162,5.229305757,1.090664156,0.284837344,0.960755709,22.02783952,6.255649489,-0.113406272,0.901734882,0.901734882,0,0.175830045,1.77540061,-1.505420985,-0.073309229,0.675947112,0.749118168,1.501265346,-0.957286769,-1.71473262,-0.828076505,-0.631918043
"Sorting nexin 12, isoform CRA_b (Sorting nexin-12)",Snx12,0.072345078,0.315385257,24,18.560566,0.408460005,0.096845539,0.706684773,28,21,0.677117723,0.271974435,1,26.21513944,19.53038202,1.851732071,0.051212242,0.354398333,26.07171315,19.71314951,1.634029668,0.502739542,0.307668552,0,0.83300817,1.106468138,1.769911189,1.811283286,1.973563673,1.258927725,1.602642103,1.252308182,2.359400209,2.558280289,2.930752933
Sorting nexin-6,Snx6,0.001475025,0.118160561,23.90419162,19.97436149,0.634687448,0.004320437,0.472727761,24,21,0.744647291,0.048611174,1,24.2804428,19.33025326,0.996288319,3.97E-05,0.014023495,24.06154481,20.10523339,0.397923844,0.747483003,0.747483003,0,-0.076258151,-0.335205175,0.841004568,1.010395633,1.027443266,0.212360887,-0.466694531,-0.105051815,0.721987403,0.965427646,0.972729868
"Isoleucine--tRNA ligase, mitochondrial",Iars2,0.280846906,0.570841265,20.47179487,13.87628057,0.200963062,1,1,28,21,0.388161959,0.981431739,1,20,10.88056475,1.033590008,0.859709449,0.999999999,22.82393162,15.03808035,0.823082194,0.128942252,0.128942252,0,0.500917919,0.511086071,1.053517593,1.061458286,0.979675982,0.679917155,1.247072603,1.214633577,0.539811235,1.027276928,0.989376893
Dual specificity protein phosphatase 3 (EC 3.1.3.16) (EC 3.1.3.48) (T-DSP11) (Vaccinia H1-related phosphatase) (VHR),Dusp3,0.879552003,0.946927361,24,14.30799573,0.024366888,1,1,28,23,0.129043391,0.996352228,1,24.2804428,18.53458532,0.432243166,0.999652712,0.999999999,25.42681427,18.57164341,0.316593841,0.007205424,0.007205424,0,0.265965076,0.270471425,0.072440543,0.384053205,0.446963598,0.255434253,0.369322605,0.383131701,0.549590903,0.387626176,0.414219474
"Leucine-rich PPR motif-containing protein, mitochondrial (130 kDa leucine-rich protein) (LRP 130) (mLRP130)",Lrpprc,0.618378237,0.809318738,24,21.4240892,0.284848391,0.15763919,0.798488541,20,3,0.779041331,0.504203288,1,20,2.800878448,-0.548495346,0.420311254,0.999999999,21.33333333,1.508960425,-0.733694793,0.51145297,0.51145297,0,-0.336315845,-0.254578169,-1.894911565,-0.327936814,-0.291184169,-0.793180749,-1.564665771,-1.481225185,0.228212771,-0.416573018,-1.14810457
DnaJ homolog subfamily C member 25,Dnajc25,0.618793906,0.809318738,24,18.18247802,0.257631416,1,1,20,19,0.542133048,0.983499682,1,20,3.000059446,-0.431421891,0.98586721,0.999999999,21.33333333,20.2990201,-1.29473006,0.372644547,0.287816401,0,-1.370598732,-1.643113759,-0.436980964,-1.367866934,-1.794393438,-1.624746606,-2.428660544,-0.858054697,-1.419296141,-1.187809053,-1.317416856
HIV Tat-specific factor 1 homolog,Htatsf1,0.005677709,0.160941207,21.93406593,12.06795425,0.368313109,1,1,20,13,0.288031666,0.726230635,1,20.37151703,15.94844043,1.43969646,0.088928425,0.471658749,20.76852765,13.70502027,1.068176225,0.343602709,0.321672305,0,0.982962438,0.948312091,1.230899468,0.843047487,0.612786971,1.145121172,1.332076265,1.698513337,1.1454419,1.310125758,1.086844103
1-aminocyclopropane-1-carboxylate synthase-like protein 1 (ACC synthase-like protein 1),Accs,0.104472504,0.371066196,25.26582278,23.03161333,0.165285236,0.247873828,0.966576777,24,1,0.148908881,0.607898695,1,24.83018868,22.26432812,0.015275879,0.21674622,0.821295445,24.69867049,23.43039927,-0.047381594,0.16880892,0.16880892,0,-0.079130606,-0.06368809,-0.101498125,0.114512528,-0.062276257,-0.00018118,-0.110232636,-0.201016625,-0.514603983,0.180939426,0.21214591
Uveal autoantigen with coiled-coil domains and ankyrin repeats,Uaca,0.247158829,0.547779852,24,6.629943803,0.502733665,0.805264174,1,24,9,0.667288338,0.629566981,1,24.1025641,6.643015261,0.652329951,0.655836225,0.999999999,24.03418803,7.413691602,-0.07494055,0.58827779,0.58827779,0,0.899220635,-0.89861409,0.530206779,-0.237721257,-0.29004126,0.374174901,0.684323171,0.89148462,-1.254037045,-1.118894126,-0.478182282
Protein disulfide-isomerase A5 (EC 5.3.4.1) (Protein disulfide isomerase-related protein),Pdia5 Pdir,0.193010339,0.494526843,22.55367232,4.687191213,0.151630158,0.558904371,1,28,27,0.084320608,0.71583838,1,21.57377049,5.251966477,0.145975585,0.528241155,0.999999999,24.04248094,3.588324845,-0.05214816,0.153859777,0.153859777,0,-0.063460915,0.247214658,-0.415456308,0.006687829,0.090860805,0.16484214,0.014802974,-0.088952034,-0.477530874,-0.019317518,-0.088113003
Heterogeneous nuclear ribonucleoprotein L-like,Hnrnpll,0.40005102,0.671611849,25.10691824,14.60645188,0.103898034,1,1,28,11,0.169480784,0.997654708,1,24.64419476,12.51183098,0.240890775,0.934060682,0.999999999,25.91703767,12.82840974,0.083039683,0.099745561,0.099745561,0,0.393356976,-0.047650699,0.469502485,0.086007072,0.184408195,-0.152000204,0.127582578,-0.058422423,0.159273635,0.035807866,-0.107212003
Protein FAM98A,Fam98a,0.880558573,0.946927361,24,5.950526069,0.056062425,1,1,20,9,0.14611904,0.999949086,1,20,7.259177562,0.03693636,0.999687749,0.999999999,21.33333333,7.558986593,-0.056746204,0.079712927,0.079712927,0,-0.315371257,0.402938185,-0.475064766,0.090825131,-0.181093234,-0.057418672,0.296278587,-0.2640622,-0.100464805,0.057018975,-0.092762473
"Single-stranded DNA binding protein 1 (Single-stranded DNA binding protein 1, isoform CRA_a) (Single-stranded DNA-binding protei... <Preview truncated at 128 characters>",Ssbp1,0.254767767,0.551435667,24,22.09354836,0.072196569,1,1,24,21,0.14046644,0.672829762,1,25.40540541,23.92026212,0.227175151,0.740329866,0.999999999,24.46846847,22.3257251,0.205901649,0.076430647,0.076430647,0,0.081236633,0.142180054,0.131230288,0.083881048,0.30613449,0.228996409,0.194500946,0.015864173,0.344471373,0.467026965,0.460859743
"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (EC 1.6.5.3) (EC 1.6.99.3) (NADH-ubiquinone oxidoreductase 24 kDa ... <Preview truncated at 128 characters>",Ndufv2,0.49214895,0.735635771,22.68181818,6.235409592,0.061196823,1,1,28,7,0.141632416,0.953991289,1,23.92727273,4.824286368,-0.146073746,0.958683449,0.999999999,24.86969697,6.024589322,-0.154820526,0.066245934,0.066245934,0,-0.168381926,0.059499119,-0.415824246,-0.128859596,-0.236252989,-0.176618668,-0.078137665,-0.195266375,-0.167389949,-0.212072433,-0.140974082
Leucine-rich repeat-containing protein 47,Lrrc47,0.063835386,0.30069176,24,14.30058517,0.276353847,0.057269646,0.629966104,24,17,0.182422064,0.486188103,1,23.58422939,16.54256679,1.16913125,0.048671923,0.343265139,23.8614098,15.96781651,0.974873102,0.274744194,0.274744194,0,0.880423642,0.840562565,1.189744515,1.195016721,1.147988713,0.693050056,1.099481214,1.252102737,1.354111284,1.040819371,0.990765292
"DCC-interacting protein 13-alpha (Dip13-alpha) (Adapter protein containing PH domain, PTB domain and leucine zipper motif 1)",Appl1 Dip13a Kiaa1428,0.246647404,0.547779852,24,11.75494689,0.097520476,1,1,20,11,0.080325616,0.901637617,1,20,15.70865016,0.558283369,0.808008438,0.999999999,21.33333333,12.7540512,0.46953887,0.113054068,0.113054068,0,0.465038809,0.46852281,0.550756432,0.45720701,0.29176207,0.62957271,0.543845069,0.533437466,0.512491133,0.549422444,0.503806869
Golgi integral membrane protein 4,Golim4,0.637062289,0.821548394,27.91608392,15.01781811,0.106278325,1,1,28,13,0.30264247,0.997676999,1,20,13.57722149,0.602030935,0.988912055,0.999999999,25.30536131,14.13229419,0.449547782,0.077464529,0.077464529,0,0.752223595,0.720678735,0.332270972,0.747403956,0.299358954,0.430218018,0.586565042,0.249075697,0.180240236,0.746493639,0.396822815
Neural Wiskott-Aldrich syndrome protein,Wasl,0.008451609,0.172638338,24,21.61940897,0.684733482,0.558904371,1,24,1,0.448557088,0.448430595,1,22.76816609,20.08613728,-0.068969569,0.055312343,0.368680431,23.5893887,22.17019546,-0.602474842,0.734387507,0.734387507,0,-0.339998466,-0.998267545,-0.066562023,-0.13338968,-0.130860108,-0.405642299,-1.74954577,-1.937196001,-0.622537675,-0.646729115,-0.083887318
Histone-lysine N-methyltransferase SETD7 (EC 2.1.1.43) (Histone H3-K4 methyltransferase SETD7) (H3-K4-HMTase SETD7) (SET domain-... <Preview truncated at 128 characters>,Setd7 Kiaa1717 Set7 Set9,0.163494235,0.460978826,20.16161616,18.473329,0.766889969,1,1,20,19,1.160122044,0.895399162,1,20,18.75166399,0.567354582,0.697922871,0.999999999,20.05387205,18.74276393,-0.423280756,0.771271558,0.771271558,0,-0.181982804,-1.009669372,0.531756314,0.453917526,0.88116581,-1.699678004,-1.640660328,0.963561739,-1.662723813,-0.527756266,-1.659277585
Protein FAM177A1,Fam177a1,0.94419944,0.973251731,24,23.05343835,0.03656198,1,1,28,21,0.217421712,0.998545512,1,28,22.97012297,0.540095411,0.999967457,0.999999999,26.66666667,22.44669246,0.317882659,0.08671816,0.08671816,0,0.536894091,-0.046905155,0.569778149,0.269384051,0.738669071,0.465841345,0.22065472,0.406229415,0.268470912,0.078827932,0.21418517
Heat shock 70 kDa protein 12A,Hspa12a Kiaa0417,0.280446264,0.570841265,24,6.877046442,0.595494218,0.377646329,1,24,9,0.554684272,0.556680927,1,25.80392157,4.960487972,0.371511557,0.462112719,0.999999999,24.60130719,7.004249759,-0.374543087,0.708178616,0.708178616,0,1.216060788,-1.222941212,-0.105216494,-0.268471037,-0.368892943,0.120043757,0.045248273,0.644214915,-0.725714067,-2.77511584,-1.028027602
"MCG129810, isoform CRA_c (Pyridoxal-dependent decarboxylase domain-containing protein 1)",Pdxdc1,0.337661073,0.625266862,24,17.54691354,0.170076214,1,1,28,17,0.361758434,0.968888349,1,23.58422939,18.84796648,0.640983724,0.896904018,0.999999999,25.19474313,17.98187172,0.349289399,0.195337203,0.195337203,0,0.238256138,0.594216857,0.361496428,0.587890959,0.962838898,0.079450224,0.321980368,0.154428365,0.490398198,0.301179257,0.120730335
SH3 domain-binding glutamic acid-rich-like protein 3,Sh3bgrl3,0.035113259,0.248333636,20.16161616,6.312698891,0.282606267,0.377646329,1,24,3,0.263798496,0.384207396,1,21.15755627,3.000059446,0.209924001,0.102997079,0.516569727,21.77305748,4.141198692,-0.055033183,0.26779084,0.26779084,0,0.527897941,-0.057285845,-0.479875582,0.242224472,-0.055632496,0.091801385,0.048979937,-0.418919594,-0.385943211,-0.136268943,0.24657878
Eukaryotic translation initiation factor 3 subunit K,Eif3k,0.731079431,0.862779088,26.43708609,1.147735927,0.071066654,1,1,20,1,0.100015282,0.995473381,1,20,7.029091528,0.140214297,0.995777981,0.999999999,22.14569536,2.850547822,0.018560701,0.071075143,0.071075143,0,-0.01956179,0.204069557,-0.519881072,0.116041741,0.242258205,-0.005790863,0.149423032,-0.079107075,0.15784838,0.081852593,-0.038018229
Dynamin-1-like protein,Dnm1l,0.231203667,0.533056125,24,17.90255424,0.056907119,0.247873828,0.966576777,28,19,0.123925171,0.4419006,1,26.00790514,19.08103909,0.233866285,0.289523613,0.966716923,26.00263505,18.70875254,0.17396727,0.0694405,0.0694405,0,0.095852099,0.012786179,0.313224873,0.226762814,0.178188857,0.13115608,0.13556779,0.243010614,0.167121796,0.265345301,0.315074286
RIKEN cDNA 0610037L13 gene,NA,0.049612041,0.271881179,24.64197531,17.67827838,0.145419984,0.096845539,0.706684773,28,21,0.212475049,0.194151013,1,26.00790514,19.11219672,0.566217909,0.030147923,0.259871572,26.21662682,19.24536534,0.42076093,0.163073523,0.163073523,0,0.137678237,0.427359184,0.482639836,0.545689539,0.647143715,0.258186477,0.415244374,0.332650629,0.564464743,0.619791911,0.584166796
