UniProt.ID	protein_LD6.5	protein_LD9.5	protein_LD11.5	protein_LD12.5	protein_LD14.5	protein_LD17.5	protein_LD21.5	protein_LD23.5	protein_LD24.5	protein_LD26.5	protein_LD30.5	protein_LD33.5	protein_LD35.5	protein_LD36.5	protein_LD38.5	protein_LD41.5	protein_LD45.5	protein_LD47.5	protein_LD48.5	protein_LD50.5	protein_mean.level	protein_max.level	protein_rhythm.pvalue	Ensemble.Genome.ID	Ensembl.Genome.Protein.ID	Transcript.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner
Q31MY4	0.92939429	0.953235044	1.005773063	0.910122812	0.992201776	1.070039969	1.072012872	1.034903844	1.005541502	1.14419488	0.898048931	0.902609707	0.815079556	0.826799109	0.881251765	1.066596121	1.095216555	1.083178422	1.1137815	1.206979795	1.00034807565	1.206979795	0.0304028164451746	Synpcc7942_1555	ABB57585	syc0013-m_at	254	22.13	23.83
Q31MY7	1.053173687	0.973195294	0.96738645	0.957414499	1.093452697	1.048334794	1.07820167	1.102046704	1.050993427	0.950167125	0.905941178	0.960284679	0.864569678	0.943408967	0.933254301	1.068808749	1.072012872	1.051235455	1.085675407	1.161716078	1.01606368555	1.161716078	0.0330471509769864	Synpcc7942_1552	ABB57582	syc0010-h_at	330	22.6	24.93
Q31MY8	0.949948366	0.957634977	1.058034916	0.882876587	0.958958913	1.074236736	1.067578945	1.036811964	1.033237119	1.233388799	0.933899193	0.977912506	0.853100114	0.801124475	0.842364391	1.150005719	1.10153931	1.077705254	1.151330474	1.173545682	1.015761722	1.233388799	0.0496929434841766	NA	NA	NA	254	24.29	26.19
Q31MZ1	1.145776736	1.023292992	1.16439411	1.001382506	1.172465305	0.973195294	0.847227414	0.928966387	1.044720219	1.312804329	1.043998801	1.16815373	0.930036515	1.011346556	1.033237119	0.921509889	1.273503081	1.000230285	1.099258924	1.235662879	1.06655815355	1.312804329	0.13060601645856	NA	NA	NA	439	23.33	25.47
Q31MZ3	0.992658807	1.024235914	0.986961019	1.063408188	1.117120445	1.046405467	1.110196874	1.081184971	0.953893743	0.846447448	0.856446029	0.991744955	0.926616437	0.962276766	1.161448614	0.96894695	1.036334604	1.081184971	1.22123713	0.734683016	1.0081716174	1.22123713	0.0270145920524543	NA	NA	NA	465	22.27	23.94
Q31N03	0.88328326	0.92939429	0.906775965	0.821296553	1.122018454	1.131878994	1.073247783	0.919602197	1.036096007	1.24652215	1.180864319	0.916853611	0.843528965	0.801308962	0.81245628	0.901986422	1.344930988	1.099512067	1.283216691	1.286174811	1.02704743845	1.344930988	0.0364930180961108	NA	NA	NA	226	23.06	24.95
Q31N05	1.317649799	0.999539589	1.20670191	1.146568484	0.949948366	0.973195294	1.027779616	0.938209876	1.015079367	0.845278845	0.91075172	1.136579975	1.073494936	1.208091977	1.028253035	1.238796587	0.880440476	0.704206452	1.034427363	0.804266538	1.02196301025	1.317649799	0.168270317313744	NA	NA	NA	735	24.07	26.25
Q31N06	0.924698174	1.032285911	1.054872571	1.006699841	1.036096007	1.020939484	1.077953433	1.099765268	0.991060119	0.968277856	0.876798907	0.993344748	0.925550245	1.009485302	0.949948366	1.111475771	0.971627952	0.959179747	0.964050979	0.905107159	0.993960892	1.111475771	0.0137398974095063	NA	NA	NA	279	22.06	24.15
Q31N10	1.224616199	1.208091977	1.08943168	1.090937825	0.431320401	1.082181237	1.139200062	0.967609225	0.97701223	0.774640145	1.394440539	0.958517398	0.929608316	1.049542429	1.004153254	0.877404788	0.749894209	0.678265926	0.948855327	0.734006659	0.9654864913	1.394440539	0.17609964174786	NA	NA	NA	339	23.35	24.96
Q31N12	1.024000102	1.01976476	1.084925707	1.142615208	1.006699841	1.126937939	1.111731727	1.100525221	1.076465214	0.798362262	0.840427007	1.008323758	0.815642787	1.017653663	1.123828393	1.35675053	1.091943079	1.018122417	1.123052348	1.01344457	1.04506082665	1.35675053	0.0254438811949045	NA	NA	NA	838	24.43	26.82
Q31N13	0.694064769	1.010648184	1.074731554	0.79652608	1.426592709	0.894540484	1.043758439	1.080936047	0.981747943	0.68123978	0.856248848	1.067824793	0.882063802	1.150005719	1.247958088	0.901778756	0.988097954	0.837143674	1.450774789	1.039441375	1.00530618935	1.450774789	0.355794209221455	NA	NA	NA	263	22.75	24.87
Q31N14	1.093452697	0.826989509	1.260956196	1.545610288	1.051961874	0.875991718	0.850746165	0.820540459	1.348031374	1.197567496	0.981295935	0.921934357	0.885727237	1.014612013	0.933039436	0.99655208	0.859409203	0.763132589	1.302866748	1.313106648	1.0421762011	1.545610288	0.434506926565878	NA	NA	NA	597	22.68	24.87
Q31N15	1.047128548	0.974989638	0.994260074	1.026833432	1.19371321	1.058522271	1.090435546	1.131357864	1.020939484	0.78198784	0.924698174	1.011113712	0.898255738	1.007627473	0.996093257	1.159311116	1.068808749	1.044479691	1.127716669	1.065123582	1.0311698034	1.19371321	0.0632523396278069	Synpcc7942_1524	ABB57554	syc2526-m_at	1318	21.56	23.62
Q31N17	1.070779382	0.986961019	0.981747943	1.012511583	1.145512941	1.039680743	1.094964401	1.154781985	1.028489826	0.742164198	0.858222705	1.036811964	0.959621567	1.070532854	0.974316371	1.148153621	1.123052348	1.034903844	1.102808234	0.939939715	1.0252978622	1.154781985	0.0133603688066738	Synpcc7942_1522	ABB57552	NA	1100	22.73	24.67
Q31N18	0.91622049	1.017653663	1.062429204	0.939074397	1.028726672	0.980166827	0.963163464	0.892688623	0.953015579	1.19894704	1.024707701	1.001843766	0.89495253	0.926403101	0.958517398	0.973419406	1.044960803	1.030623403	1.006699841	1.265318914	1.0039766411	1.265318914	0.332746542688237	NA	NA	NA	265	22.68	24.31
Q31N19	0.738414132	0.959400632	0.918967177	1.068070697	1.607311308	1.040159644	0.96894695	1.047128548	1.16439411	0.890430444	0.830424206	0.961390884	0.843140595	1.038245363	1.044960803	1.221518363	1.027542988	1.062918583	1.158777356	1.169768709	1.0380955746	1.607311308	0.0478748422866953	NA	NA	NA	98	22.74	25.15
Q31N20	0.886747556	0.919390475	0.906567196	0.942323453	1.134227049	0.962941713	1.025888119	1.063163358	1.029911719	1.035618977	0.855263622	0.900741142	0.79579279	0.925976575	0.961833723	1.13005609	1.069793611	1.083178422	1.203926572	1.190419411	1.00118807865	1.203926572	0.0236969227192865	Synpcc7942_1519	ABB57549	NA	434	21.66	23.48
Q31N22	1.419384309	1.14788928	1.119180153	1.320383231	1.167078316	1.035142167	1.210876916	1.237086307	1.04761088	0.885727237	1.188775922	0.841782708	0.661302249	1.176521858	0.749031359	0.707456922	1.168960941	1.34307418	1.038245363	1.309181923	1.08873461105	1.419384309	0.361588317049433	NA	NA	NA	457	22.11	23.75
Q31N23	0.892483098	0.910961452	0.992201776	0.875386813	1.079195187	1.089682559	1.087677138	1.018825954	0.97229936	1.107388477	1.035142167	0.985825392	0.833489245	0.98107001	0.959179747	1.092949259	1.204481129	1.239652613	1.054629706	1.299870237	1.03561956595	1.299870237	0.0412527832257874	NA	NA	NA	215	24.19	25.22
Q31N24	0.974092052	0.940589226	0.989008445	0.972747224	1.090184492	1.000460623	1.013911386	1.05535847	1.008323758	0.941239187	0.866163742	0.923208937	0.809654996	0.909075597	0.970733461	1.144985535	1.01601472	1.058278566	1.095468767	1.038006325	0.99087527545	1.144985535	0.0227608016407465	NA	NA	NA	299	21.61	23.35
Q31N25	0.881048873	0.935190314	1.010182871	0.881251765	0.934975003	1.004153254	1.064633187	1.043998801	0.97678729	0.992201776	0.913902783	0.852707337	0.801862678	0.846252569	0.86976114	0.992201776	1.009020524	0.994947122	1.075721875	1.117635016	0.9599217977	1.117635016	0.0185293434588014	NA	NA	NA	199	23.71	24.63
Q31N26	1.062673865	0.998619403	0.955212507	0.935836544	1.119695673	1.013677951	1.105605015	1.062918583	1.028253035	0.910961452	0.774640145	1.019060575	0.941239187	1.0752266	1.143404771	0.941022484	0.994260074	0.952357486	0.96783205	0.939506956	0.9971002178	1.143404771	0.104156480466842	Synpcc7942_1513	ABB57543	syc2514-m_at	402	22.68	24.84
Q31N27	1.252275835	1.008788215	1.061695557	0.952357486	1.013211242	1.041357862	1.121501865	1.126159747	1.025415788	0.929180314	0.984917831	1.112756142	0.895570955	1.116863248	1.09774129	1.226874105	1.186314941	1.05535847	1.079940927	1.075969597	1.06821257085	1.252275835	0.313836918041903	NA	NA	NA	481	23.77	26.33
Q31N28	0.917698454	0.941672743	1.057304304	0.921509889	1.051235455	1.038245363	1.025415788	0.976562402	1.091440336	1.248245474	0.963607119	0.860597341	0.880643228	0.717463811	0.814704284	1.077705254	1.144985535	1.28913975	1.25025903	1.310991875	1.02897137175	1.310991875	0.0396096336797796	NA	NA	NA	145	25.46	27.1
Q31N29	0.797994687	0.929822391	1.015546936	1.041597671	1.30196707	1.082679715	1.171385921	1.237656138	0.97678729	0.850158693	0.931322296	1.117120445	0.964272986	1.106623784	1.24652215	1.048576209	0.999309463	1.181136254	0.996093257	0.98107001	1.0488821683	1.30196707	0.00309310287339636	NA	NA	NA	259	23.32	24.48
Q31N30	0.806491882	1.077705254	0.980618314	1.087677138	0.889610704	1.083178422	1.077209066	1.087677138	1.02447178	1.063408188	0.78270841	0.871966901	0.88328326	0.960284679	0.954772716	1.059985685	1.266484853	1.091189052	1.211992689	1.443444201	1.0352080166	1.443444201	0.0597355478948556	Synpcc7942_1509	ABB57539	NA	357	22.4	24.09
Q31N31	1.034665576	1.185495746	1.209483645	1.227156635	1.16573544	0.962720013	0.818087958	0.757007182	0.858222705	1.036334604	1.181136254	1.05535847	0.950167125	0.968723867	0.895983475	0.977462264	1.016950935	0.967163727	1.038723602	1.328005886	1.03172925545	1.328005886	0.0600053030723936	NA	NA	NA	241	21.68	24.02
Q31N33	0.697107893	0.605619709	0.560918805	0.640324324	0.885523315	1.259795347	1.376575387	1.352695359	1.288249552	1.122535282	0.632557486	0.686910255	0.512979488	0.526017266	1.042077455	1.066596121	1.337827134	1.386117351	0.788133885	0.660997779	0.92147795965	1.386117351	3.28545392220505e-06	NA	NA	NA	138	23.87	25.08
Q31N34	1.159578088	1.003459849	1.080936047	0.927256743	0.599376898	1.06071815	1.135272192	1.104332873	1.021880237	1.151065401	1.086425624	0.976562402	0.844500673	0.892688623	0.915798652	1.133965913	1.068808749	1.11660611	1.091189052	1.131357864	1.025089007	1.159578088	0.0446808455982367	Synpcc7942_1505	ABB57535	NA	365	21.92	24.34
Q31N35	1.170307532	1.259505302	0.96094825	1.079940927	1.569278411	1.029200527	1.054144143	1.116092012	1.027069896	0.809095899	0.843917514	0.998159627	0.87639522	0.947981801	1.037528416	1.170577036	0.993116048	1.061206741	0.991060119	1.062429204	1.05289773125	1.569278411	0.639909010289859	NA	NA	NA	462	23.62	25.31
Q31N36	0.980618314	1.031335578	1.091189052	0.97678729	1.156911132	1.008323758	1.035380544	1.019295249	0.989464005	1.163322157	0.862382629	0.889405888	0.840040065	0.898669495	0.890225438	1.119437883	1.160646591	1.159311116	1.149740951	1.302566786	1.03625269605	1.302566786	0.140519096893376	NA	NA	NA	259	22.18	24.2
Q31N37	0.873775775	0.956092695	1.000230285	1.128236122	1.161983604	1.113268703	1.146304507	1.132661138	1.064878356	0.856446029	0.645208381	0.929180314	0.707294042	0.988780744	1.211434674	1.123052348	1.026124365	0.996322642	1.023057397	0.875185271	0.9979758696	1.211434674	6.5788443607157e-07	NA	NA	NA	186	23.67	25.93
Q31N38	1.026833432	0.981295935	0.986506611	0.979941161	1.037289544	1.080189621	1.077209066	1.137889264	1.080687181	0.985371507	0.891250938	0.976562402	0.874379567	0.963607119	0.977687359	1.100778656	1.07176606	1.054629706	1.057791322	0.93282462	1.01372455355	1.137889264	0.00715101906965981	NA	NA	NA	546	21.56	23.97
Q31N39	1.215066368	1.14366808	1.254584738	1.081682989	0.449572771	1.055844592	1.071272607	0.91622049	1.032761406	1.069547311	1.061451121	0.985598423	0.966495864	1.040878409	0.996322642	0.985598423	0.859211339	0.993116048	0.903857571	1.154516117	1.01186336545	1.254584738	0.0806619525594358	NA	NA	NA	299	23.14	25.07
Q31N41	0.854476258	0.970957007	1.010648184	0.962276766	1.133443823	0.974092052	1.073742146	1.015079367	1.043758439	1.164126029	1.114037987	0.981521913	0.878415519	0.942974611	0.9103324	0.97364357	1.023764345	0.995863924	1.139462403	1.171925489	1.0167271116	1.171925489	0.032333527752355	NA	NA	NA	67	20.42	22.1
Q31N42	0.898255738	0.979039017	0.864768775	1.079195187	1.105859619	0.95191901	1.021409752	0.97588805	0.962498364	0.699841996	0.547772216	1.127197456	1.177605974	1.142878335	1.741806873	1.661498678	0.811895249	0.830233016	0.867760745	0.657052391	1.00521882205	1.741806873	0.00299694430776574	NA	NA	NA	186	22.78	25.26
Q31N45	0.746620654	0.733837667	0.728282711	0.744389091	2.782274658	1.10407862	1.123052348	1.131357864	1.047369686	0.723102728	0.659477526	1.063408188	0.877000821	1.040159644	1.256319209	1.293004392	0.939506956	0.96738645	1.062673865	0.891866805	1.04575849415	2.782274658	0.00333380738861067	NA	NA	NA	237	23.16	25.06
Q31N46	0.821296553	0.78198784	0.8454735	0.794877127	1.016950935	1.111987742	1.240223625	1.112756142	1.175980174	0.972523266	1.028016298	0.957194071	1.053658803	1.013911386	1.148947012	0.923846888	1.073000687	1.040878409	0.982200159	0.981295935	1.0038503276	1.240223625	0.0248880192217609	NA	NA	NA	279	21.8	23.51
Q31N52	0.861192026	0.879629934	0.901571138	1.088178147	1.397011561	1.10713352	0.965161523	0.988553095	1.15212606	0.88838251	0.775353943	0.945366046	0.841395142	0.954992586	1.029674601	1.303767047	1.018825954	1.114037987	1.119180153	1.159578088	1.02455555305	1.397011561	0.016761723477623	NA	NA	NA	202	23.47	25.14
Q31N54	0.96738645	0.994489037	1.092949259	0.949510999	1.134488244	1.074236736	1.072506666	0.950604794	1.120727426	1.269112144	1.010182871	0.839266716	0.749894209	0.752662017	0.786683425	1.029674601	1.236801491	1.258345789	1.270866699	1.286767253	1.0423578413	1.286767253	0.0281244877819169	NA	NA	NA	88	23.11	24.65
Q31N55	0.880035112	0.902817565	0.950604794	0.896809087	1.077457131	1.086926056	1.040878409	1.073000687	1.008788215	1.229985524	1.022821857	0.95411341	0.906358475	0.832338532	0.913061435	0.994489037	1.077209066	1.088930093	1.064388074	1.201710899	1.0101361729	1.229985524	0.0783587155501853	Synpcc7942_1484	ABB57514	syc2486-h_at	497	21.69	23.85
Q31N56	0.833873169	0.892688623	0.994718053	0.973195294	1.08943168	1.039202062	1.0167168	1.027306415	0.992430265	1.177063791	0.823189837	0.963829024	0.791771746	0.844500673	0.859013522	0.878415519	1.054144143	1.1347495	1.204203818	1.304367592	0.9947405763	1.304367592	0.0799725137321174	NA	NA	NA	142	22.84	24.76
Q31N57	0.924485279	1.024235914	1.138413402	1.096478196	1.053901445	0.977687359	0.895364766	0.875790036	0.972971233	1.13710351	1.041118108	0.918121167	0.829468695	0.933254301	0.942540456	0.97588805	1.00716355	1.025651926	1.037528416	1.198395032	1.00027804205	1.198395032	0.590113098121905	NA	NA	NA	521	22.46	24.26
Q31N58	0.927256743	0.96094825	0.956753369	0.852511017	0.956312869	1.092446053	1.127197456	1.062184599	1.278792263	1.542055483	0.978137704	0.623017147	0.802047335	0.794511157	1.11866487	1.241938242	1.530030189	1.389952631	1.468926278	1.348652308	1.10261679815	1.542055483	0.0204345817310451	Synpcc7942_1481	ABB57511	syc2483-h_at	217	22.49	24.4
Q31N63	0.900948569	0.97229936	1.054144143	0.871565438	1.102300489	1.046405467	1.064388074	0.990375755	1.051961874	1.24623516	1.071519305	0.908029588	0.791224998	0.779830111	0.801308962	0.981747943	1.164662253	1.221518363	1.177877159	1.190145339	1.0194244175	1.24623516	0.0279415814627855	NA	NA	NA	104	22.17	24.87
Q31N64	0.916642522	0.857235208	1.022586371	1.042077455	1.253141175	1.10357029	1.125900469	1.183859054	1.059497655	0.731307454	0.843140595	1.235662879	0.925550245	1.048576209	1.208091977	1.397655056	1.163322157	0.909075597	0.957855506	0.832721926	1.04087349	1.397655056	0.00216752799914094	NA	NA	NA	373	23.42	26.55
Q31N72	0.756484441	0.822432	0.893305484	0.946891025	1.121501865	1.067333154	1.331067256	1.008788215	1.062429204	1.331987042	0.805749417	0.855263622	0.851922326	1.012045411	0.959842554	1.107388477	0.939506956	0.938642037	1.107898565	1.09774129	1.00091101705	1.331987042	0.0108829413709114	NA	NA	NA	229	22.08	22.96
Q31N73	1.023528641	0.991060119	0.941672743	0.897015608	1.100525221	1.08292904	1.084925707	1.010880921	1.065368864	1.136056681	0.72577165	0.929180314	0.950167125	1.168691808	0.83830103	0.890225438	1.45881426	1.299870237	1.075721875	0.983784555	1.03272459185	1.45881426	0.25190750693058	NA	NA	NA	334	21.36	23.22
Q31N74	1.025179705	1.022115561	1.016950935	1.004847138	1.291814039	0.973419406	1.098752813	1.071272607	1.046164551	1.113268703	0.897428795	0.869961433	0.780189318	0.978588257	0.95345456	1.124863954	1.155047914	1.126159747	1.205591008	1.292706701	1.05238885725	1.292706701	0.100980144195357	NA	NA	NA	151	22.69	24.41
Q31N75	0.861787122	1.136318298	0.965161523	0.995634644	1.13057662	1.002536054	0.801493491	0.964272986	1.012744749	0.88328326	0.958076086	0.913902783	0.618870811	0.688018316	0.749203849	1.096478196	0.997240712	1.331680376	1.251987521	1.347100508	0.98531839525	1.347100508	0.383328045697109	NA	NA	NA	531	22.19	25.18
Q31N79	0.691512444	0.830424206	0.917275935	0.924698174	1.094460268	1.137627286	1.129015749	1.098752813	1.139724804	1.090937825	0.817899608	0.712524825	0.669884609	0.692627929	0.788860118	1.118407318	1.442115352	1.386117351	1.351138907	1.124604974	1.00793052475	1.442115352	0.00572254700008265	NA	NA	NA	85	24.17	24.5
Q31N83	0.979941161	1.118149825	1.070286383	0.912851219	0.789223485	1.078698314	1.016950935	0.951699848	1.022586371	1.243368899	1.050993427	0.883690121	0.821485685	0.725270478	0.797260045	1.069793611	1.234241088	1.164126029	1.187955028	1.322817708	1.022069483	1.322817708	0.0491183891426702	NA	NA	NA	293	20.89	23.34
Q31N84	1.081433951	0.915587806	1.161181211	0.874580923	1.258635567	1.042077455	1.163590053	1.327700137	1.114807803	0.917275935	1.117635016	1.006931669	0.74713658	0.959400632	1.056574196	1.028963572	0.949292391	1.288546216	0.923208937	0.857037845	1.03957989475	1.327700137	0.510619870764646	Synpcc7942_1455	ABB57485	syc0102-h_at	335	21.37	24.01
Q31N85	1.088679387	0.991288345	1.002997845	1.011579454	1.159044205	1.111219874	1.098499845	1.049784123	0.985598423	0.9525768	0.863972661	0.891045744	0.810774349	0.928966387	0.958076086	1.059497655	1.126937939	1.135010816	1.119437883	1.180592446	1.02627901335	1.180592446	0.0497436410674917	NA	NA	NA	346	21.3	23.21
Q31N86	0.907611521	0.969170084	0.962498364	0.846447448	1.16654098	1.063653075	1.065614202	1.012045411	1.025651926	1.241938242	1.043518133	0.936267611	0.82756097	0.810774349	0.865964323	1.001151956	1.158510569	1.210876916	1.207535758	1.326477843	1.03249048405	1.326477843	0.0279462549379496	NA	NA	NA	244	22.48	24.4
Q31N88	0.897428795	0.978588257	1.043277881	0.912430933	1.144458371	1.020469432	1.045201441	0.979715547	1.108408889	1.251122977	0.987188301	0.921509889	0.923421538	0.827942164	0.951042664	1.044720219	1.189323499	1.277320846	1.201710899	1.169230135	1.04372563385	1.277320846	0.0297583541947198	NA	NA	NA	153	21.96	24.22
Q31N89	0.933254301	1.000460623	1.066105049	1.068562675	0.856643256	0.972747224	1.034189204	0.885523315	1.03038612	1.082181237	0.939723311	1.033713052	0.844889669	0.997929819	0.998389489	1.076217377	0.996093257	0.901571138	0.962498364	1.029437537	0.98552580085	1.082181237	0.933865005656806	NA	NA	NA	266	22.72	24.42
Q31N90	0.987188301	0.936914586	0.906775965	0.869961433	1.103062194	1.093452697	1.055115493	1.008091609	0.961612278	0.979941161	1.032048246	0.965828463	0.857037845	0.89392277	0.893305484	1.090184492	1.076713107	1.089180858	1.125382092	1.177334851	1.00515269625	1.177334851	0.0762310957590146	Synpcc7942_1449	ABB57479	NA	355	21.73	23.5
Q31N93	0.905732601	1.009020524	1.080438372	1.085675407	1.159578088	1.045442136	0.992430265	0.906567196	1.048817681	1.169768709	0.957634977	0.862382629	0.865167108	0.825277491	0.887769049	0.9525768	1.181680313	1.231402412	1.161181211	1.312502079	1.0320522524	1.312502079	0.198156292057571	NA	NA	NA	139	21.24	23.54
Q31N94	1.406371316	1.009020524	1.077705254	0.985825392	1.158243842	1.260085459	1.242224241	1.206979795	1.092194537	1.232820933	0.856248848	0.899497582	1.027306415	1.002997845	0.918967177	1.021644967	1.047128548	1.036096007	1.051961874	1.115064527	1.08241925415	1.406371316	0.208713334955494	NA	NA	NA	371	22.82	24.84
Q31N99	0.962941713	0.960505818	1.062184599	0.928111171	1.068316657	0.949073834	1.005541502	1.058034916	1.046646439	1.16654098	1.124863954	0.900326431	0.927256743	0.805749417	1.077209066	0.984237709	1.159311116	1.058522271	1.134227049	1.032761406	1.02061813955	1.16654098	0.138191114416091	Synpcc7942_1440	ABB57470	NA	306	21.62	23.69
Q31NA2	0.981295935	0.927256743	1.054144143	0.883690121	1.194263062	1.094712306	1.078946722	1.014845663	1.029911719	1.176792793	0.851530092	0.980618314	0.916009547	1.01344457	1.071272607	1.020234487	0.949729657	0.956753369	1.031573079	1.158243842	1.01926343855	1.194263062	0.342743768526929	NA	NA	NA	92	21.26	22.05
Q31NA5	1.013911386	1.035142167	1.109941271	0.976562402	1.163590053	1.047852129	1.027069896	1.009252886	1.066841742	1.251122977	0.894334532	0.887564657	0.774996962	0.810214479	0.784151541	0.918755602	1.275851122	1.305870166	1.265610298	1.266484853	1.04425605605	1.305870166	0.0630598990661318	NA	NA	NA	199	20.02	21.08
Q31NA6	1.198671005	1.111219874	0.895983475	0.889405888	1.1347495	1.13710351	1.147624999	1.143404771	1.009717771	1.000691014	0.961612278	0.980844136	0.854476258	1.023292992	0.950604794	1.123828393	1.536384793	1.233388799	1.327700137	1.087677138	1.08741907625	1.536384793	0.0463651686863956	NA	NA	NA	352	22.87	25.29
Q31NA7	0.964939312	0.977462264	0.9132717	0.897015608	1.11660611	1.059741642	1.153984565	1.194538083	1.141037716	0.942323453	0.855066713	0.959400632	0.873373479	1.004384496	0.86856035	1.14788928	1.067333154	1.060473938	1.090435546	0.974316371	1.0131077206	1.194538083	0.00297987635551225	NA	NA	NA	561	22.35	24.45
Q31NA9	0.734006659	0.835795445	0.937777913	1.062184599	1.14393145	1.469941327	1.53815464	1.550957867	1.337211183	0.648037294	0.840620545	0.97678729	0.745933308	1.038723602	1.130316325	1.531440048	1.399909627	1.28943662	1.235662879	0.836758244	1.11417934325	1.550957867	0.0019828353633596	NA	NA	NA	311	23.61	24.98
Q31NB2	1.1347495	1.062918583	1.104587184	0.932395138	0.38985221	1.136056681	1.133182868	0.90782053	1.038245363	1.307675539	0.986506611	1.010415501	1.007627473	0.885727237	1.032523631	1.156911132	1.009717771	1.138151303	0.982426345	0.931536765	1.01445136825	1.307675539	0.82227407332764	NA	NA	NA	111	26.22	27.59
Q31NB3	1.235662879	1.042797545	1.030623403	1.028253035	1.038962805	1.063163358	1.139200062	1.181408252	1.043998801	0.714496326	0.978362955	1.052204125	0.930250688	1.059009851	1.009020524	1.114294534	1.086425624	1.025651926	1.047852129	0.968723867	1.03951813445	1.235662879	0.0832888540889752	Synpcc7942_1426	ABB57456	syc0130-h_at	472	24.03	26.28
Q31NC1	1.059009851	1.304968414	1.013677951	0.939290652	1.232253329	1.143141523	1.156911132	1.104332873	1.142352141	1.254295892	1.205591008	0.835218297	1.391874249	1.091440336	1.15425031	0.905732601	1.619198154	1.399909627	1.505913408	1.398298848	1.1928830298	1.619198154	0.277504982715727	NA	NA	NA	68	20.04	21.93
Q31NC5	0.995405417	1.151860804	0.868760367	0.810587682	1.851825244	0.927470276	0.964050979	0.975214163	1.19977553	1.645508007	1.095468767	0.830233016	0.722603399	0.770371132	0.719448978	1.127197456	1.290921994	1.360191323	1.687718457	2.356134074	1.16753735325	2.356134074	0.0559938155525717	NA	NA	NA	241	21.87	23.52
Q31NC7	1.258056077	0.945366046	1.184404367	1.03086074	0.858815749	1.040638765	1.032999235	1.073247783	0.990375755	1.091189052	0.819218969	0.921085615	0.862382629	0.901156044	0.97588805	1.103316213	1.07944371	1.073000687	1.020234487	0.998619403	1.0130149688	1.258056077	0.100857188845803	NA	NA	NA	149	22.02	25.06
Q31NC9	0.938425931	0.857235208	0.934759742	0.931965853	1.020704431	1.021644967	1.167884783	1.204203818	1.172465305	1.012977969	0.811708325	0.853493072	0.764715688	0.874178256	0.93454453	1.138675562	1.137365368	1.210876916	1.267360012	1.204203818	1.0229694777	1.267360012	0.00410904035700059	Synpcc7942_1410	ABB57440	NA	540	21.56	23.71
Q31ND0	0.823189837	0.997929819	0.957414499	0.974316371	1.177334851	1.042077455	1.127197456	1.184404367	1.065614202	0.824707606	0.801124475	1.074236736	0.921509889	0.992201776	1.125382092	1.106369004	1.124863954	0.998159627	1.233388799	1.097488555	1.0324455685	1.233388799	0.0131131034276137	NA	NA	NA	340	22.22	24.49
Q31ND4	1.130836975	1.058278566	1.139987266	1.124863954	1.006699841	1.023057397	0.931107875	0.917698454	1.047852129	1.201987635	1.108153698	1.051235455	0.908238693	0.810961058	0.98333161	0.875790036	0.96783205	1.114037987	0.994031163	1.035142167	1.02155620045	1.201987635	0.0361703729996124	NA	NA	NA	175	23.04	24.48
Q31ND5	0.87639522	0.968723867	1.002766923	0.886747556	1.179234021	1.144721922	1.049542429	1.043998801	0.986733789	1.129795915	0.908238693	0.964272986	0.882673321	0.959621567	1.041357862	0.944278279	0.88695176	0.933899193	1.004847138	1.112243817	0.99535225295	1.179234021	0.415841327144372	NA	NA	NA	229	22.29	23.86
Q31ND6	0.913482012	1.211155763	1.149476243	1.025888119	0.799650108	0.936267611	0.965383785	0.931965853	0.860201113	0.991516624	1.028016298	0.999539589	0.988780744	0.966273346	0.99907939	1.142089135	0.989691864	1.036096007	1.007859514	0.977912506	0.9960162812	1.211155763	0.699446332321393	Synpcc7942_1403	ABB57433	syc0153-m_at	258	22.03	23.68
Q31ND7	0.956973695	1.100271845	1.069054879	0.955872572	1.264154049	1.038245363	1.108664139	1.155579955	1.062918583	0.756832895	0.711704972	1.018591388	0.888587092	1.071025966	1.280265375	1.27908675	1.009020524	0.95345456	1.00716355	0.923634188	1.030555117	1.280265375	0.00512746961111032	NA	NA	NA	419	24.53	26.76
Q31ND8	0.968500836	1.042797545	1.022115561	0.950167125	1.136318298	1.012744749	0.9525768	0.901156044	0.945366046	1.239367205	1.007859514	0.838687171	0.808909619	0.861985579	0.92789749	0.975663369	1.077953433	1.149211597	1.107388477	1.367728826	1.0147197642	1.367728826	0.199493536643657	NA	NA	NA	125	24.44	26.97
Q31ND9	1.006699841	0.95411341	1.069793611	1.062918583	1.080687181	1.017419366	0.954333128	0.964495043	1.031573079	1.177605974	1.000691014	0.920025787	0.946237161	0.897635459	0.915587806	0.892072189	1.021409752	1.077457131	1.145249208	1.212271793	1.0174138258	1.212271793	0.126154722831204	NA	NA	NA	373	23.36	25.21
Q31NE2	0.921509889	0.997470361	1.175980174	1.07820167	1.150270548	1.040399177	0.967609225	1.088178147	0.9525768	1.032048246	0.823948372	1.052688794	0.931965853	1.1347495	1.291814039	1.21646607	1.06708742	0.977912506	1.010648184	0.897222178	1.04043735765	1.291814039	0.00331283579040444	NA	NA	NA	442	19.28	21.32
