"Proteins identified in the 48h time-course experiment, using TMT 6-plex labeling: column headers show the Uniprot accession numbers of all proteins (Uniprot Accession); the names of the proteins as seen in Uniprot database (Protein name); the common gene names (gene names); gene names as seen in the Cyanobase (http://genome.microbedb.jp/cyanobase/) (Gene names (Synpcc7942 only); the number of spectrum to peptide matches of each protein for the whole 48h experiment (Total PSMs); the theoretical molecular weight (MW (kDa)); the abundance factor calculated by dividing the number of PSMs by the molecular weight (Abund factor); the relative abundance factor calculated by diving the abundance factor for the sum of all abundance factors (Rel abund); the total number of protein copies analyzed in one sample (Prot copy nrs), as calculated by multiplying the relative abundance factor for the amount of protein material used in the 48h experiment, dividing by the molecular weight and multiplying for the avogadro number; the number of protein copies analyzed in one cell, as calculated by dividing the protein copy numbers for the number of cells used in the 48h experiment (Prot copies/cell); the number of peptides per 12h experiment, one protein was identified with (Unique peptides); number of spectra per 12h experiment, one protein was identified with (Unique spectra); the percentage of which we were able to identify in a protein (Coverage(%)); the normalized protein ratio in a certain time-point X (X hours LD); the number of spectra used for the ratio calculation (Quant spectra); the variance between the ratios of the spectra used for quantification (Variance X hours LD); categorization of significant (TRUE) and non-significant (FALSE) proteins, as determined by the inter quartile range analysis (Significant); the cluster number corresponding to each significant protein (Cluster nr);categorization of cyclic (TRUE) and not-cyclic (FALSE) proteins, as determined by the Pearson correlation (Cyclic); the Pearson correlation value (Pearson); the p-value for the significance of the Pearson correlation (p-value); and the phase, light (L) or dark (D), at which the protein profile shows a maximum abundance (Peak phase).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* significant (p<0.05),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
** very significant (p<0.01),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uniprot Accession,Protein name,Gene name,Gene Name (Synpcc7942 only),Total PSMs,MW (kDa),Abund factor,Rel abund ,Prot copy nrs,Prot copies/cell,Unique Peptides,Unique Spectra,Coverage (%),6.5 hours LD,Quant spectra,Variance 6.5 hours LD,9.5 hours LD,Quant spectra,Variance 9.5 hours LD,11.5 hours LD,Quant spectra,Variance 11.5 hours LD,12.5 hours LD,Quant spectra,Variance 12.5 hours LD,14.5 hours LD,Quant spectra,Variance 14.5 hours LD,Unique Peptides,Unique Spectra,Coverage (%),17.5 hours LD,Quant spectra,Variance 17.5 hours LD,21.5 hours LD,Quant spectra,Variance 21.5 hours LD,23.5 hours LD,Quant spectra,Variance 23.5 hours LD,24.5 hours LD,Quant spectra,Variance 24.5 hours LD,26.5 hours LD,Quant spectra,Variance 26.5 hours LD,Unique Peptides,Unique Spectra,Coverage (%),30.5 hours LD,Quant spectra,Variance 30.5 hours LD,33.5 hours LD,Quant spectra,Variance 33.5 hours LD,35.5 hours LD,Quant spectra,Variance 35.5 hours LD,36.5 hours LD,Quant spectra,Variance 36.5 hours LD,38.5 hours LD,Quant spectra,Variance 38.5 hours LD,Unique Peptides,Unique Spectra,Coverage (%),41.5 hours LD,Quant spectra,Variance 41.5 hours LD,45.5 hours LD,Quant spectra,Variance 45.5 hours LD,47.5 hours LD,Quant spectra,Variance 47.5 hours LD,48.5 hours LD,Quant spectra,Variance 48.5 hours LD,50.5 hours LD,Quant spectra,Variance 50.5 hours LD,Significant,Cluster nr,Cyclic,Pearson,p-value,Peak phase
Q31LN9,Penicillin-binding protein 1A,Synpcc7942_2000,Synpcc7942_2000,13,80.5,0.000161486,1.17212E-05,8.4146E+10,1.6604E+01,3,3,5.8,1.391233415,3,0.0201,1.180048888,3,0.0103,1.239081863,3,0.0101,1.085675407,3,0.0104,1.313409037,3,0.1052,1,1,2.2,1.120985513,1,0.0382,1.267068225,1,0.0364,1.120469399,1,0.0372,1.122018454,1,0.0396,0.900119147,1,0.039,2,4,2.7,0.895364766,1,0.0049,1.15425031,1,0.009,0.8454735,1,0.006,1.218147842,1,0.0044,1.215346179,1,0.0038,4,5,6.9,0.966941055,5,0.0221,0.844111856,5,0.0067,0.835987916,5,0.0032,1.133182868,5,0.0027,0.936698878,5,0.0027,TRUE,4,FALSE,-,-,-
Q31LN7,Putative uncharacterized protein,Synpcc7942_2002,Synpcc7942_2002,52,26.9,0.001934947,0.000140446,3.0202E+12,5.9596E+02,4,6,17.8,0.853493072,6,0.0036,0.911171233,6,0.0065,0.957194071,6,0.0021,1.019999597,6,0.002,1.409613337,6,0.0055,5,12,23.7,1.08943168,11,0.0011,1.059009851,11,0.0008,1.151595608,11,0.0009,1.117377701,11,0.0011,0.79615935,11,0.0006,5,18,25,0.795609573,12,0.0027,0.879629934,12,0.0007,0.781267935,12,0.0018,0.81959632,12,0.0005,0.880440476,12,0.0006,5,16,27.1,1.312199899,15,0.0035,1.16654098,15,0.0006,1.210598134,15,0.002,1.308579161,15,0.002,1.125900469,15,0.002,TRUE,6,FALSE,-,-,-
Q31LN6,Putative uncharacterized protein,Synpcc7942_2003,Synpcc7942_2003,100,25.3,0.003946282,0.000286436,6.5326E+12,1.2890E+03,4,15,16.9,0.952796164,15,0.0004,0.972075506,15,0.0004,1.068808749,15,0.0003,1.105859619,15,0.0003,1.212550961,15,0.0011,5,39,23.6,1.005541502,36,0.0004,0.925550245,36,0.0007,0.890225438,36,0.0004,1.020704431,36,0.0004,1.119695673,36,0.0007,4,20,19.8,1.106369004,17,0.0013,0.922996385,17,0.001,0.901363567,17,0.0025,0.850550296,18,0.0028,0.913482012,17,0.0028,6,26,31.2,1.043037686,21,0.0034,1.136841712,21,0.0021,1.239081863,21,0.0017,1.204203818,21,0.0025,1.264736347,21,0.0025,FALSE,-,-,-,-,-
Q31LN5,Sigma-24,Synpcc7942_2004,Synpcc7942_2004,78,21.8,0.003572196,0.000259283,6.8625E+12,1.3541E+03,3,6,11.2,0.85329657,6,0.0008,0.999539589,6,0.0006,0.946237161,6,0.0008,0.86856035,6,0.0006,1.184949931,6,0.001,5,34,18.9,0.958517398,34,0.0006,0.994489037,34,0.0007,1.004847138,34,0.0012,0.962941713,34,0.0009,1.077209066,34,0.0009,4,18,18.4,0.943191764,18,0.0022,0.948418463,18,0.0011,0.870161772,18,0.0024,0.964272986,18,0.0006,0.979489985,18,0.0014,4,20,14.8,0.991516624,20,0.003,0.915166259,20,0.0027,1.082430448,20,0.0013,1.002997845,20,0.0008,1.138937782,20,0.0008,FALSE,-,-,-,-,-
Q31LN4,Putative uncharacterized protein,Synpcc7942_2005,Synpcc7942_2005,49,29.3,0.001671006,0.000121288,2.3904E+12,4.7167E+02,4,7,15.8,0.985825392,7,0.0016,0.97678729,7,0.0015,1.080936047,7,0.0013,1.026597022,7,0.0015,1.078449963,7,0.0014,5,15,23.8,1.01601472,15,0.0004,1.050267677,15,0.0005,1.144721922,15,0.0006,1.027306415,15,0.0009,1.014144874,15,0.0004,2,13,7,0.874178256,14,0.0013,0.880440476,14,0.0012,0.850942079,13,0.0006,0.969393269,14,0.0008,1.033951101,14,0.0008,4,14,18.7,1.172465305,13,0.0014,1.100018528,13,0.0007,1.19894704,13,0.0021,1.080189621,13,0.0016,1.068562675,13,0.0016,FALSE,-,-,-,-,-
Q31LN3,Putative uncharacterized protein,Synpcc7942_2006,Synpcc7942_2006,346,26.1,0.01326305,0.000962681,2.1326E+13,4.2082E+03,11,27,47.8,0.933684179,24,0.0025,0.969170084,26,0.0029,0.991288345,26,0.0014,0.954772716,26,0.0014,1.198395032,25,0.0011,20,111,80.3,1.097488555,106,0.0015,1.105095982,106,0.0006,1.023057397,106,0.0003,0.917064749,104,0.0007,1.142615208,106,0.0004,10,103,50,0.963163464,78,0.0026,0.962055219,79,0.0014,0.879427415,76,0.0016,0.936698878,76,0.001,0.964495043,80,0.0013,12,105,57,1.050993427,83,0.0038,1.14709662,82,0.0019,1.114807803,82,0.0026,1.116092012,85,0.0024,1.051477539,84,0.0024,FALSE,-,-,-,-,-
Q31LN0,Putative uncharacterized protein,Synpcc7942_2009,Synpcc7942_2009,102,105.5,0.000966802,7.01741E-05,3.8440E+11,7.5850E+01,4,7,3,1.057791322,6,0.0029,0.950385934,6,0.0028,0.923208937,6,0.0027,0.844111856,6,0.008,1.119437883,6,0.0032,7,8,10.2,1.021409752,8,0.0013,1.155047914,8,0.002,1.207257744,8,0.004,1.041837535,8,0.0024,0.789950721,8,0.0014,19,43,24.7,0.835603018,8,0.0086,1.065859597,8,0.0037,1.020704431,8,0.0036,1.110196874,8,0.002,1.029911719,8,0.0015,13,44,15.8,1.122018454,37,0.0043,0.988097954,39,0.0049,0.969170084,39,0.0021,0.949510999,40,0.0023,0.815642787,38,0.0023,TRUE,4,FALSE,-,-,-
Q31LM6,Putative uncharacterized protein,Synpcc7942_2013,Synpcc7942_2013,3,19.4,0.000154312,1.12005E-05,3.3295E+11,6.5699E+01,1,2,5.7,0.834833754,1,0.0362,0.832338532,1,0.0327,0.965161523,1,0.0296,1.01648272,1,0.0305,1.238511376,1,0.0276,1,1,5.7,1.111475771,1,0.0095,1.10713352,1,0.0094,1.176250985,1,0.0093,0.958517398,1,0.0098,1.20005182,1,0.0094,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,FALSE,-,-,-,-,-
Q31LM4,Putative uncharacterized protein,Synpcc7942_2015,Synpcc7942_2015,137,31.6,0.00432986,0.000314277,5.7403E+12,1.1327E+03,5,13,12.6,0.778753479,11,0.0176,0.975214163,11,0.0017,0.941022484,11,0.0039,1.084176526,11,0.0019,1.550957867,11,0.0166,9,22,30.7,1.037050726,17,0.0024,1.027779616,17,0.0023,1.070286383,17,0.0008,0.928752509,17,0.0008,0.988780744,17,0.0035,10,51,46.2,0.73790423,22,0.003,1.093200949,22,0.0041,1.010648184,22,0.0019,1.034189204,22,0.0028,1.393156803,22,0.0023,13,51,50.5,1.397011561,42,0.0048,0.996322642,42,0.0029,1.031335578,42,0.0026,0.962276766,42,0.005,0.946237161,42,0.005,TRUE,4,TRUE,.753*,0.012,D
Q31LM2,Putative uncharacterized protein,Synpcc7942_2017,Synpcc7942_2017,4,10.9,0.00036744,2.66702E-05,1.4159E+12,2.7938E+02,1,2,15.5,0.89495253,2,0.0712,0.94080583,2,0.0633,1.010648184,2,0.058,0.655239394,2,0.0767,1.479449005,2,0.052,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,1,2,15.5,-,0,Inf,0.849376029,1,0.0634,-,0,Inf,0.813392194,1,0.0601,2.325412486,1,0.0601,FALSE,-,-,-,-,-
Q31LL7,NusA antitermination factor,Synpcc7942_2022,Synpcc7942_2022,498,48.9,0.010176665,0.00073866,8.7235E+12,1.7213E+03,20,66,35.6,0.927470276,66,0.0008,0.912220862,66,0.0013,0.930464911,66,0.0005,0.875991718,66,0.001,1.131618399,66,0.001,25,136,57.4,1.044960803,136,0.0013,1.068808749,136,0.0014,1.119953522,136,0.0008,1.084176526,136,0.0012,1.090184492,136,0.0012,18,149,40.4,0.942757509,136,0.0025,0.945801503,136,0.0021,0.837915067,136,0.0026,0.879832499,136,0.0019,0.919390475,136,0.0021,20,147,39.2,1.106878623,144,0.003,1.13710351,144,0.0032,1.141037716,143,0.0026,1.19894704,145,0.0026,1.133182868,144,0.0026,FALSE,-,-,-,-,-
Q31LL4,Probable glycosyltransferase,Synpcc7942_2025,Synpcc7942_2025,6,41.0,0.000146224,1.06135E-05,1.4948E+11,2.9496E+01,1,1,2.5,0.45656225,1,0.4479,0.962276766,1,0.2572,0.874580923,1,0.2518,1.039680743,1,0.2495,0.981295935,1,0.2469,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,2,3,6.1,0.738754263,2,0.077,1.244514612,2,0.0574,1.363954868,3,0.0961,1.159578088,3,0.014,1.039920166,3,0.0145,2,2,8.3,1.207257744,1,0.0386,0.931322296,1,0.0406,0.948200107,1,0.0404,1.032048246,1,0.0373,0.954552897,1,0.0373,FALSE,-,-,-,-,-
Q31LL3,Probable glycosyltransferase,Synpcc7942_2026,Synpcc7942_2026,5,53.4,9.35498E-05,6.79019E-06,7.3421E+10,1.4488E+01,1,1,1.9,1.378795953,1,0.2273,1.536031068,1,0.203,1.052931213,1,0.2221,1.834847608,1,0.1923,1.408964335,1,0.2043,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,1,2,1.9,0.722603399,1,0.2864,1.184131679,2,0.1111,0.731475863,1,0.339,0.652829844,1,0.2862,0.913061435,1,0.2307,1,2,1.9,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,FALSE,-,-,-,-,-
Q31LL1,Probable glycosyltransferase,Synpcc7942_2028,Synpcc7942_2028,16,40.4,0.000396511,2.87803E-05,4.1219E+11,8.1334E+01,1,1,2.5,0.668036205,1,0.3838,1.064143018,1,0.2704,0.990147739,1,0.2624,0.994489037,1,0.2806,0.739434994,1,0.3127,1,1,3.7,1.188775922,1,0.0397,1.36489738,1,0.0378,1.424951228,1,0.0376,1.200328174,1,0.0411,1.020469432,1,0.04,4,6,11.9,0.794511157,1,0.0029,1.092446053,1,0.0014,0.850746165,1,0.0019,1.087927613,1,0.0014,1.07225974,1,0.0014,3,8,7.6,1.25487365,6,0.0025,0.954552897,6,0.0021,0.954992586,6,0.0019,1.080687181,7,0.0028,0.850746165,6,0.0028,TRUE,6,FALSE,-,-,-
Q31LK9,Phycobilisome rod-core linker polypeptide,Synpcc7942_2030,Synpcc7942_2030,3361,28.3,0.118672984,0.008613722,1.7577E+14,3.4683E+04,26,495,76.4,0.988097954,404,0.0047,1.013211242,419,0.0022,1.036811964,418,0.0021,1.04930079,415,0.0023,0.935621084,408,0.0154,24,952,75.2,1.082181237,825,0.0019,1.067824793,825,0.0013,1.111475771,825,0.001,1.032285911,825,0.0009,0.851726187,825,0.0017,28,903,69.2,0.933039436,719,0.0036,0.953674126,728,0.004,0.899911911,700,0.0046,0.904898774,714,0.0028,0.971180603,724,0.0036,30,1011,70,1.177334851,780,0.0042,1.048817681,779,0.0064,1.08742672,782,0.003,1.064388074,775,0.0039,1.028489826,776,0.0039,FALSE,-,-,-,-,-
Q31LK6,Putative uncharacterized protein,Synpcc7942_2033,Synpcc7942_2033,113,24.9,0.004531895,0.000328942,7.6241E+12,1.5044E+03,4,13,35.2,0.775889724,11,0.0066,1.132921973,11,0.0012,1.066596121,11,0.0017,0.82603795,11,0.001,1.104841554,11,0.0016,7,46,43.9,1.088428738,40,0.0013,1.056087738,40,0.0008,0.991288345,40,0.0009,0.984237709,40,0.0015,1.284103412,40,0.002,4,28,23.5,1.201987635,16,0.0022,0.666346314,16,0.0212,1.089933497,10,0.0083,0.555392486,15,0.0127,0.280091546,13,0.1261,4,26,23.5,1.422001322,8,0.0046,1.183859054,12,0.0257,1.146304507,12,0.0129,1.400232005,12,0.0409,2.171200848,12,0.0409,TRUE,5,FALSE,-,-,-
Q31LK5,Putative uncharacterized protein,Synpcc7942_2034,Synpcc7942_2034,19,43.9,0.000432381,3.13838E-05,4.1275E+11,8.1444E+01,2,4,5.8,0.949073834,3,0.0276,0.964050979,3,0.0245,0.941239187,3,0.0245,0.919390475,3,0.0187,1.548103527,3,0.0421,4,5,11.7,0.971180603,4,0.0028,1.119180153,4,0.0026,1.230552083,4,0.0026,1.037528416,4,0.0029,0.978813611,4,0.0037,2,5,7.3,0.829086799,3,0.0019,1.16439411,3,0.0013,0.901571138,3,0.0016,1.080936047,3,0.0013,1.065123582,3,0.003,3,5,5.8,1.073247783,4,0.0034,1.064878356,4,0.0012,0.904898774,4,0.0011,0.917064749,4,0.0065,0.917064749,4,0.0065,TRUE,4,FALSE,-,-,-
Q31LK4,Putative uncharacterized protein,Synpcc7942_2035,Synpcc7942_2035,143,38.9,0.003672073,0.000266533,3.9554E+12,7.8049E+02,11,23,38,1.217306665,19,0.0034,1.004153254,19,0.0009,1.089180858,19,0.0023,1.073742146,20,0.001,0.89495253,20,0.0298,11,38,38.8,1.006236345,30,0.001,1.082679715,30,0.0016,1.122535282,30,0.0011,1.029674601,30,0.0012,0.818653268,30,0.0018,10,41,29.9,0.940156169,38,0.0011,0.995405417,38,0.0027,0.818464788,37,0.004,1.021644967,38,0.0016,1.005773063,38,0.0022,9,41,28.1,1.151860804,41,0.0016,1.107643492,41,0.001,1.023292992,41,0.0009,1.086675811,41,0.0031,1.004384496,41,0.0031,FALSE,-,-,-,-,-
Q31LK3,Putative uncharacterized protein,Synpcc7942_2036,Synpcc7942_2036,74,37.1,0.001993437,0.000144691,2.2526E+12,4.4448E+02,8,13,23.7,1.045682885,11,0.0021,1.024943676,12,0.0017,1.004847138,12,0.002,1.035380544,12,0.0018,1.181680313,12,0.0025,8,19,30.2,1.030623403,19,0.0006,1.076465214,19,0.0007,1.116092012,19,0.001,1.001151956,19,0.0005,0.836372992,19,0.0004,10,24,27.5,0.880643228,19,0.0009,0.974092052,19,0.0016,0.941239187,19,0.001,0.967163727,19,0.0026,1.127976366,19,0.0033,7,18,21.9,0.95191901,11,0.0285,1.005309994,11,0.0045,1.104332873,11,0.0035,1.23737119,11,0.0019,0.958958913,11,0.0019,FALSE,-,-,-,-,-
Q31LK1,"Transcriptional regulator, XRE family with cupin sensor domain",Synpcc7942_2038,Synpcc7942_2038,186,25.2,0.007366431,0.000534683,1.2238E+13,2.4148E+03,8,32,49.6,0.985371507,30,0.0006,0.95411341,31,0.0005,0.93648322,31,0.0007,0.895777191,31,0.0005,1.107898565,31,0.0006,9,55,59.6,1.078449963,55,0.0006,1.093956366,55,0.0009,1.113525072,55,0.0016,1.044239219,55,0.0007,0.997011115,55,0.0015,6,47,37.8,1.068316657,39,0.0074,1.001843766,40,0.0043,0.960063591,38,0.005,0.931107875,40,0.0022,1.008091609,38,0.0037,7,52,40,1.064143018,50,0.006,1.107898565,51,0.0065,1.128495938,51,0.0032,1.146304507,50,0.0025,1.106114282,51,0.0025,FALSE,-,-,-,-,-
Q31LK0,Putative uncharacterized protein,Synpcc7942_2039,Synpcc7942_2039,25,30.8,0.00081076,5.8848E-05,1.1029E+12,2.1763E+02,3,3,16,1.087176359,3,0.013,0.837915067,3,0.0135,0.990831945,3,0.0115,1.197843278,3,0.0113,1.383247838,3,0.0102,3,4,15.3,1.081433951,4,0.0032,1.158510569,4,0.0042,1.069793611,4,0.0031,1.084675923,4,0.0035,0.923208937,4,0.0069,6,10,30.6,0.80686337,4,0.0206,1.150005719,4,0.0053,1.331067256,4,0.0063,1.276144932,4,0.0073,1.657677337,4,0.0186,5,8,22.8,1.370881766,4,0.0093,0.751449846,4,0.0611,0.903649474,4,0.0026,0.949073834,4,0.0067,0.821296553,4,0.0067,TRUE,4,FALSE,-,-,-
Q31LJ7,Putative uncharacterized protein,Synpcc7942_2042,Synpcc7942_2042,25,11.7,0.00213212,0.000154757,7.6276E+12,1.5051E+03,3,7,21.3,0.687543214,6,0.055,0.840814127,6,0.0159,0.662521536,6,0.0284,0.795426398,6,0.0272,2.624218543,6,0.0953,3,5,21.3,1.021409752,3,0.0016,1.011113712,3,0.0012,1.054629706,3,0.0008,1.01976476,3,0.0011,0.832721926,3,0.0014,3,7,26.9,0.652829844,5,0.003,1.023528641,5,0.001,0.758577575,5,0.0019,0.871364776,5,0.0102,0.978813611,5,0.0016,2,6,17.6,1.38133813,6,0.001,1.142615208,6,0.0126,1.269112144,6,0.001,1.058522271,6,0.0494,1.308880507,6,0.0494,TRUE,6,FALSE,-,-,-
Q31LJ5,Putative uncharacterized protein,Synpcc7942_2044,Synpcc7942_2044,276,37.9,0.007289988,0.000529134,8.0770E+12,1.5938E+03,12,36,34.1,0.991973339,36,0.0014,0.94362622,36,0.0013,0.973195294,36,0.0006,0.914113241,36,0.0007,1.124604974,36,0.0006,16,86,58.5,1.041118108,76,0.0004,1.069301067,76,0.001,1.084426196,76,0.0007,1.06071815,76,0.0006,1.116092012,76,0.0004,11,75,30,0.92939429,78,0.0055,0.921085615,77,0.0053,0.872368549,73,0.0037,0.832530207,76,0.0043,0.8830799,76,0.0022,17,79,46.3,1.120211431,67,0.0032,1.104332873,67,0.0038,1.050993427,66,0.0032,1.167078316,67,0.0023,1.222362449,67,0.0023,FALSE,-,-,-,-,-
Q31LI9,Putative uncharacterized protein,Synpcc7942_2050,Synpcc7942_2050,89,53.7,0.001655937,0.000120194,1.2924E+12,2.5502E+02,2,9,3.1,0.93648322,9,0.0008,0.988780744,9,0.0007,0.9421065,9,0.0005,1.021644967,9,0.0008,1.139462403,9,0.0005,2,13,3.1,0.982652583,13,0.0002,1.030148893,13,0.0002,1.00855596,13,0.0002,1.032761406,13,0.0002,0.947109079,13,0.0002,4,38,9.9,0.823758673,13,0.0012,0.991973339,13,0.001,0.870763066,13,0.0015,1.004384496,13,0.0006,1.088930093,13,0.0009,4,29,6.8,1.121243659,28,0.0013,1.007859514,28,0.0014,0.95411341,28,0.0011,1.08742672,28,0.0017,1.043037686,28,0.0017,FALSE,-,-,-,-,-
Q31LI6,Probable peptidase,Synpcc7942_2053,Synpcc7942_2053,160,70.6,0.002266857,0.000164537,1.3472E+12,2.6583E+02,13,30,22.2,1.121243659,28,0.0006,0.938858192,27,0.0024,0.985144643,28,0.0017,0.911800865,27,0.0018,1.105605015,28,0.0015,18,52,29.4,1.001613109,50,0.0008,1.150535438,50,0.0008,1.168960941,50,0.0009,1.011579454,50,0.0006,0.880035112,50,0.0007,10,43,19.6,1.023292992,33,0.0036,1.056817509,34,0.0052,0.905524072,29,0.0037,1.058034916,32,0.0042,0.99907939,34,0.0025,13,35,26.7,1.053173687,25,0.0047,1.031573079,27,0.0083,1.051477539,28,0.0106,1.150005719,29,0.0042,1.061206741,27,0.0042,FALSE,-,-,-,-,-
Q31LI5,Putative uncharacterized protein,Synpcc7942_2054,Synpcc7942_2054,25,34.5,0.000723746,5.25321E-05,8.7890E+11,1.7343E+02,2,2,5.4,0.997700064,1,0.0206,1.001613109,2,0.0191,1.098499845,2,0.0181,0.975663369,2,0.0193,1.057791322,2,0.0185,3,6,8.9,0.903857571,6,0.0108,0.875790036,6,0.013,0.919390475,6,0.008,0.887769049,6,0.0015,1.016950935,6,0.0061,2,10,5.4,1.007859514,6,0.0015,1.038006325,6,0.0004,0.88165769,6,0.0005,0.987188301,6,0.001,1.018591388,6,0.0014,2,7,5.4,0.970957007,7,0.0017,0.962720013,7,0.0017,0.92939429,7,0.0024,0.930250688,7,0.0034,1.119695673,7,0.0034,TRUE,1,FALSE,-,-,-
Q31LI1,Pyrroline-5-carboxylate reductase,Synpcc7942_2058,Synpcc7942_2058,43,26.9,0.001599693,0.000116112,2.4964E+12,4.9259E+02,4,12,22.7,1.37816114,7,0.0161,1.031098132,8,0.0036,0.984011106,8,0.0028,1.043277881,8,0.003,0.985598423,7,0.0108,8,20,36,1.051235455,16,0.0005,1.113268703,16,0.0005,1.183041556,16,0.0005,1.067578945,16,0.0005,0.963163464,16,0.0006,2,6,11,0.911381062,5,0.0086,1.034903844,3,0.0028,0.824327902,3,0.0076,0.993116048,3,0.0019,0.832530207,5,0.0016,2,5,11,1.123828393,3,0.0015,1.27438309,4,0.0126,1.169768709,4,0.0377,1.324951557,4,0.0184,1.222081022,4,0.0184,FALSE,-,-,-,-,-
Q31LH9,Putative uncharacterized protein,Synpcc7942_2060,Synpcc7942_2060,91,24.3,0.00374503,0.000271828,6.4651E+12,1.2757E+03,6,16,33,0.899497582,11,0.0045,1,11,0.0011,1.031335578,11,0.0007,0.953674126,11,0.0006,1.103062194,11,0.0007,8,34,42.1,0.992887401,34,0.0008,0.995634644,34,0.0008,1.003690931,34,0.0011,0.961612278,34,0.0011,1.127197456,34,0.0007,5,18,32.1,0.920025787,16,0.0009,0.936267611,16,0.0006,0.819973845,15,0.0004,0.892072189,16,0.001,1,16,0.0005,7,23,36.2,0.981747943,20,0.0028,1.139200062,20,0.001,1.092446053,20,0.0011,1.086675811,20,0.0006,1.261246575,20,0.0006,FALSE,-,-,-,-,-
Q7X386,PipX,Synpcc7942_2061,Synpcc7942_2061,61,10.5,0.005797173,0.00042078,2.3111E+13,4.5602E+03,4,6,47.2,0.860003067,6,0.0036,1.023057397,6,0.0015,1.017185124,6,0.0012,0.988325498,6,0.0012,1.1137815,6,0.0076,6,41,73,1.040159644,41,0.0006,1.035857465,41,0.0004,0.986961019,41,0.0007,1.118149825,41,0.0009,1.235947433,41,0.0003,2,5,18,0.860399204,3,0.0123,0.566369685,3,0.0677,0.651478368,2,0.0781,0.473151259,2,0.0758,0.482058783,2,0.0751,3,9,28.1,0.751103871,4,0.0254,1.062673865,4,0.0055,1.327394458,4,0.0064,1.090686657,4,0.0051,1.314014023,4,0.0051,TRUE,3,FALSE,-,-,-
Q31LH4,Putative uncharacterized protein,Synpcc7942_2065,Synpcc7942_2065,14,9.4,0.001486551,0.000107899,6.6212E+12,1.3065E+03,2,6,21.4,0.69791093,3,0.0102,1.051961874,3,0.0036,1.116092012,3,0.0039,0.949729657,3,0.0037,0.732655813,3,0.0058,2,8,21.4,0.920237655,4,0.0012,0.901363567,4,0.0025,0.88879172,4,0.0049,1.000691014,4,0.0013,1.092949259,4,0.0018,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,0,0,0,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,-,0,Inf,FALSE,-,-,-,-,-
Q31LH2,HI0933-like protein,Synpcc7942_2067,Synpcc7942_2067,14,45.2,0.000309668,2.24769E-05,2.8732E+11,5.6695E+01,2,2,4.8,0.899911911,2,0.0846,0.755440041,2,0.0839,0.751622894,2,0.0776,0.818653268,2,0.0801,1.317346434,2,0.064,2,3,6.3,0.898048931,3,0.0516,0.966718434,3,0.0135,1.083427862,3,0.0222,0.821674861,3,0.0204,0.7846934,3,0.0202,3,3,11.1,0.755266114,2,0.0213,0.915587806,3,0.0045,0.968277856,3,0.0191,0.941022484,3,0.0189,0.906567196,3,0.0335,3,6,6.5,1.25660852,2,0.0031,1.065123582,2,0.0032,1.080438372,2,0.0038,1.044960803,2,0.0148,1.046887466,2,0.0148,TRUE,6,FALSE,-,-,-
Q31LH1,Putative uncharacterized protein,Synpcc7942_2068,Synpcc7942_2068,10,20.8,0.00048163,3.49585E-05,9.7305E+11,1.9200E+02,1,1,8.2,1.481835518,1,0.082,1.460158497,1,0.0773,1.290624782,1,0.0768,1.281740184,1,0.0812,1.688495859,1,0.0724,2,3,18.5,1.243082636,3,0.0035,1.180320636,3,0.0037,0.941239187,3,0.0066,1.224616199,3,0.0037,1.136318298,3,0.0036,2,3,19.6,1.317953234,3,0.0336,1.114807803,3,0.0344,1.084176526,1,0.0896,1.026597022,1,0.0768,0.942757509,1,0.078,2,3,19.6,0.971180603,1,0.2349,1.338135215,1,0.2045,1.320687295,1,0.2054,1.329229588,1,0.1937,1.419057522,1,0.1937,FALSE,-,-,-,-,-
