Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner
Q31Q45	411	23.07	26.2
Q31Q46	412	22.26	23.83
Q31Q47	142	20.51	22.05
Q31Q48	107	24.19	26.07
Q31Q49	264	22.58	24.77
Q31Q50	292	23.68	25.99
Q31Q51	288	24.69	26.86
Q31Q52	712	21.89	23.79
Q31Q53	105	21.17	21.62
Q31Q54	218	22.17	24.64
Q31Q55	598	23.21	25.77
Q31Q56	838	22.39	24.45
Q31Q57	457	23.51	25.93
Q31Q58	820	22.6	24.43
Q31Q59	154	24.16	25.19
Q31Q60	289	21.17	23.12
Q31Q61	301	21.7	24.07
Q31Q62	159	22.7	25.42
Q31Q63	295	24.02	25.62
Q31Q64	201	23.53	25.71
Q31Q65	197	23.79	25.65
Q31Q66	404	23.89	25.42
Q31Q67	494	22.27	24.28
Q31Q68	300	22.2	24.04
Q31Q69	218	23.38	25.28
Q31Q70	144	23.96	25.62
Q31Q71	215	23.83	25.34
Q31Q72	162	24.03	25.77
Q31Q73	79	23.82	26.33
Q31Q74	109	23.65	26.31
Q31Q75	183	23.53	25.67
Q31Q76	242	25.28	27.72
Q31Q77	196	24.77	27.97
Q31Q78	459	24.11	26.69
Q31Q79	140	23.46	25.89
Q31Q80	226	25.09	27.16
Q31Q81	154	23.06	24.66
Q31Q82	192	24.74	26.6
Q31Q83	82	24.31	26.04
Q31Q84	480	22.12	24.13
Q31Q85	70	23.96	25.61
Q31Q86	306	20.64	23.06
Q31Q87	950	21.09	23.61
Q31Q88	96	22.26	24.23
Q31Q89	167	22.68	25
Q31Q90	474	22.02	24.49
Q31Q91	168	21.48	23.33
Q31Q92	387	20.21	22.76
Q31Q93	483	21.74	24.08
Q31Q94	671	22.51	24.83
Q31Q95	161	22.47	24.55
Q31Q96	279	23.76	25.67
Q31Q97	279	21.29	23.9
Q31Q98	114	22.83	24.79
Q31Q99	186	22.25	23.71
Q31QA0	212	20.95	22.3
Q31QA1	103	22.65	24.67
Q31QA2	109	21.02	24.27
Q31QA3	624	21.95	23.78
Q31QA4	487	22.46	24.05
Q31QA5	69	22.63	24.25
Q31QA6	626	23.76	25.41
Q31QA7	179	21.8	22.62
Q31QA8	201	22.23	24.25
Q31QA9	181	24.07	25.97
Q31QB0	847	23.17	25.11
Q31QB1	120	22.09	24.05
Q31QB2	469	22.83	24.28
Q31QB3	147	23.43	25.62
Q31QB4	213	23.51	25.61
Q31QB5	360	21.6	23.35
Q31QB6	96	24.14	25.57
Q31QB7	112	24.58	26.53
Q31QB8	167	24.4	25.69
Q31QB9	217	24.51	26.29
Q31QC0	174	24.04	26.19
Q31QC1	366	24.96	26.28
Q31QC2	395	21.34	23.18
Q31QC3	568	22.3	23.59
Q31QC4	407	22.84	24.76
Q31QC5	425	21.73	23.92
Q31QC6	1097	22.26	24.2
Q31QC7	231	22.98	25.14
Q31QC8	109	22.78	23.6
Q31QC9	583	24.33	26.83
Q31QD0	489	22.12	23.87
Q31QD1	204	22	23.77
Q31QD2	211	23.04	25.1
Q31QD3	211	25.24	28.02
Q31QD4	402	22.23	23.9
Q31QD5	262	22.35	24.42
Q31QD6	153	23.13	24.77
Q31QD7	306	21.52	23.85
Q31QD8	35	24.83	28.89
Q31QD9	144	21.57	23.14
Q31QE1	31	27.93	31.69
Q31QE2	168	21.87	23.07
Q31QE3	307	22.69	24.31
Q31QE4	277	21.99	24.13
Q31QE5	184	21.06	23.41
Q31QE6	114	22.06	23.61
Q31QE7	95	23	24.66
Q31QE8	277	26.58	29.2
Q31QE9	112	22.91	24.48
Q31QF0	539	22.54	24.24
Q31QF1	386	21.82	23.69
Q31QF2	555	20.42	22.85
Q31QF3	249	20.78	23.7
Q31QF4	341	22.46	25.01
Q31QF5	319	23.33	25.84
Q31QF6	232	21.56	23.49
Q31QF7	271	27.76	30.59
Q31QF8	107	21.55	23.5
Q31QF9	211	22.92	25.16
Q31QG0	126	25.17	26.87
Q31QG1	401	22.29	24.47
Q31QG2	173	23.26	26.09
Q31QG3	317	25.33	27.08
Q31QG4	360	23.79	25.11
Q31QG5	320	22.73	24.13
Q31QG6	165	24.41	27.54
Q31QG7	338	22.27	23.98
Q31QG8	194	23.2	24.72
Q31QG9	46	25.84	29.32
Q31QH0	103	23.33	24.27
Q31QH1	206	21.91	23.08
Q31QH2	248	22.92	24.65
Q31QH3	449	23.46	25.95
Q31QH4	632	22.51	24.46
Q31QH5	304	20.72	22.72
Q31QH6	534	21.83	23.18
Q31QH7	323	22.05	23.88
Q31QH8	473	23.61	25.21
Q31QH9	70	24.12	26.46
Q31QI0	113	23.31	25.66
Q31QI3	188	23.52	26.37
Q31QI4	243	21.53	23.69
Q31QI5	529	23.38	25.14
Q31QI6	806	22.65	24.17
Q31QI7	161	24.19	26.12
Q31QI9	283	24.42	26.73
Q31QJ0	180	23.4	25.07
Q31QJ1	75	23.26	27.7
Q31QJ2	433	22.77	25.31
Q31QJ4	67	19.68	21.06
Q31QJ5	181	22.49	24.5
Q31QJ6	635	22.62	24.52
Q31QJ7	588	22.88	25.51
Q31QJ8	430	21.17	23.69
Q31QJ9	137	23.35	25.44
Q31QK1	81	22.5	25.45
Q31QK2	205	22.68	24.36
Q31QK3	141	21.81	24.33
Q31QK4	237	22.06	24.31
Q31QK5	175	21.24	24.14
Q31QK6	128	19.92	22.63
Q31QK7	380	21.68	23.06
Q31QK8	68	24.37	26.96
Q31QK9	286	23.73	25.62
Q31QL0	254	23.61	25.26
Q31QL1	619	21.78	23.81
Q31QL2	588	22.05	23.43
Q31QL4	459	22.18	23.96
Q31QL5	665	24.86	27.81
Q31QL6	392	23.11	25.3
Q31QL7	234	20.53	22.2
Q31QL8	211	27.14	29.52
Q31QL9	426	22.16	24.47
Q31QM0	125	21.91	23.85
Q31QM1	353	21.51	23.49
Q31QM2	114	23.45	24.73
Q31QM3	559	22.35	24.51
Q31QM4	162	22.99	24.67
Q31QM5	386	23.88	26.01
Q31QM6	796	21.31	22.76
Q31QM9	198	23.38	24.96
Q31QN0	108	23.02	25.1
Q31QN1	226	23.93	25.8
Q31QN2	327	24.16	26.07
Q31QN3	247	22.39	24.62
Q31QN4	430	23.29	25.76
Q31QN5	202	23.07	25.17
Q31QN6	86	23.1	25.27
Q31QN7	510	23.54	25.1
Q31QN8	200	23.3	25.14
Q31QN9	590	21.24	22.93
Q31QP0	279	23.44	25.61
Q31QP1	310	24.86	27.05
Q31QP2	182	23.82	26
Q31QP3	558	23.14	24.65
Q31QP4	250	21.92	24.15
Q31QP5	360	21.95	23.89
Q31QP6	108	21.94	24.87
Q31QP7	115	23.88	26.67
Q31QP8	220	23.43	24.48
Q31QP9	391	22.19	23.77
Q31QQ0	909	23.65	25.59
Q31QQ1	246	23.19	24.75
Q31QQ2	406	20.57	22.39
Q31QQ3	241	21.53	24.08
Q31QQ4	364	21.69	23.69
Q31QQ5	334	23.77	25.52
Q31QQ6	115	21.9	23.82
Q31QQ7	605	22.83	24.78
Q31QR0	56	23.29	25.63
Q31QR1	286	20.9	22.81
Q31QR2	187	23.03	25.32
Q31QR3	276	22.87	24.63
Q31QR4	78	22.4	23.35
Q31QR5	146	22.54	24.06
Q31QR6	457	25.89	29.09
Q31QR7	447	22.06	24.46
Q31QR8	311	22.74	24.12
Q31QR9	438	22.3	24.21
Q31QS0	449	23.44	25.34
Q31QS1	251	22.32	24.07
Q31QS2	220	22.23	24.85
Q31QS3	237	21.98	24.24
Q31QS4	666	22.96	24.61
Q31QS5	151	24.59	26.63
Q31QS6	331	21.14	23.13
Q31QS7	234	23.24	24.98
Q31QS8	297	21.43	23.69
Q31QS9	204	23.59	25.87
Q31QT0	63	22.62	24.39
Q31QT1	237	23.33	25.5
Q31QT2	239	26.1	27.23
Q31QT3	363	21.49	23.59
Q31QT4	450	20.92	22.23
Q31QT5	372	21.77	23.47
Q31QT6	123	24.39	27.89
Q31QT7	127	23.54	24.67
Q31QT8	253	24.13	27.46
Q31QT9	386	21.19	22.09
Q31QU0	169	23.7	25.78
Q31QU2	230	25.23	28.3
Q31QU3	99	25.27	26.81
Q31QU4	187	22.07	23.89
Q31QU5	297	22.75	24.24
Q31QU6	76	21.69	22.84
Q31QU7	153	24.38	26.58
Q31QU8	249	25.33	28.65
Q31QU9	668	22.64	25.08
Q31QV0	417	21.45	23.62
Q31QV1	80	20.27	22.77
Q31QV2	81	22.87	24.91
Q31QV3	641	22.64	24.6
Q31QV4	78	23.18	26.18
Q31QV5	117	23.69	26.71
Q31QV6	287	22.26	24.63
Q31QV7	317	23.1	24.61
Q31QV8	239	22.19	23.92
Q31QV9	329	25	26.86
Q31QW0	278	22.8	24.52
Q31QW1	293	25.99	29.7
Q31QW2	368	22.26	24.55
Q31QW3	135	22.91	24.88
Q31QW4	129	23.89	26.81
Q31QW5	123	22.55	24.84
Q31QW6	195	22.99	24.91
Q31QW7	213	21.9	23.81
Q31QW8	172	21.39	22.83
Q31QW9	387	25.23	28.36
Q31QX0	775	22.99	24.26
Q31QX1	440	21.43	23.26
Q31QX2	140	22.09	23.94
Q31QX3	140	22.11	24.19
Q31QX4	250	22.53	24.36
Q31QX5	394	24.22	26.96
Q31QX6	325	24.4	27.76
Q31QX7	216	23.31	25.37
Q31QX8	157	23.2	24.68
Q31QX9	376	23.05	24.93
Q31QY0	182	21.31	23.73
Q31QY1	240	22.01	24.52
Q31QY2	345	21.63	23.73
Q31QY3	438	21.9	23.83
Q31QY4	102	25.17	26.33
Q31QY5	188	24.01	25.43
Q31QY6	216	21.48	23.84
Q31QY7	117	22.64	24.68
Q31QY8	331	22.48	25
Q31QY9	837	22.91	24.62
Q31QZ0	58	28.3	32.21
Q31QZ1	229	24.38	26.13
Q31QZ2	178	21.48	22.65
Q31QZ3	117	23.23	25.11
Q31QZ4	494	24.96	26.41
Q31QZ5	315	22.37	23.94
Q31QZ6	45	23.7	28.16
Q31QZ7	681	24.53	26.85
Q31QZ8	459	23.29	25.61
Q31QZ9	442	23.09	24.85
Q31R00	220	24.24	26.37
Q31R01	411	22.21	23.85
Q31R02	445	21.93	23.58
Q31R03	480	24.12	26.74
Q31R04	147	22.48	24.11
Q31R05	589	22.78	24.85
Q31R06	371	21.66	24.06
Q31R07	577	22.53	24.41
Q31R08	604	22.85	25.05
Q31R09	203	25.09	26.6
Q31R10	99	25.61	29.54
Q31R11	136	22.67	24.11
Q31R12	34	26.47	30.72
Q31R13	45	23.39	25.9
Q31R14	368	22.79	24.6
Q31R15	74	21.55	22.3
Q31R16	276	25.66	29.36
Q31R17	177	21.48	22.41
Q31R18	532	22.5	24.49
Q31R21	749	24.51	26.82
Q31R22	241	25.03	27.78
Q31R24	163	23.39	24.89
Q31R25	195	24.2	25.79
Q31R28	369	22.17	24.56
Q31R29	278	22.79	24.89
Q31R34	404	22.04	23.95
Q31R35	159	23.49	25.18
Q31R39	364	22.5	24.91
Q31R45	497	24.08	27.71
Q31R47	375	22.57	24.16
Q31R48	229	22.56	25.05
Q31R49	168	23.78	25.25
Q31R52	251	23.68	25.9
Q31R56	422	24.71	26.52
Q31R58	179	19.73	22.16
Q31R64	72	22.93	24.25
Q31R65	380	21.27	23.02
Q31R66	132	24.65	27.65
Q31R67	521	22.84	24.79
Q31R68	320	21.66	23.42
Q31R69	116	22.34	25.28
Q31R70	502	23.09	24.96
Q31R71	127	22.54	23.8
Q31R72	325	22.53	24.75
Q31R73	390	22.42	24.64
Q31R74	74	28.2	32.31
Q31R75	109	22.7	25.02
Q31R76	266	21.07	23.26
Q31R77	90	26.42	28.46
Q31R78	94	21.49	22.66
Q31R79	217	21.84	24.06
Q31R80	80	23.21	26.66
Q31R81	133	24.07	25.26
Q31R82	332	22.47	24.19
Q31R83	304	22.55	24.62
Q31R84	59	23.23	26.08
Q31R85	174	23.57	24.9
Q31R86	161	23.66	26.47
Q31R87	200	22.68	24.63
Q31R88	250	22.24	24.38
Q31R89	152	24.81	28.1
Q31R90	463	24.5	26.43
Q31R91	513	21.5	23.65
Q31R92	374	20.08	21.34
Q31R93	288	25.11	28.73
Q31R94	226	22.2	24.49
Q31R95	392	23.02	24.99
Q31R96	526	21.65	23.63
Q31R97	383	24.79	27.69
Q31R98	83	25.72	27.42
Q31R99	373	23.69	25.58
Q31RA0	168	23.17	25.36
Q31RA1	469	22.7	24.75
Q31RA2	457	22.71	25.02
Q31RA3	236	27.02	30.18
Q31RA4	228	25.26	29.17
Q31RA5	88	24.94	28.53
Q31RA6	104	28.4	31
Q31RA7	347	22.05	23.32
Q31RA8	127	27.57	30.81
Q31RA9	264	23.33	26.71
Q31RB0	112	23.83	27.05
Q31RB1	508	22.3	23.71
Q31RB2	471	22.58	24.62
Q31RB3	94	19.24	21.61
Q31RB4	428	24.29	26.21
Q31RB5	266	23.91	25.51
Q31RB6	299	24.44	26.01
Q31RB7	434	22.19	24.53
Q31RB8	484	22.86	24.88
Q31RB9	450	22.56	23.91
Q31RC0	307	23.37	26.65
Q31RC1	727	23.77	26.73
Q31RC2	209	21.44	23.54
Q31RC3	183	22.76	24.21
Q31RC4	94	23.03	24.4
Q31RC5	199	27.12	30.68
Q31RC7	398	21.94	24.1
Q31RC8	393	23.55	24.98
Q31RD1	74	26.89	30.56
Q31RD2	137	20.98	22.62
Q31RD3	542	22.38	23.97
Q31RD4	320	23.72	27.01
Q31RD5	202	22.68	24.45
Q31RD6	377	20.09	22.26
Q31RD7	292	22.91	24.97
Q31RD8	186	23.87	27.14
Q31RD9	356	21.46	23.91
Q31RE0	54	21.81	22.62
Q31RE1	259	22	23.47
Q31RE2	256	22.93	24.78
Q31RE3	347	21.02	22.77
Q31RE4	133	21.64	23.88
Q31RE5	75	23.61	24.71
Q31RE6	190	24.06	25.74
Q31RE7	193	25.29	28.11
Q31RE8	359	21.47	23.37
Q31RE9	105	20.85	22.9
Q31RF0	316	21.39	23.58
Q31RF1	505	21.47	23.9
Q31RF2	180	21.55	24.34
Q31RF3	171	20.64	22.7
Q31RF4	158	21.09	22.85
Q31RF5	81	20.45	23.79
Q31RF6	249	25.51	28.86
Q31RF7	168	24	26.54
Q31RF8	414	23.59	25.16
Q31RF9	705	22.96	24.93
Q31RG0	161	21.79	24.22
Q31RG1	161	22.01	25.15
Q31RG2	67	24.91	26.86
Q31RG3	394	24.92	28.42
Q31RG4	252	23.77	27.39
Q31RG5	456	24.08	26.51
Q31RG7	332	22.37	24.25
Q31RG8	272	22.29	24.65
Q31RG9	151	21.77	25.04
Q31RH0	152	21.62	24.59
Q31RH1	63	25.13	26.54
Q31RH2	431	23.11	24.94
Q31RH3	209	24.44	27.32
Q31RH4	170	22.61	25.73
Q31RH5	142	23.67	25.58
Q31RH6	279	22.29	24.01
Q31RH7	314	21.76	23.73
Q31RI1	102	25.18	27.73
Q31RI2	76	20.76	23.05
Q31RI3	215	22.36	24.33
Q31RI4	384	22.67	24.84
Q31RI5	479	22.11	23.74
Q31RI6	120	22.57	24.42
Q31RI7	345	21.28	23.54
Q31RI8	249	22.1	24.08
Q31RI9	215	25.56	28.44
Q31RJ0	613	21.89	24.17
Q31RJ1	671	21.59	23.12
Q31RJ2	395	23.69	25.23
Q31RJ4	112	22.24	23.99
Q31RJ5	408	22.06	24.25
Q31RJ6	72	22.89	24.47
Q31RJ7	378	22.17	24.66
Q31RJ9	452	21.5	23.62
Q31RK0	231	26.16	30.06
Q31RK1	120	24.57	26.58
Q31RK2	113	21.75	23.45
Q31RK3	102	21.61	23.55
Q31RK4	334	21.67	23.51
Q31RK5	427	22.42	24.55
Q31RK6	357	24.53	28
Q31RK7	421	22.02	24.12
Q31RK8	534	22.17	24.23
Q31RK9	165	22.49	24
Q31RL0	679	21.77	23.54
Q31RL1	490	21.88	23.93
Q31RL2	110	23.96	26.3
Q31RL3	112	23.57	25.82
Q31RL4	209	22.95	24.43
Q31RL8	293	23.71	25.42
Q31RL9	160	23.77	25.46
Q31RM0	242	23.12	25.03
Q31RM1	185	21.99	23.62
Q31RM2	91	23.11	25.26
Q31RM3	251	23.62	25.46
Q31RM4	306	22.15	24.68
Q31RM5	464	21.79	23.96
Q31RM6	199	22.82	24.57
Q31RM7	824	22.15	24.22
Q31RM8	110	20.29	22.01
Q31RM9	146	24.6	26.8
Q31RN0	249	23.87	27.38
Q31RN1	408	22.56	24.5
Q31RN2	426	23.53	25.16
Q31RN3	856	22.08	23.85
Q31RN4	152	24.67	26.02
Q31RN5	75	23.15	23.94
Q31RN6	256	23.06	24.69
Q31RN7	155	20.9	23.41
Q31RN8	261	22.63	23.88
Q31RN9	396	25.66	28.74
Q31RP0	377	25.19	28.22
Q31RP1	359	22.14	24.69
Q31RP2	353	22.37	24.34
Q31RP3	844	24.44	26.31
Q31RP4	47	23.68	27.09
Q31RP5	369	22.6	26.31
Q31RP6	455	22.1	23.88
Q31RP7	163	23.14	25.58
Q31RP8	112	22.63	24.92
Q31RP9	393	24.69	27.28
Q31RQ0	192	21.52	23.09
Q31RQ1	179	23.26	25.01
Q31RQ2	171	22.68	25.09
Q31RQ3	330	23.47	25.3
Q31RQ4	141	23.93	26.13
Q31RQ5	448	20.89	22.73
Q31RQ6	174	24.3	26.24
Q31RQ7	348	24.17	27.37
Q31RQ8	187	19.8	21.83
Q31RQ9	86	25.2	26.58
Q31RR0	208	22.52	24.59
Q31RR1	91	22.03	23.82
Q31RR2	67	26.41	30.22
Q31RR3	46	23.42	26.05
Q31RR4	136	24.72	25.68
Q31RR5	288	22.69	24.42
Q31RR6	345	21.5	23.96
Q31RR7	252	22.16	24.93
Q31RR8	106	22.34	23.41
Q31RR9	55	24.31	25.66
Q31RS0	252	23.33	24.91
Q31RS1	338	22.68	24.6
Q31RS2	129	25.97	28.03
Q31RS3	307	24.07	27.28
Q31RS4	181	24.54	26.28
Q31RS5	362	21.56	23.1
Q31RS6	491	23.27	25.3
Q31RS7	133	23.46	25.53
Q31RS8	199	22.03	23.87
Q31RS9	923	23.63	25.36
Q31RT0	56	23.34	23.24
Q31RT1	462	23.06	25.14
Q31RT2	338	24.38	25.98
Q31RT3	154	23.68	25.36
Q31RT4	368	22.05	23.53
Q31RT5	483	26.68	29.85
Q31RT6	250	23.9	26.06
Q31RT7	178	25.3	28.33
Q31RT8	308	24.26	27.02
Q31RT9	478	22.68	24.64
Q31RU1	493	23.66	25.47
Q31RU2	142	19.33	22.62
Q31RU3	953	22.67	24.73
Q31RU4	74	22.97	24.02
Q31RU5	158	26.45	30.18
Q31RU6	382	22.52	25.33
Q31RU7	374	22	23.89
Q31RU8	575	23.69	25.58
Q31RU9	578	22.42	24.14
Q31RV0	347	22.68	25.35
Q31RV1	83	22.86	25.31
Q31RV2	508	22.18	24.09
Q31RV3	363	23.94	27.04
Q31RV4	129	23.56	25.88
Q31RV5	241	22.73	24.48
Q31RV6	457	23.98	26.64
Q31RV7	290	24.06	26.85
Q31RV8	117	23.72	26.82
Q31RV9	325	22.87	25.11
Q31RW0	262	28.59	31.89
Q31RW1	133	22.73	23.81
Q31RW2	70	23.18	26.97
Q31RW3	292	21.22	22.77
Q31RW4	289	22.44	24.31
Q31RW5	97	23.8	25.35
Q31RW6	372	22.26	24.34
Q31RW7	84	21.52	22.52
Q31RW8	723	22.84	25.29
Q31RW9	227	19.85	21.21
Q31RX0	76	23.16	24.55
Q31RX1	317	22.27	24.16
Q31RX2	166	24.92	27.05
Q31RX3	139	23.1	25.47
Q31RX4	249	23.38	25.12
Q31RX5	116	22.8	24.94
Q31RX6	180	22.9	24.23
Q31RX7	311	22.45	24.29
Q31RX8	144	24.18	24.73
Q31RX9	391	22.36	24.69
Q31RY0	172	21.69	22.13
Q31RY1	543	22.47	24.91
Q31RY2	76	23.88	26.64
Q31RY3	205	22.88	24.74
Q31RY4	93	21.11	22.78
Q31RY5	365	24.62	27.97
Q31RY6	796	22.56	24.49
Q31RY7	388	24.8	27.39
Q31RY8	185	23.54	24.92
Q31RY9	514	23.39	25.45
Q31RZ0	110	25.3	27.58
Q31RZ1	231	22.61	24.61
Q31RZ2	107	20.99	23.67
Q31RZ3	150	25.34	28.15
Q31RZ4	326	23.38	25.97
Q31RZ5	464	21.97	24.73
Q31RZ6	314	23.68	26.56
Q31RZ7	132	26.39	28.23
Q31RZ8	612	22.75	24.67
Q31RZ9	200	23.77	25.35
Q31S00	387	24.06	25.81
Q31S01	435	23.39	24.58
Q31S02	211	23.28	25.28
Q31S03	435	25.37	28.49
Q31S04	279	24.71	26.27
Q31S05	349	22.47	24.14
Q31S06	941	24.55	26.82
Q31S07	195	20.94	22.94
Q31S08	143	22.87	24.1
Q31S09	432	20.82	22.31
Q31S11	258	21.95	24.58
Q31S12	209	22.6	24.58
Q31S13	199	23.34	24.59
Q31S14	29	22.6	23.88
Q31S15	525	23.39	26.21
Q31S16	408	23.04	24.77
Q31S17	161	22.89	24.16
Q31S18	185	22.21	23.72
Q31S19	494	22.49	24.58
Q31S20	443	25.17	27.94
Q31S21	324	22.52	24.25
Q31S22	171	22.67	23.47
Q31S23	123	25.34	28.76
Q31S24	30	25.54	30.88
Q31S25	484	23.79	25.33
Q31S26	531	22.77	24.66
Q31S27	185	23.33	24.19
Q31S28	168	22.89	25.27
Q31S29	86	23.33	23.83
Q31S30	472	21.88	24.1
Q31S31	192	23.28	25.09
Q31S32	574	22.46	24.76
Q31S33	258	22.85	24.88
Q31S34	125	21.8	23.65
Q31S35	187	23.6	25.03
Q31S36	444	23.38	25.45
Q31S37	184	22.44	23.96
Q31S38	109	21.81	23.47
Q31S39	594	21.31	23.51
Q31S40	1263	22.86	24.74
Q31S41	173	20.95	23.83
Q31S42	249	23.72	25.39
Q31S43	311	21.99	23.26
Q31S44	215	21.5	23.2
Q31S45	115	23.23	25.57
Q31S46	203	23.78	25.25
Q31S47	327	22.35	24.38
Q31S48	244	22.76	24.91
Q31S49	240	23.39	25.11
Q31S50	503	24.29	27.12
Q31S51	694	24.38	26.45
Q31S52	228	23.07	25.15
Q31S55	582	23.62	25.98
Q31S56	69	22.81	24.22
Q31S57	407	21.66	24.54
Q31S58	148	20.97	22.71
Q31S59	149	23.23	24.38
Q31S60	229	21.66	23.4
Q31S61	253	22.52	24.89
Q31S62	437	23.05	24.89
Q31S63	117	23.32	24.95
Q31S64	398	23.51	25.29
Q31S65	217	23.96	25.45
Q31S66	399	22.42	24.25
Q31S67	186	24.02	25.07
Q31S68	98	21.62	22.64
Q31S69	329	21.85	23.23
Q31S70	269	23.98	27.77
Q31S71	504	22.67	24.74
Q31S72	184	22.91	24.4
Q31S73	55	23.61	26.24
Q31S74	146	24.04	24.82
Q31S75	257	25.09	27.1
Q31S76	368	23.96	25.7
Q31S77	92	24.51	26.48
Q31S78	81	22.28	24.49
Q31S79	181	22.91	24.26
Q31S80	410	23.02	25.22
Q31S81	375	24.62	26.98
Q31S82	227	25.66	28.59
Q31S83	255	23.17	25.24
Q31S84	382	24.69	27.84
Q31S85	172	25.57	28.15
Q31S86	633	24.3	27.29
Q31S87	848	23.97	26.27
Q31S88	144	20.45	23.78
Q31S89	144	20.42	23.7
Q31S90	788	24.08	25.85
Q31S91	447	23.93	26.37
Q31S92	451	23.97	25.7
Q31S93	660	22.9	24.48
Q31S94	121	24.45	25.79
Q31S95	78	24.68	26.94
Q31S96	434	23.45	26.96
Q31S97	125	23.15	25.31
Q31S99	158	23.9	25.47
Q31SA0	67	25.32	26.41
Q31SA1	261	24.38	25.45
Q31SA2	252	22.54	24.65
Q31SA3	37	25.83	29.36
Q31SA4	110	24.46	26.49
Q31SA5	117	23.35	25.32
Q31SA6	424	23.21	25.49
Q31SA7	210	22.25	24.54
Q31SA8	273	22.84	24.36
Q31SA9	222	25.09	26.43
Q31SB0	388	22.18	24.04
Q31SB1	325	22.26	24.33
Q31SB2	568	22.81	24.55
Q31SB3	396	24.98	26.17
Q31SB4	354	23.18	26.96
Q31SB5	389	23.22	25.66
Q31SB6	246	22.45	24.33
Q31SB7	200	23.65	24.7
Q31SB9	728	21.85	23.95
Q31SC0	187	22.12	24.37
Q31SC1	194	25.57	28.03
Q31SC2	223	23.29	25.49
Q31SC3	114	26.27	30.78
Q31SC4	235	21.25	23.04
Q31SC5	107	23.1	24.72
Q31SC6	158	22.04	22.69
Q31SC7	208	25.23	28.23
Q31SC8	400	22.62	24.86
Q31SC9	107	25.59	27.54
Q31SD0	116	21.15	22.37
Q31SD1	137	21.27	23.2
Q31SD2	531	24.73	28
Q31SD5	290	22.7	23.77
Q44115	273	21.58	23.6
Q44116	207	20.54	22.67
Q54704	414	20.48	22.44
Q54705	446	21.28	22.83
Q54709	445	22.4	24.15
Q54710	160	25.32	28.76
Q54711	215	26.87	29.9
Q54731	233	21.91	23.82
Q54732	65	22.08	22.96
Q54734	402	23.21	25.49
Q54755	453	22.76	24.63
Q54756	574	24.03	26.94
Q54757	327	21.71	23.69
Q54760	185	22.8	25.31
Q54761	158	21.75	23.48
Q54762	1000	21.45	21.76
Q54763	409	22.12	24.16
Q54764	231	23.71	25.92
Q54765	341	23.37	25.56
Q54766	327	22.12	23.97
Q54767	245	21.36	23.79
Q54769	213	22.6	24.22
Q54771	102	23.47	26.15
Q54772	120	22.61	24.17
Q54773	113	24.19	25.74
Q54774	128	24.88	26.26
Q54775	546	22.91	24.74
Q54776	305	22.89	24.82
Q54777	145	22.33	24.08
Q54975	395	21.89	23.67
Q55019	72	22.52	24.99
Q55024	176	23.33	25.65
Q55025	339	22.88	25.08
Q55026	182	23.43	26.15
Q55027	393	25.03	28.71
Q55032	306	23.05	25.11
Q55038	493	22.3	24.24
Q55039	212	22.53	24.43
Q55041	777	21.85	23.88
Q55106	278	25.48	28.65
Q55107	663	23.2	25.26
Q55108	278	23.62	25.42
Q55235	166	23.33	25.56
Q55244	147	24.01	25.93
Q55267	420	22.06	23.76
Q55276	411	24.24	25.95
Q55283	349	22.49	24.2
Q55309	232	23.98	25.58
Q55311	485	22.05	23.87
Q55357	948	22.91	24.84
Q56002	244	22.53	24.56
Q56207	403	22.3	24.15
Q56208	319	21.07	23.18
Q56209	90	20.88	23.67
Q56210	165	23.55	24.62
Q56211	327	23.22	25.26
Q57311	136	21.9	23.89
Q59943	344	22.89	24.95
Q59948	146	24.05	27.03
Q59966	329	21.32	23.42
Q59967	319	22.71	24.72
Q59984	207	20.96	22.31
Q59988	331	22.73	25.01
Q6BBK3	75	20.49	20.97
Q6V1L5	301	22.1	24.03
Q6VYY4	715	23.38	26.34
Q71MI7	127	22.7	24.9
Q79AV0	100	24.05	25.26
Q79AV1	45	26.44	30.23
Q79N42	638	23.4	25.62
Q79PE8	82	27.32	28.88
Q79PE9	114	22.5	24.98
Q79PF0	86	24.79	26.18
Q79PF1	138	22.87	25.17
Q79PF2	167	22.47	25.3
Q79PF3	335	22.26	24.1
Q79PF4	519	23.21	25.42
Q79PF5	102	23.2	26.59
Q79PF6	284	23.43	25.24
Q79PF9	125	22.24	25.12
Q79PG0	269	26.87	29.85
Q79PG5	285	23.55	25.41
Q7BW13	263	25.41	29.14
Q7X386	89	24.91	27.33
Q7X4K8	198	23.44	26.11
Q8GA98	542	22.24	24.33
Q8GAA0	636	22.74	24.8
Q8GAA2	232	24.13	25.94
Q8GAA4	227	22.55	24.47
Q8GAA5	351	24.19	26.94
Q8GAA6	384	23.47	24.97
Q8GIR7	213	21.21	22.81
Q8GIR9	462	22.29	24.14
Q8GIS0	53	25.33	28.61
Q8GIS1	466	22.47	24.33
Q8GIS3	298	21.99	23.94
Q8GIS4	124	23.63	25.7
Q8GIS6	300	24.86	27.15
Q8GIS7	410	19.98	22.15
Q8GIS8	197	21.22	23.77
Q8GIT0	230	21.43	24.03
Q8GIT1	197	21.47	23.55
Q8GIT2	526	21.72	24.36
Q8GIT3	72	21.85	24.46
