Protein.Name	Gene.Name	ZT00	ZT03	ZT06	ZT09	ZT12	ZT15	ZT18	ZT21	ZT24	ZT27	ZT30	ZT33	ZT36	ZT39	ZT42	ZT45
	Cald1	-0.135009441	-0.09895848	-0.23780843	-0.142478791	-0.197110515	-0.185612862	-0.239886801	-0.169540231	-0.198996966	-0.301119353	-0.228849468	-0.161823203	-0.141171172	-0.147697444	-0.257734802	-0.332965663
39S ribosomal protein L27, mitochondrial	Mrpl27	-0.121148056	-0.027154052	-0.151728955	0.060457456	-0.069702167	-0.022474347	0.020340448	0.025573479	0.096067074	0.06973954	0.108580813	0.195384676	0.025984716	0.020164877	-0.120882733	-0.046141782
	Pkp2	0.658037017	0.146674973	0.068513602	0.031901873	0.47343034	-0.143524033	-0.131457785	0.091156356	-0.047538389	-0.140124224	0.20217353	-0.235481995	-0.080384787	-0.011495639	-0.360083296	-0.143001506
Aldehyde dehydrogenase X, mitochondrial	Aldh1b1	0.333952434	-0.02446153	0.080286181	0.394069557	0.209795144	0.121847535	0.25721766	-0.032383005	0.052580703	0.375477942	0.295428997	0.444046452	0.336026972	0.465181381	0.145094724	0.492362638
Sterol 26-hydroxylase, mitochondrial	Cyp27a1	0.638186732	0.630907674	0.76667637	0.667355074	0.851104932	0.633389625	0.661181982	0.77494723	0.632964484	0.90465615	0.82449456	0.839389547	0.879780788	0.612438937	0.877552565	0.72936342
Peroxisomal acyl-coenzyme A oxidase 3;Acyl-coenzyme A oxidase	Acox3	0.029484977	0.488349801	0.508013541	0.434792794	0.060893809	0.615928083	0.2272022	0.466038035	0.388940962	0.457018926	0.367471192	0.467014842	0.311094559	0.247405533	0.326190335	0.183752563
High mobility group nucleosome-binding domain-containing protein 5	Hmgn5	-0.281905924	-0.188780698	-0.219338923	-0.304861451	-0.112499976	-0.287708686	-0.260507478	-0.302055788	-0.094100916	-0.328721595	-0.207143205	-0.333423734	-0.123931008	-0.154971988	-0.158207748	0.117771724
DnaJ homolog subfamily A member 2	Dnaja2	0.022859315	0.135459231	0.055801223	0.049919841	0.1082231	0.172798825	0.0632735	0.168106549	0.153205841	0.155421518	0.117286529	0.156016156	0.113223565	-0.129217064	0.031533182	0.193403723
Mitochondrial dicarboxylate carrier	Slc25a10	0.584219704	0.496447724	1.032034625	0.528406717	0.748190032	0.579382861	0.676664521	0.768297265	0.735475579	0.715983434	1.303293921	0.856606581	0.242293983	0.665843655	0.86422875	0.635360337
Calcium-binding mitochondrial carrier protein Aralar2	Slc25a13	0.326968288	0.160685337	0.566698661	0.14357995	0.489422851	0.305217847	0.296810685	0.399444781	0.366020182	0.507787878	0.59867536	0.406196876	-0.069014678	0.310897686	0.3957009	0.125163697
Lysosomal protective protein;Lysosomal protective protein 32 kDa chain;Lysosomal protective protein 20 kDa chain	Ctsa	0.493276205	0.497526816	0.602898024	0.482673908	0.537801063	0.466456586	0.595598203	0.449296304	0.23878282	0.580008146	0.467932448	0.468790737	0.631756871	0.506721584	0.594835386	0.585799507
	2210016F16Rik	-0.046141782	-0.011209361	-0.073408955	-0.100708589	-0.073683154	-0.132379425	-0.057831475	-0.205267382	-0.053111336	-0.295605489	0.223138006	-0.10795563	-0.096126889	-0.060185765	-0.293488202	0.006521271
Transcriptional activator protein Pur-beta	Purb	0.02365103	-0.116630912	-0.283921772	-0.046421211	0.114769268	-0.012497163	-0.110897723	-0.278817403	-0.161565256	-0.223051788	-0.027154052	-0.195977459	-0.067914014	-0.187007567	-0.178746506	-0.092883966
Hepatocyte nuclear factor 1-alpha	Hnf1a	-0.175556536	0.031533182	-0.199750857	-0.162338958	-0.359296259	-0.446679711	-0.162467868	-0.28557977	-0.430606431	-0.248534836	-0.013497992	-0.286289758	-0.305562016	-0.204391163	-0.027720258	-0.042504263
Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1	Opa1	0.160765972	0.027954407	0.286620909	0.045267665	0.231599684	0.209878572	0.134952211	0.245728179	0.211030372	0.334334362	0.276537549	0.183228286	-0.14182513	0.106451397	0.235806735	0.070511962
Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform	Ppp3ca	-0.269990634	0.138409821	-0.331819848	-0.447526301	-0.059216817	-0.434774991	0.185064089	-0.327687364	-0.455649427	0.727498979	-0.249141903	-0.352984458	-0.007051943	-0.197110515	0.626201472	0.281579188
	Dnm2	0.03296423	0.129954928	0.029543878	-0.03801469	0.132150968	0.116973587	0.054182574	-0.017636903	-0.010063683	-0.105275783	-0.009347172	0.090818301	0.039532772	-0.008200014	-0.084472517	0.025720336
Sorting nexin-33	Snx33	-0.065296567	-0.092748686	0.006869129	-0.109026176	-0.032665112	-0.101112158	-0.070938821	-0.088820033	-0.146915848	0.145844727	-0.078473209	-0.138290234	-0.054223347	-0.094506339	-0.091124334	-0.06681251
Small glutamine-rich tetratricopeptide repeat-containing protein alpha	Sgta	-0.278222698	-0.125254339	-0.326882449	-0.120750053	-0.260989139	-0.145612247	-0.21685836	-0.221072783	-0.236706902	-0.135666197	-0.315102453	0.073378079	-0.16079114	-0.157819839	-0.213005039	-0.186120184
Nuclear pore complex protein Nup133	Nup133	-0.344601283	-0.282499113	-0.326767425	-0.3305584	-0.177726483	-0.068877141	-0.213005039	-0.341188772	0.063740862	-0.263274835	-0.153156788	-0.067638717	-0.029700234	-0.262312878	-0.023752136	-0.013783815
Carboxymethylenebutenolidase homolog	Cmbl	-0.088141597	-0.008486889	0.121376661	0.030074091	-0.014069583	0.026572402	-0.039419183	-0.024035935	0.166842732	0.063695627	0.034544456	0.024413833	-0.05004888	0.01177705	0.027013323	0.161395086
Cytochrome b-c1 complex subunit 9	Uqcr10	0.287060919	0.176560404	0.374318039	0.180773275	0.37300959	0.261206227	0.24689185	0.295110334	0.270486384	0.28119344	0.465539918	0.311470482	0.014587008	0.260272847	0.245711073	0.133843724
Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial	Coq4	0.275838712	0.228334117	-0.156784908	0.093879047	0.367508417	0.026513623	0.248159265	0.213018971	0.07345398	0.136981363	0.106001047	0.108907498	0.460627748	0.129481401	-0.159629186	-0.542505701
Protein TBRG4	Tbrg4	0.142082684	0.224974751	0.188315253	0.182949842	0.132135157	0.228807419	0.217474011	0.200979026	0.118946257	0.309806422	0.258735814	0.375964631	0.129150025	0.088745607	0.136521383	0.358065605
Ubiquitin-conjugating enzyme E2 variant 2	Ube2v2	0.081751172	-0.004609253	0.366392096	-0.067638717	0.395852747	-0.096261853	0.126816765	-0.04194383	0.237812792	0.012228021	-0.031959741	0.207711011	-0.067638717	0.065400468	-0.109561152	-0.076422275
PERQ amino acid-rich with GYF domain-containing protein 2	Gigyf2	0.157704977	0.407325304	0.199785511	0.208560974	0.183408485	0.418137813	0.418986265	0.196558022	0.201377084	0.205430254	0.362473216	0.604608106	0.49997303	0.180070275	0.47738175	0.421747183
DNA topoisomerase 1	Top1	0.165612385	0.264599135	0.259754563	-0.153805336	0.140141738	0.275297347	-0.001009533	0.111134036	-0.002162421	-0.142217362	0.065536338	-0.101650076	-0.054362288	-0.289244285	-0.258096758	-0.193456366
Aldehyde dehydrogenase family 8 member A1	Aldh8a1	-0.084608575	-0.088005871	-0.055750964	-0.098823768	-0.065296567	-0.099227866	-0.128425389	-0.141171172	-0.11516645	-0.09895848	-0.057970069	-0.084200362	-0.089769309	-0.078473209	-0.056583528	-0.04949137
28S ribosomal protein S35, mitochondrial	Mrps35	0.105954467	0.212968804	0.222161609	0.251263994	0.213788408	0.134097018	0.180168348	0.429051395	0.047263877	0.070057546	0.192150524	0.172197231	0.267374784	0.158928596	0.190898414	-0.015354834
StAR-related lipid transfer protein 5	Stard5	0.097193197	0.000302998	-0.035201596	0.05292488	0.404954714	0.074334718	-0.001730196	0.226965792	0.239446899	-0.091395186	0.010279671	0.172115954	-0.070938821	0.197930891	-0.001009533	0.276624927
Transmembrane emp24 domain-containing protein 2	Tmed2	0.197169863	-0.437334286	0.433525776	0.344868027	0.095882041	0.117427375	0.341866225	0.405317697	0.450439251	0.128471729	0.322180589	-0.036749476	-0.013926706	-0.718789028	-0.126179949	0.063469472
Translation initiation factor eIF-2B subunit alpha	Eif2b1	0.126281279	-0.269272578	0.163510274	0.48517582	0.182917087	-0.162210036	NA	NA	-0.082838815	NA	0.179106251	NA	0.170767421	NA	0.048516644	0.144711894
Protein KHNYN	Khnyn	0.098598226	-0.810895482	NA	NA	-0.00273852	NA	-0.459221757	NA	-0.989575021	NA	0.543256921	NA	NA	NA	NA	-0.728921827
Protein EFR3 homolog A	Efr3a	0.104619817	0.20243911	0.038747116	-0.183835831	-0.010636636	-0.157173094	0.311649528	-0.144960005	0.000533896	0.375028837	-0.313361959	-0.036749476	-0.036749476	NA	0.04428547	0.092832434
mRNA cap guanine-N7 methyltransferase	Rnmt	-0.009633819	-0.01834931	0.137187608	-0.355918372	0.108751925	-0.107420059	0.104914575	-0.279411863	0.042649964	NA	-0.136716384	0.861919514	0.095049691	0.067817853	0.015374195	-0.550014095
Indoleamine 2,3-dioxygenase 2	Ido2	0.272942154	0.26720115	0.295358177	0.450301261	0.391020482	0.202190127	0.174312048	0.039280723	0.209361397	0.563646241	0.110339562	0.566399537	0.403942665	0.315001778	0.669487492	0.346921634
40S ribosomal protein S25	Gm4963;Rps25	0.034352374	0.079417046	0.074653739	0.010599369	0.062610407	0.205097599	0.007333069	0.066321618	0.031651153	0.044106961	0.016045101	0.064344134	0.068785942	0.025118316	0.042055694	-0.041383179
	2810007J24Rik	1.20966167	1.273761674	1.306823081	1.291909904	1.312867627	1.416423152	1.344721453	1.329703496	1.336427665	1.25243214	1.228875047	1.336026972	1.314015013	1.162460366	1.357159825	1.160233859
Abhydrolase domain-containing protein 10, mitochondrial	Abhd10	NA	NA	NA	0.136616539	NA	NA	0.03343664	0.283281214	NA	NA	0.050502419	NA	0.076219481	NA	NA	0.317246939
Dihydropteridine reductase	Qdpr	0.016263942	0.065611828	0.034869577	0.117020524	0.054751892	0.034647896	-0.055889758	0.018045083	0.067334052	0.073560247	0.011675237	0.017285639	0.067318936	0.052266525	0.006767662	0.104294101
Epidermal growth factor receptor substrate 15-like 1	Eps15l1	-0.198619873	-0.248048998	-0.219091058	-0.2174789	-0.149779631	-0.158983251	-0.09423607	-0.152507948	-0.084472517	-0.313245852	-0.227248184	0.121251121	-0.123533772	-0.238053099	-0.160920188	-0.186627327
60S ribosomal protein L13a	Rpl13a;Rpl13a-ps1	0.033569533	0.219034852	0.201194627	0.085756962	-0.082293836	0.496732689	0.217943764	0.296527154	0.308698114	0.335681008	0.3377945	0.351792286	0.266090383	0.350927234	0.470888709	0.346573048
Disks large homolog 1	Dlg1	-0.115832299	-0.082566351	-0.222309979	0.011442549	-0.156267163	0.046831627	-0.184851546	-0.086919607	-0.086240276	-0.130271955	-0.132642643	-0.263515224	-0.085152681	0.016263942	-0.134483822	-0.150689643
Hormone-sensitive lipase	Lipe	0.178648973	-0.01948843	0.390925893	0.340075442	0.139664856	0.140968707	0.233684712	0.313799809	0.107243732	0.473330191	0.117505629	0.434363833	0.392932503	0.241287485	0.360397369	0.122632667
Protein canopy homolog 3	Cnpy3	0.102263915	0.077132348	0.195434235	0.078670314	-0.198996966	0.136553101	0.136124966	0.248964823	0.096468058	0.140571067	-0.051720116	0.155373315	-0.003746139	-0.083519749	-0.029276182	-0.262072288
Nucleolar RNA helicase 2	Ddx21	0.197649595	0.364180613	0.14974464	-0.033088169	0.24081007	0.358953452	0.133590476	0.235246218	0.104542259	0.261206227	0.004479301	0.089804612	-0.156008221	-0.069564695	-0.176578094	-0.240497517
ADP/ATP translocase 1	Slc25a4	-0.616169466	NA	-0.547153659	NA	NA	NA	-0.471447616	NA	-0.692605738	NA	0.442634026	NA	NA	NA	NA	-0.634872023
	Slc22a28;Slc22a30	NA	NA	NA	NA	0.121109901	NA	0.030840298	NA	0.144648099	NA	0.547657599	NA	NA	NA	NA	NA
Pescadillo homolog	Pes1	0.062173534	NA	NA	NA	-0.001297842	NA	0.091894205	NA	NA	NA	NA	NA	NA	0.01196615	NA	NA
Lethal(2) giant larvae protein homolog 2	Llgl2	0.386713532	0.210062131	0.256441948	0.164997605	0.377163334	0.19251318	0.082636991	0.245625547	-0.053667449	0.37401886	-0.013497992	0.200232963	0.458465337	0.018614929	0.181018588	-0.095991913
Host cell factor 1;HCF N-terminal chain 1;HCF N-terminal chain 2;HCF N-terminal chain 3;HCF N-terminal chain 4;HCF N-terminal chain 5;HCF N-terminal chain 6;HCF C-terminal chain 1;HCF C-terminal chain 2;HCF C-terminal chain 3;HCF C-terminal chain 4;HCF C-terminal chain 5;HCF C-terminal chain 6	Hcfc1	-0.082975027	-0.165944088	-0.243912759	-0.296193073	0.003625717	-0.2131295	-0.182819402	-0.217354814	-0.183962835	-0.210762894	-0.234501321	-0.110496882	-0.10634832	-0.212507085	-0.042644337	-0.149389449
Tight junction protein ZO-3	Tjp3	-0.279768422	0.113488871	-0.03801469	0.093494174	-0.533164621	-0.170822399	-0.105678078	-0.252415659	0.198741994	-0.185486004	-0.206893236	-0.346531462	0.006535764	-0.272620455	0.098799057	-0.08106688
	Arfgef1	-0.019203734	-0.067638717	-0.102053383	-0.035764654	-0.176195095	0.139601284	-0.14574266	-0.036468167	0.002917191	-0.077379741	-0.090582476	0.140268933	0.010003625	0.009916464	0.070860445	0.124172765
Oxysterol-binding protein;Oxysterol-binding protein-related protein 11	Osbpl11	-0.375400929	0.085772272	0.091433005	0.035801011	0.222212096	0.039725546	-0.011209361	0.146595121	-0.177854025	-0.029700234	0.012373526	-0.188654118	-0.071899932	0.138997486	-0.233151803	0.068619506
Carboxylesterase 3B	Ces3b	1.028881385	0.930875302	0.946137962	0.878321443	0.999278833	1.066427362	0.929500757	0.97417741	1.009553348	0.952042893	0.854283421	1.033215178	0.71177139	0.604366818	0.826488752	0.523794609
Tetranectin	Clec3b	0.151089676	-0.35038409	-0.653885489	-0.455123338	-0.522357116	-0.234378689	-0.430927517	-0.265316867	-0.253747285	-0.424707146	-0.682033871	-0.217106608	-0.385044426	-0.111832587	-0.805952766	-0.268434394
E3 ubiquitin-protein ligase RBX1	Rbx1	-0.05699963	-0.082157559	0.295482115	-0.200629898	-0.102053383	-0.371726122	0.010817385	-0.086919607	0.08505285	-0.308011315	-0.220701417	-0.089091319	-0.085696581	-0.049351959	0.025529424	-1.984844511
Peptidylprolyl isomerase domain and WD repeat-containing protein 1	Ppwd1	-0.15924166	0.222178437	-0.274410769	0.011384382	-0.073271836	0.342030796	0.129323593	0.016118044	-0.143524033	0.150240876	-0.127104965	0.0754592	0.345069591	-0.151599082	-0.025028794	-0.05004888
Solute carrier family 25 member 45	Slc25a45	0.303917134	-0.473111505	0.512884148	-0.078746447	0.497058432	0.504836993	0.408665263	0.304148682	0.322000231	0.068543859	0.493540232	0.099602657	0.04820335	0.347215245	0.256838371	-0.297250121
Transcription elongation regulator 1	Tcerg1	-0.140516919	-0.106214296	-0.158595552	-0.211510663	-0.080384787	-0.192320435	-0.117695043	-0.135928816	-0.39088776	-0.074368422	-0.143262793	-0.155231116	0.021965492	-0.117695043	-0.021906077	-0.003746139
	4921530L21Rik	-0.020199923	0.112942706	0.244240732	0.142401121	0.233413319	0.610102838	0.218850148	0.0069851	0.062987127	0.043631045	0.018103519	-0.148218272	-0.125651102	0.019579795	0.132245836	0.065174046
6-phosphogluconolactonase	Pgls	-0.051163253	-0.004321606	-0.056444801	0.007811664	-0.032665112	-0.047398789	-0.072174417	-0.038997979	-0.019773069	-0.131721171	-0.064193062	-0.108491003	0.068861602	-0.039980598	-0.02644598	-0.06474492
Elongation factor Ts, mitochondrial	Tsfm	0.018936479	0.018600314	-0.13211616	0.195549878	0.068195936	0.132245836	0.095589123	0.098551885	0.051040392	-0.007051943	0.00405968	-0.255077682	-0.09017595	0.19669029	-0.048375705	-0.160145725
Ras suppressor protein 1	Rsu1	-0.175556536	-0.232292362	-0.21200896	-0.165300975	-0.000865357	-0.163756333	-0.129085148	-0.27727066	-0.18599337	-0.317882883	-0.155101558	-0.390007262	-0.190298792	-0.267835392	-0.177088602	-0.304861451
Endoplasmic reticulum aminopeptidase 1	Erap1	0.293323583	0.100221117	0.101567181	0.126360014	0.053912976	0.03526869	0.198212243	0.15121784	0.10169102	0.201360496	0.14683469	0.200299264	0.031400477	0.185671073	0.18285158	0.01412073
CD2-associated protein	Cd2ap	0.012111628	-0.126708602	-0.126840735	-0.150689643	-0.04851521	-0.112900262	-0.051302489	-0.159758338	-0.097206246	-0.207643013	-0.137241192	-0.150169706	-0.135666197	-0.128821281	-0.038436182	-0.201257457
SUMO-activating enzyme subunit 2	Uba2	0.173237984	0.130365444	0.243830672	0.111383373	0.797463169	0.213654563	0.10169102	0.203651438	0.292068873	0.319405585	0.312778026	0.31944159	-0.084608575	0.472589305	0.21442434	-0.0739573
Serine-threonine kinase receptor-associated protein	Strap	-0.007626092	0.043021507	-0.064606975	-0.015069322	-0.121413331	0.067515458	-0.011209361	0.013756555	-0.077242999	-0.029841557	-0.118359726	-0.040962548	-0.041102772	-0.095046725	-0.048933645	-0.035905384
DCN1-like protein 1	Dcun1d1;Tes3-ps	NA	0.1634618	0.065204233	-0.081884967	0.43944155	-1.667301759	-0.640620928	-0.657822903	0.323840933	NA	-0.440208075	-1.308593869	-0.139862368	NA	-0.638490942	-0.151079473
Protein mago nashi homolog;Protein mago nashi homolog 1-related	Magoh;Magoh-rs1	-0.09990111	0.035313042	-0.134352387	0.040467223	0.035327827	-0.08841301	-0.026304324	-0.05699963	-0.202386375	0.205846182	0.039977673	0.017636102	-0.104470858	-0.024319679	-0.064331046	0.022932603
60S ribosomal protein L5	Rpl5	0.00785518	0.055891201	0.080881154	-0.027861775	0.095573707	0.194938724	0.064947659	0.082530053	0.070663466	0.147809349	0.030442409	0.200150091	0.057256558	0.10621844	0.113941565	0.05334399
Transcription elongation factor B polypeptide 1	Tceb1	-0.040261223	0.045937727	-0.049351959	-0.138028045	0.011369841	-0.001297842	-0.121413331	0.08676781	-0.213005039	-0.183581791	-0.127237062	-0.198619873	-0.117828004	-0.293958979	-0.15263774	0.111554817
Protein ETHE1, mitochondrial	Ethe1	0.484630679	0.572265117	0.460071957	0.664882667	0.813347321	0.50754174	0.615419644	0.513398885	0.542941598	0.739203506	0.687706583	0.850324407	0.742023884	0.679503769	0.802008834	0.967616995
Sorcin	Sri	0.222346737	0.579339748	0.077588999	0.220765498	1.407287038	0.450675836	0.108285305	0.30612726	-0.010063683	0.043512091	0.418484847	0.026072854	0.042308229	0.143245319	0.302493041	0.024032381
Protein RER1	Rer1	0.077726022	-0.131852846	0.204931299	-0.135272179	-0.097475959	0.053853072	-0.027295624	0.293429665	0.128881823	0.373775823	0.224738708	0.300483902	-0.187007567	0.325304342	0.213771677	0.161314415
Transcriptional regulator ERG	Erg	NA	NA	NA	NA	NA	NA	0.589615474	NA	NA	NA	NA	NA	0.222683394	NA	0.441066284	0.381704954
Rab GTPase-activating protein 1	Rabgap1	0.003162967	0.036733047	-0.193708673	-0.279887255	-0.071899932	-0.005615567	-0.058801354	-0.12763328	-0.161049225	-0.049351959	0.144616202	-0.195851509	0.034751343	-0.234010733	0.017811366	0.124503
3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2;3-beta-hydroxy-Delta(5)-steroid dehydrogenase;Steroid Delta-isomerase	Hsd3b2	0.816443615	0.243471965	0.963531833	0.378794419	0.830511079	0.493621481	0.705170489	0.686475506	0.96434794	0.880683668	0.729411258	1.201211213	1.055591295	0.172880141	0.754747748	0.292846311
Ubiquitin-like modifier-activating enzyme 1	Uba1	-0.012068023	0.021350396	-0.055334502	-0.039699918	-0.008486889	-0.027578727	-0.017066724	-0.058385771	-0.09936254	-0.089362553	-0.12895322	-0.013355059	-0.020484422	-0.067776372	-0.029417547	-0.003026483
Core histone macro-H2A.1	H2afy	0.133986196	0.132925909	0.027145626	0.004088615	0.17349829	0.150048764	0.131913824	0.082468949	0.048337611	0.051414103	0.040126004	0.117067463	0.049382285	0.1231668	0.132830996	-0.173511248
Gamma-glutamyltransferase 5;Gamma-glutamyltransferase 5 heavy chain;Gamma-glutamyltransferase 5 light chain	Ggt5	NA	NA	NA	0.298956696	NA	0.196624155	NA	NA	0.229974436	NA	0.170929828	NA	-0.071899932	NA	-0.168000125	0.043660786
Serum amyloid P-component	Apcs	NA	NA	NA	NA	NA	-0.702657543	NA	NA	-0.625831558	-0.366587995	NA	-1.177216201	NA	-0.761880954	NA	NA
Aldehyde dehydrogenase, cytosolic 1	Aldh1a7	0.614513741	0.58532322	0.668524074	0.614602097	0.62071175	0.593223898	0.403980842	0.585951085	0.600205468	0.6325842	0.581496985	0.597015936	0.554358039	0.733243438	0.472208998	0.686220131
NudC domain-containing protein 1	Nudcd1	-0.149909668	-0.028003278	-0.023894043	0.018541859	-0.213253951	0.118116155	-0.102456577	0.0473086	-0.165172318	0.095404152	-0.075464174	0.121298197	0.101365965	0.135744509	-0.120219212	0.036511079
Nck-associated protein 1	Nckap1	0.045669665	NA	0.005333391	0.145046865	0.449907077	0.168446996	0.644149267	0.02385636	-0.190425227	-0.038576651	0.373831905	-0.014498127	NA	-0.127104965	NA	-0.58168868
ERI1 exoribonuclease 3	Eri3	0.150417001	0.097332095	0.129702361	-0.069839625	0.175126265	0.214139809	0.325665906	0.012868352	0.172750038	0.150785332	NA	0.099077175	0.034130772	0.075094407	NA	NA
Ryanodine receptor 2	Ryr2	-0.130008304	-0.093154488	-0.018918982	-0.078883047	0.164318416	0.242686536	2.483904145	-0.045722536	NA	-0.173511248	NA	-0.035764654	-0.198619873	-0.10795563	NA	-0.298071735
Phosphatidylinositol 3-kinase regulatory subunit alpha	Pik3r1	-0.183708817	-0.18497846	-0.797843067	NA	-0.176067406	-0.269152867	-0.543297901	-0.29971356	0.880019731	NA	-0.31973353	NA	-0.212507085	-0.525166845	-0.07299756	-0.042644337
Serine/arginine repetitive matrix protein 2	Srrm2	-0.077379741	-0.203389117	0.026719361	-0.189539944	-0.041523362	0.2612581	-0.195221593	0.03602287	-0.316956668	NA	-0.033370138	NA	-0.031112841	NA	-0.070114503	-0.032524066
Retinoblastoma-binding protein 5	Rbbp5	-0.494364405	-0.293958979	-0.075190314	-0.23572706	-0.381394132	-0.322505058	-0.107152199	0.028042665	0.016293123	NA	-0.211635253	-0.333423734	-0.054084393	NA	NA	0.227134651
DNL-type zinc finger protein	Dnlz	-0.017494379	-0.161307264	0.036807044	0.033791048	0.302955717	0.078304708	-0.154453593	0.054242492	0.112225204	NA	0.259840931	NA	-0.000432744	NA	-0.252415659	0.05313442
Mitochondrial carrier homolog 2	Mtch2	0.025984716	-0.141694362	0.492058244	-0.131589484	0.513769609	0.161136955	0.051488857	0.218396885	0.19492221	0.289298243	0.299684581	0.195450755	-0.173127433	-0.065296567	-0.011352507	-0.032665112
Alcohol dehydrogenase [NADP(+)]	Akr1a1	0.352178967	0.366057369	0.431714898	0.354888635	0.348537235	0.36944542	0.351092842	0.369072718	0.204632009	0.336719148	0.398512654	0.335007528	0.328851584	0.278408601	0.354870184	0.341244681
Scavenger receptor class B member 1	Scarb1	NA	-0.080521232	0.01829345	-0.07299756	-0.09963185	0.121439435	0.197120244	0.04684653	-0.174917695	-0.032383005	0.075687242	0.12109421	-0.1728715	0.353763597	0.03985902	NA
Hepatitis A virus cellular receptor 2 homolog	Havcr2	0.106358209	0.319765674	NA	0.268347524	NA	0.529385048	0.355257691	0.099958239	0.088224064	0.208244263	0.219605904	0.279143697	0.173595917	0.019901561	0.089835319	0.044047463
Long-chain-fatty-acid--CoA ligase 3	Acsl3	NA	0.357289188	0.107647835	-0.283921772	-0.101112158	-0.417812018	-0.247198389	-0.210014738	-0.020199923	-0.493442391	-0.322620422	NA	-0.601886645	-0.054084393	-0.600079412	1.234227653
Protein transport protein Sec61 subunit beta	Gm10320;Sec61b	-0.166972472	-0.023894043	0.018220396	-0.090040415	-0.420078116	-0.043764442	-0.078063256	0.14084145	-0.044324169	NA	0.09340182	1.265830171	-0.205017088	NA	-0.322851124	-0.403594951
Brain protein 44-like protein	Gm3452;Brp44l	NA	-0.424277164	-0.287117636	-0.55758164	NA	-0.45143533	-0.457751869	-0.304627854	-0.298423712	-0.252900029	-0.102053383	-0.299361898	-0.643763854	-0.401958066	-0.168385305	-0.534958027
Mitochondrial carrier homolog 1	Mtch1	0.039532772	0.139283464	0.50971741	-0.03801469	0.269338309	0.327348371	-0.159112461	0.25787303	0.31268843	0.348831175	0.281666872	0.111009384	-0.360420466	0.064268712	NA	NA
Serine/threonine-protein phosphatase 1 regulatory subunit 10	Ppp1r10	1.071299956	-0.569782712	-0.139731422	1.159073567	-0.131589484	1.009030622	2.398969131	0.784010846	0.37650767	0.780661077	1.820463472	NA	0.194691033	NA	0.729387339	2.574154023
Phosphorylated adapter RNA export protein	Phax	-0.499986164	-0.103799743	-0.209390977	-0.535057595	-0.659650603	NA	-0.370387504	-0.317535622	NA	-0.127369147	-0.343805752	0.00898707	-0.088955682	-0.211386062	-0.359858472	-1.671565126
A-kinase anchor protein 10, mitochondrial	Akap10	-0.20451637	0.223306418	-0.134352387	0.075413596	-0.301821736	0.075960941	-0.132642643	-0.101784524	0.027028023	-0.036890111	NA	0.509799575	0.013741989	NA	-0.000721167	-0.192699178
Exocyst complex component 1	Exoc1	-0.022758398	NA	0.150737283	-0.028569152	0.151057637	0.116864073	0.132245836	0.338998388	-0.261831659	0.012970249	-0.081884967	NA	-0.220949004	0.114035243	0.287465846	-0.021195425
Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	Fnta	-0.73135705	0.197037551	0.677425722	0.073332541	-0.370387504	0.035194772	-0.115033243	-0.167357928	-0.400647221	NA	-0.009777122	0.470268991	-0.014640947	-0.012926174	NA	0.350099479
Interferon-induced protein with tetratricopeptide repeats 3	Ifit3	-1.372840689	NA	-1.138028045	-1.344601283	-0.897705112	-1.565938313	-1.552868871	NA	-1.491904391	-2.006118461	-0.552475444	0.129797069	-1.344544474	-0.829606046	-0.939828359	-1.021337583
ATP-dependent RNA helicase Dhx29	Dhx29	NA	NA	0.532804005	0.220109961	0.335189518	0.491551064	0.588313442	0.281421369	0.380371012	0.05827767	0.24821067	0.276607451	0.370284354	0.65380897	0.032005124	-0.034497464
Beta-adrenergic receptor kinase 1	Adrbk1	0.017285639	NA	0.264443164	-0.397693455	NA	-0.049073097	-0.254231207	-0.144568518	-0.241230036	0.071118073	-0.342896037	-0.074642438	-0.457331625	-0.149519521	0.015155489	0.12024719
Coagulation factor XIII A chain	F13a1	-0.618614553	-0.059216817	-1.621477556	-0.254835883	NA	-0.488206488	-0.451962766	-0.752491709	-1.416785707	NA	-1.810031728	-0.390777727	0.05090588	-0.663663412	-0.751806465	-0.117296086
Conserved oligomeric Golgi complex subunit 2	Cog2	-0.023468281	0.078990295	-0.306145559	0.148097079	-0.029558897	0.089574327	0.03602287	0.661661165	0.231548867	0.893008541	0.024971521	0.164722657	0.022668782	0.043943348	NA	NA
Nucleolar protein 16	Nop16	NA	0.223306418	0.066502897	0.017709126	NA	0.12536826	0.20099561	0.336391233	-0.026020971	0.284704033	-0.086647913	0.009843833	0.075884908	0.146690944	0.106249498	0.038495204
MAGUK p55 subfamily member 5	Mpp5	-0.045722536	0.021994789	0.009872885	-0.222186307	0.00092362	-0.082838815	-0.039699918	-0.002018361	0.095280851	-0.210139457	0.148240966	NA	-0.178236585	NA	-0.40403114	-0.061154063
Serine protease HTRA2, mitochondrial	Htra2	0.23275201	0.193568698	0.324328571	0.189532217	0.131787364	0.322505288	0.271739872	0.200929277	0.083813835	0.368327601	0.249084839	0.152997293	-0.046141782	0.146275757	0.22088319	0.144472677
