Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner
A0A090N451	522	22.41	24.41
A0A090N452	72	20.81	22.49
A0A090N453	561	22.98	25.35
A0A090N454	311	21.04	22.82
A0A090N455	266	19.73	21.09
A0A090N456	549	22.58	24.48
A0A090N457	164	27.48	30.27
A0A090N458	553	21.94	23.73
A0A090N459	370	22.68	23.8
A0A090N460	299	23.31	25.19
A0A090N461	668	23.98	25.92
A0A090N462	919	23.85	25.86
A0A090N463	382	22.29	24.12
A0A090N464	580	22.95	25.07
A0A090N465	982	22.07	23.79
A0A090N466	697	23.54	26.14
A0A090N467	546	22.48	23.91
A0A090N468	501	23.48	25.59
A0A090N469	398	22.67	24.86
A0A090N470	151	22.45	23.3
A0A090N471	998	22.37	24.46
A0A090N472	519	20.66	22.42
A0A090N473	521	22.95	24.95
A0A090N474	1156	24.04	26.6
A0A090N475	153	19.99	22.15
A0A090N476	622	22.4	23.6
A0A090N477	349	22.1	24.01
A0A090N478	334	22.25	24.62
A0A090N479	232	21.67	23.14
A0A090N480	221	26.61	29.95
A0A090N481	593	20.36	21.52
A0A090N482	324	22.21	23.75
A0A090N483	865	21.09	22.11
A0A090N484	343	21.29	22.43
A0A090N485	150	20.28	21.73
A0A090N486	318	23.14	24.01
A0A090N487	598	21.55	22.85
A0A090N488	382	21.34	23.86
A0A090N489	975	22.41	24.32
A0A090N490	1043	21.89	23.61
A0A090N491	221	22.27	23.76
A0A090N492	1158	22.13	24.07
A0A090N493	221	21.59	23.15
A0A090N494	246	20.77	22.16
A0A090N495	546	22.65	24.22
A0A090N496	246	20.96	22.41
A0A090N497	1112	22.6	25.16
A0A090N499	585	23.46	25.69
A0A090N4A0	163	21.05	23.11
A0A090N4A1	264	21.26	23.09
A0A090N4A2	1096	21.76	23.91
A0A090N4A3	2327	25.33	27.53
A0A090N4A4	409	21.82	23.85
A0A090N4A5	249	22.06	23.08
A0A090N4A6	383	22.54	23.81
A0A090N4A7	1774	21.98	24.17
A0A090N4A8	400	22.58	25.12
A0A090N4A9	588	22.51	24.36
A0A090N4B0	408	24.54	27.49
A0A090N4B1	162	22.4	24.48
A0A090N4B2	943	22.97	25.14
A0A090N4B3	224	21.15	22.64
A0A090N4B4	140	20.35	22.48
A0A090N4B5	605	21.06	23.19
A0A090N4B6	419	21.61	23.12
A0A090N4B7	296	22.37	24.34
A0A090N4B8	728	21.5	23.02
A0A090N4B9	584	21.03	23.14
A0A090N4C0	258	22.15	23.8
A0A090N4C1	206	21.79	23.14
A0A090N4C2	906	20.44	22.59
A0A090N4C3	711	22.52	24.1
A0A090N4C4	269	21.49	25.03
A0A090N4C5	212	23.08	24.37
A0A090N4C6	331	21.76	22.96
A0A090N4C7	289	22.37	24.47
A0A090N4C8	458	22.21	23.02
A0A090N4C9	529	21.03	23.63
A0A090N4D0	170	21.78	22.71
A0A090N4D1	798	21.14	22.75
A0A090N4D2	417	23.13	26.07
A0A090N4D3	472	23.52	26.57
A0A090N4D4	121	21.15	22.08
A0A090N4D5	332	21.8	23.08
A0A090N4D6	57	23.63	25.95
A0A090N4D7	468	22.32	22.69
A0A090N4D8	438	22.57	24.06
A0A090N4D9	180	21.48	22.92
A0A090N4E0	638	21.94	23.98
A0A090N4E1	607	23.25	25.01
A0A090N4E2	312	21.34	23.38
A0A090N4E3	368	20.44	21.84
A0A090N4E4	562	23.73	25.99
A0A090N4E5	1133	22.92	25.33
A0A090N4E6	136	22.28	23.9
A0A090N4E7	349	21.52	23.13
A0A090N4E8	577	21.15	22.76
A0A090N4E9	843	24.23	26.68
A0A090N4F0	691	21.82	23.42
A0A090N4F1	315	20.22	21.41
A0A090N4F2	1094	22.31	23.94
A0A090N4F3	577	19.9	21.01
A0A090N4F4	614	21.89	23.84
A0A090N4F5	345	22.48	24.55
A0A090N4F6	727	21.76	23.75
A0A090N4F7	411	21.87	23.51
A0A090N4F8	466	22.45	24.54
A0A090N4F9	424	23.18	24.73
A0A090N4G0	531	22.86	25.39
A0A090N4G1	1080	22.08	24.2
A0A090N4G2	482	21.05	23.46
A0A090N4G3	234	23.1	24.85
A0A090N4G4	665	23.25	25.43
A0A090N4G5	792	21.43	23.16
A0A090N4G6	203	22.12	23.93
A0A090N4G7	138	22.41	24.02
A0A090N4G8	425	23.78	26.16
A0A090N4G9	448	23.02	25.34
A0A090N4H0	833	22.07	23.71
A0A090N4H1	157	24.52	25.75
A0A090N4H2	85	19.77	20.24
A0A090N4H3	315	21.76	24
A0A090N4H4	360	21.87	23.2
A0A090N4H5	352	23.94	26.19
A0A090N4H6	1266	22.59	24.75
A0A090N4H7	260	23.13	25.22
A0A090N4H8	432	21.45	22.62
A0A090N4H9	354	21.49	23.7
A0A090N4I0	180	22.27	23.09
A0A090N4I1	142	24.81	27.63
A0A090N4I2	134	21.76	23.52
A0A090N4I3	306	21.99	23.37
A0A090N4I4	177	21.53	22.71
A0A090N4I5	207	23.08	24.39
A0A090N4I6	843	23.63	25.79
A0A090N4I7	199	23.99	25.81
A0A090N4I8	815	22.43	23.95
A0A090N4I9	343	23.69	26.42
A0A090N4J0	529	21.29	23.53
A0A090N4J1	151	24.28	26.73
A0A090N4J2	260	22.64	24.18
A0A090N4J3	709	20.83	21.86
A0A090N4J4	462	22.68	24.53
A0A090N4J5	412	25.36	28.8
A0A090N4J6	277	21.29	22.41
A0A090N4J7	183	22.62	24.75
A0A090N4J8	202	22.24	23.41
A0A090N4J9	757	22.37	24.69
A0A090N4K0	106	22.09	23.51
A0A090N4K1	500	22.88	25.06
A0A090N4K2	253	22.5	24.5
A0A090N4K3	773	22.11	24.06
A0A090N4K4	225	20.34	22.62
A0A090N4K5	593	21.25	22.82
A0A090N4K6	396	22.81	25.29
A0A090N4K7	436	23.86	26.86
A0A090N4K8	733	21.16	23.03
A0A090N4K9	172	21.73	23.74
A0A090N4L0	443	20.67	21.77
A0A090N4L1	154	20.12	21.47
A0A090N4L2	5696	21.51	23.26
A0A090N4L3	125	23.71	25.82
A0A090N4L4	95	25.4	27.7
A0A090N4L5	95	25.05	27.46
A0A090N4L6	326	21.93	23.19
A0A090N4L7	290	23.51	26.34
A0A090N4L8	920	24.06	26.08
A0A090N4L9	273	22.6	24.11
A0A090N4M0	223	22.57	24.39
A0A090N4M1	85	21.94	24.21
A0A090N4M2	551	23.09	25.52
A0A090N4M3	625	23.19	25.66
A0A090N4M4	223	22.85	24.87
A0A090N4M5	523	24.2	25.74
A0A090N4M6	215	24.83	26.97
A0A090N4M7	170	24.47	26.63
A0A090N4M8	318	22.77	24.92
A0A090N4M9	330	22.83	24.94
A0A090N4N0	126	22.87	24.73
A0A090N4N1	426	22.01	23.46
A0A090N4N2	215	28.38	32.04
A0A090N4N3	710	22.9	25.09
A0A090N4N4	464	22.7	24.1
A0A090N4N5	317	20.56	22.63
A0A090N4N6	97	25.11	27.47
A0A090N4N7	158	24.19	26.41
A0A090N4N8	345	23.7	26.25
A0A090N4N9	269	23.92	25.42
A0A090N4P0	123	22.23	24.3
A0A090N4P1	424	22.56	23.63
A0A090N4P2	388	25.63	29.24
A0A090N4P3	523	22.36	24.13
A0A090N4P4	221	21.62	23.31
A0A090N4P5	422	24.7	27.51
A0A090N4P6	653	22.34	24.03
A0A090N4P7	424	24.29	26.62
A0A090N4P9	192	22.28	23.84
A0A090N4Q0	482	24.99	27.73
A0A090N4Q1	1165	23.79	25.93
A0A090N4Q2	876	22.89	24.33
A0A090N4Q3	106	21.49	23.38
A0A090N4Q4	862	20.93	22.89
A0A090N4Q5	379	27.05	30.61
A0A090N4Q6	133	19.76	21.07
A0A090N4Q7	166	22.42	24.63
A0A090N4Q8	198	27.17	29.6
A0A090N4Q9	602	24.22	26.4
A0A090N4R0	116	21.19	22.46
A0A090N4R1	1422	22.9	25.07
A0A090N4R2	174	21.05	22.64
A0A090N4R3	533	21.13	23.34
A0A090N4R4	723	20.69	22.04
A0A090N4R5	652	22.58	25.02
A0A090N4R6	392	21.1	22.48
A0A090N4R7	742	23.12	25.58
A0A090N4R8	480	23.77	25.14
A0A090N4R9	294	20.81	22.98
A0A090N4S0	327	23.98	27.03
A0A090N4S1	52	23.4	24.27
A0A090N4S2	932	23.18	25.02
A0A090N4S3	436	22.42	24.35
A0A090N4S4	1299	23.28	25.49
A0A090N4S5	616	23.4	25.25
A0A090N4S6	955	21.28	22.21
A0A090N4S7	199	18.99	20.71
A0A090N4S8	202	18.82	20.2
A0A090N4S9	359	23.52	25.25
A0A090N4T0	1015	23.71	26.01
A0A090N4T1	507	23.26	25.27
A0A090N4T2	80	20.72	22.18
A0A090N4T3	91	24.28	26.88
A0A090N4T4	659	23.25	26.06
A0A090N4T5	339	21.46	23.75
A0A090N4T6	99	22.78	23.7
A0A090N4T7	682	21.74	23.18
A0A090N4T8	311	23.06	25.63
A0A090N4T9	255	21.12	22.49
A0A090N4U0	55	19.44	19
A0A090N4U1	517	22.43	23.97
A0A090N4U2	541	23.21	24.98
A0A090N4U3	100	20.41	21.66
A0A090N4U4	305	23.44	24.64
A0A090N4U5	1174	23.41	25.77
A0A090N4U6	662	22.42	24.49
A0A090N4U7	269	20.8	21.79
A0A090N4U8	466	22.41	24.56
A0A090N4U9	514	22.93	24.9
A0A090N4V0	624	22.34	24.03
A0A090N4V1	854	20.26	21.77
A0A090N4V2	340	21.77	23.51
A0A090N4V3	671	22.63	23.98
A0A090N4V5	599	22.59	24.05
A0A090N4V6	2217	23.22	25.26
A0A090N4V7	597	23.17	24.93
A0A090N4V8	714	21.95	23.68
A0A090N4V9	316	22.75	25.23
A0A090N4W0	195	20.25	21.56
A0A090N4W1	752	22.86	25.1
A0A090N4W2	442	23.53	25.43
A0A090N4W3	744	22.5	24.5
A0A090N4W4	258	23.67	25.08
A0A090N4W5	101	21.22	23.8
A0A090N4W6	304	20.49	22.55
A0A090N4W7	84	26.27	29.15
A0A090N4W8	213	20.69	20.72
A0A090N4W9	429	20.95	23.01
A0A090N4X0	948	22.95	25.26
A0A090N4X1	392	22.2	24.31
A0A090N4X2	664	20.84	22.28
A0A090N4X3	109	24.84	27.65
A0A090N4X4	411	22.9	24.67
A0A090N4X5	340	21.06	22.74
A0A090N4X6	227	22.95	24.26
A0A090N4X7	1008	21.24	22.8
A0A090N4X8	307	20.36	21.05
A0A090N4X9	292	23.39	25.1
A0A090N4Y0	552	23.05	25
A0A090N4Y1	565	21.81	23.66
A0A090N4Y2	307	22.27	24.21
A0A090N4Y3	402	21.64	23.5
A0A090N4Y4	89	23.21	25.81
A0A090N4Y5	173	21.87	22.78
A0A090N4Y6	522	23.42	25.63
A0A090N4Y7	348	21.58	23
A0A090N4Y8	128	20.19	23.2
A0A090N4Y9	973	22.17	23.94
A0A090N4Z0	678	22.61	24.76
A0A096P766	234	24.25	25.64
A0A096P767	606	22.45	24.96
A0A096P768	360	21.34	24.08
A0A096P769	172	21.63	23.51
A0A096P770	1233	23.01	25
A0A096P771	493	22.49	25.59
A0A096P772	455	24.09	25.62
A0A096P773	632	25.7	28.24
A0A096P774	1183	23.21	25.75
A0A096P775	345	21.2	22.38
A0A096P776	382	25.19	27.37
A0A096P777	518	20.89	22.87
A0A096P778	349	23.02	25.01
A0A096P779	439	22.38	23.87
A0A096P780	358	21.82	23.45
A0A096P781	1095	21.35	22.62
A0A096P782	181	22.22	24.46
A0A096P783	521	22.01	23.92
A0A096P784	68	23.21	25.79
A0A096P785	486	20.81	22.53
A0A096P786	257	20.45	21.99
A0A096P787	860	24.98	28.19
A0A096P788	179	22.69	24.77
A0A096P789	116	25.43	27.97
A0A096P790	97	21.19	22.55
A0A096P791	616	20.12	21.44
A0A096P792	634	22.73	24.7
A0A096P793	476	22.32	25.23
A0A096P794	414	23.17	25.06
A0A096P795	265	22.6	24.18
A0A096P796	574	22.28	23.75
A0A096P797	316	20.55	21.56
A0A096P798	289	21.75	23.36
A0A096P799	768	24.67	26.74
A0A096P7A0	628	22.92	26.17
A0A096P7A1	457	23.77	26.83
A0A096P7A2	537	22.18	24.62
A0A096P7A3	587	19.09	19.63
A0A096P7A4	629	20.59	21.56
A0A096P7A5	907	22.01	23.78
A0A096P7A6	177	24.01	26.07
A0A096P7A7	134	22.29	23.28
A0A096P7A8	1140	22.46	24.08
A0A096P7A9	315	22.15	24.42
A0A096P7B0	283	22.45	24.83
A0A096P7B1	135	22	23.65
A0A096P7B2	72	26.18	26.26
A0A096P7B3	171	22.24	24.52
A0A096P7B4	1103	23.77	26.08
A0A096P7B5	202	20.27	21.13
A0A096P7B6	406	22.24	24.13
A0A096P7B7	1020	21.31	23.21
A0A096P7B8	237	24.92	27.23
A0A096P7B9	824	23.36	25.04
A0A096P7C0	1019	22.43	24.57
A0A096P7C1	163	19.07	19.46
A0A096P7C2	640	21.76	23.44
A0A096P7C3	693	22.26	24.72
A0A096P7C4	669	21.95	23.3
A0A096P7C5	890	22.33	24.78
A0A096P7C6	738	22.96	25.07
A0A096P7C7	445	23.16	25.9
A0A096P7C8	943	23.54	25.54
A0A096P7C9	83	22.2	24.89
A0A096P7D0	735	21.39	23.26
A0A096P7D1	300	22.2	23.13
A0A096P7D2	391	22.71	24.37
A0A096P7D3	164	20.78	22.76
A0A096P7D4	471	22.49	25.21
A0A096P7D5	822	21.69	23.53
A0A096P7D6	282	23.37	25.71
A0A096P7D7	1522	22.22	24.11
A0A096P7D8	449	24.88	27.19
A0A096P7D9	551	22.57	23.98
A0A096P7E0	245	22.09	23.5
A0A096P7E1	498	22.15	24.35
A0A096P7E2	276	25.13	28.03
A0A096P7E3	1333	23.8	26.65
A0A096P7E4	261	21.71	24.11
A0A096P7E5	260	21.91	23.94
A0A096P7E6	823	23.36	25.07
A0A096P7E7	313	24.2	27.94
A0A096P7E8	451	22.15	24.2
A0A096P7E9	317	23.8	26.89
A0A096P7F0	1258	22.84	24.58
A0A096P7F1	366	21.89	24.39
A0A096P7F2	172	22.42	24.25
A0A096P7F3	419	21.9	23.83
A0A096P7F4	319	23.96	26.63
A0A096P7F5	734	23.4	25.39
A0A096P7F6	325	22.97	25.17
A0A096P7F7	258	22.66	24.33
A0A096P7F8	324	21.11	22.13
A0A096P7F9	627	22.58	24.4
A0A096P7G0	1064	24.14	27.11
A0A096P7G1	481	20.32	20.79
A0A096P7G2	469	23.34	25.9
A0A096P7G3	323	22.33	24.36
A0A096P7G4	428	23.96	26.99
A0A096P7G5	337	22.37	23.8
A0A096P7G6	456	21.62	23.63
A0A096P7G7	498	23.54	25.79
A0A096P7G8	189	21.42	23.92
A0A096P7G9	361	23.87	24.69
A0A096P7H0	449	22.48	25.08
A0A096P7H1	699	20.91	22.69
A0A096P7H2	728	21.3	22.97
A0A096P7H3	810	21.21	23.01
A0A096P7H4	449	20.36	21.64
A0A096P7H5	714	22.97	24.99
A0A096P7H6	284	21.91	24.05
A0A096P7H7	688	24.31	26.53
A0A096P7H8	443	22.71	25.09
A0A096P7H9	296	21.77	23.75
A0A096P7I0	331	22.37	24.24
A0A096P7I1	179	20.62	22.88
A0A096P7I2	464	23.42	25.92
A0A096P7I3	243	23.19	24.62
A0A096P7I4	634	21.96	24.25
A0A096P7I5	625	22.76	25.31
A0A096P7I6	123	22.82	24.46
A0A096P7I7	147	20.41	21.46
A0A096P7I8	1061	22.74	24.63
A0A096P7I9	157	21.99	23.18
A0A096P7J0	839	24.13	25.33
A0A096P7J1	459	23.04	25.86
A0A096P7J2	233	23.69	26.48
A0A096P7J3	615	21.48	23.43
A0A096P7J4	107	23.7	25.39
A0A096P7J5	385	21.96	23.65
A0A096P7J6	336	21.98	24.09
A0A096P7J7	272	22.17	24.32
A0A096P7J8	278	20.7	22.59
A0A096P7J9	417	20.47	21.28
A0A096P7K0	885	23.04	25.64
A0A096P7K1	274	23.84	26.15
A0A096P7K2	535	22.42	24.73
A0A096P7K3	393	21.13	22.34
A0A096P7K4	393	21.1	22.06
A0A096P7K5	1027	21.64	23.39
A0A096P7K6	621	23.52	25.42
A0A096P7K7	1009	22	23.74
A0A096P7K8	3982	22.92	24.96
A0A096P7K9	219	21.34	22.83
A0A096P7L0	455	22.3	23.88
A0A096P7L1	193	22.12	23.82
A0A096P7L2	327	21.19	22.39
A0A096P7L3	404	21.36	22.9
A0A096P7L4	821	21.34	22.45
A0A096P7L5	552	23.18	24.91
A0A096P7L6	516	21.65	23.51
A0A096P7L7	535	21.92	24.03
A0A096P7L8	499	21.29	22.99
A0A096P7L9	443	21.14	22.75
A0A096P7M0	197	19.69	20.84
A0A096P7M1	276	22.25	23.59
A0A096P7M2	1509	21.3	23.55
A0A096P7M3	1156	22.34	24.39
A0A096P7M4	641	22.42	24.69
A0A096P7M5	194	20.96	22.54
A0A096P7M6	460	20.53	22.91
A0A096P7M7	534	23.74	25.98
A0A096P7M8	196	20.11	22.41
A0A096P7M9	256	25.24	28.06
A0A096P7N0	308	22.52	24
A0A096P7N1	1740	22.25	23.83
A0A096P7N2	179	23.08	25.45
A0A096P7N3	434	21.52	23.19
A0A096P7N4	403	22.6	24.8
A0A096P7N5	231	22.59	24.63
A0A096P7N6	441	22.63	24.37
A0A096P7N7	465	22.72	24.41
A0A096P7N8	389	22.5	24.16
A0A096P7N9	259	20.83	21.7
A0A096P7P0	767	21.78	23.64
A0A096P7P1	1155	24.11	26.49
A0A096P7P2	238	26.15	28.93
A0A096P7P3	467	23.56	25.37
A0A096P7P4	1084	23.14	25.17
A0A096P7P5	1019	21.28	23.28
A0A096P7P6	268	20.25	21.66
A0A096P7P7	525	22.34	24.31
A0A096P7P8	91	22.44	24.02
A0A096P7P9	356	21.26	22.66
A0A096P7Q0	368	22.87	24.09
A0A096P7Q1	471	23.52	25.7
A0A096P7Q2	327	20.64	22.53
A0A096P7Q3	302	26.03	29.45
A0A096P7Q4	119	21.68	22.96
A0A096P7Q5	151	21.76	24.16
A0A096P7Q6	88	21.89	24.06
A0A096P7Q7	755	22.24	24.75
A0A096P7Q8	467	23.37	25.92
A0A096P7Q9	425	21.86	24.25
A0A096P7R0	125	20.95	22.91
A0A096P7R1	122	23.41	24.49
A0A096P7R2	370	23.1	25.15
A0A096P7R3	269	20.94	22.07
A0A096P7R4	569	19.43	20.18
A0A096P7R5	392	23.06	24.73
A0A096P7R6	475	22.7	25.11
A0A096P7R7	708	21.85	24
A0A096P7R9	306	22.11	24.14
A0A096P7S0	530	21.92	24.41
A0A096P7S1	378	21.5	23.46
A0A096P7S2	225	22.64	24.42
A0A096P7S3	55	24.05	27.19
A0A096P7S4	141	24.48	27.54
A0A096P7S5	650	23.25	25.36
A0A096P7S6	590	22.08	23.76
A0A096P7S7	292	22.9	24.39
A0A096P7S8	650	21.35	22.84
A0A096P7S9	262	20.44	22.22
A0A096P7T0	708	20.75	21.26
A0A096P7T1	353	22.63	24.48
A0A096P7T2	395	23.07	25.21
A0A096P7T3	601	23.9	25.77
A0A096P7T4	143	22.61	23.91
A0A096P7T5	579	22.75	24.37
A0A096P7T6	1019	22.03	23.23
A0A096P7T7	1177	22.54	24.87
A0A096P7T8	527	21.99	24.41
A0A096P7T9	144	25.14	27.77
A0A096P7U0	395	21.82	23.21
A0A096P7U1	240	22.45	22.64
A0A096P7U2	165	20.31	21.32
A0A096P7U3	1052	21.98	24.13
A0A096P7U4	169	24.02	26.2
A0A096P7U5	450	22.73	25
A0A096P7U6	273	23.21	26.22
A0A096P7U7	651	22.47	24.63
A0A096P7U8	235	21.46	22.63
A0A096P7U9	251	21.93	23.58
A0A096P7V0	817	23.14	25.1
A0A096P7V1	695	23.03	25.02
A0A096P7V2	115	23.02	25.14
A0A096P7V3	345	20.54	22.39
A0A096P7V4	881	22.46	24.28
A0A096P7V5	252	21.32	23.66
A0A096P7V6	567	22.65	24.08
A0A096P7V7	319	23.12	26.1
A0A096P7V8	735	22.16	23.76
A0A096P7V9	497	23.8	25.52
A0A096P7W0	82	22.06	25.25
A0A096P7W1	967	21.55	23.17
A0A096P7W2	590	22.17	24.66
A0A096P7W3	709	22.2	24.37
A0A096P7W4	119	22.36	24.41
A0A096P7W5	377	23.59	25.68
A0A096P7W6	386	22.51	24.89
A0A096P7W7	351	21.36	23.14
A0A096P7W8	473	22.23	24.49
A0A096P7W9	438	23.53	25.25
A0A096P7X0	336	21.52	23.25
A0A096P7X1	237	22.41	25.01
A0A096P7X2	571	22.02	24.2
A0A096P7X3	271	23.25	25.51
A0A096P7X4	106	19.29	20.73
A0A096P7X5	633	22.56	24.28
A0A096P7X6	930	21.79	23.85
A0A096P7X7	369	22.01	24.67
A0A096P7X8	522	22.61	24.58
A0A096P7X9	581	21.74	23.23
A0A096P7Y0	604	22.25	23.94
A0A096P7Y1	163	20.46	21.13
A0A096P7Y2	496	23.08	25.12
A0A096P7Y3	266	20.9	22.51
A0A096P7Y4	381	21	22.72
A0A096P7Y5	229	21.94	23.4
A0A096P7Y6	481	22.64	24.73
A0A096P7Y7	453	20.42	22.56
A0A096P7Y8	981	22.07	24.25
A0A096P7Y9	337	21.42	22.39
A0A096P7Z0	333	22.94	24.36
A0A096P7Z1	273	23.35	25.26
A0A096P7Z2	1315	22.06	23.91
A0A096P7Z3	301	23.48	25.05
A0A096P7Z4	442	23.01	25.78
A0A096P7Z5	555	22.61	25.34
A0A096P7Z6	325	23.41	26.11
A0A096P7Z7	2150	21.73	23.45
A0A096P7Z8	877	24.1	26.28
A0A096P7Z9	387	22.93	24.38
A0A096P800	171	22.03	23.77
A0A096P801	767	21.62	24.03
A0A096P802	686	21.33	23.52
A0A096P803	360	23.95	27.2
A0A096P804	719	23.25	25.36
A0A096P805	82	22.41	25.53
A0A096P806	282	20.56	21.88
A0A096P807	132	19.84	22.19
A0A096P808	263	22	23.79
A0A096P809	595	22.97	25.15
A0A096P810	341	21.1	22.96
A0A096P811	471	21.9	24.31
A0A096P812	354	20.58	22.87
A0A096P813	260	25	26.73
A0A096P814	834	20.6	21.96
A0A096P815	930	24.02	26.56
A0A096P816	343	22.6	24.84
A0A096P817	451	24.83	27.27
A0A096P818	816	21.01	22.74
A0A096P819	279	21.56	23.6
A0A096P820	392	21.05	22.3
A0A096P821	747	21.9	23.89
A0A096P822	312	21.89	23.05
A0A096P823	456	24.27	25.8
A0A096P824	397	22.37	24.25
A0A096P825	732	22.43	24.14
A0A096P826	399	21.49	22.72
A0A096P827	284	22.58	24.79
A0A096P828	340	22.26	23.8
A0A096P829	210	22.99	24.32
A0A096P830	708	22.89	24.59
A0A096P831	645	23.32	25.56
A0A096P832	292	22.95	24.67
A0A096P833	453	24.27	26.26
A0A096P835	202	20.75	23.6
A0A096P836	1092	24.69	26.53
A0A096P837	445	23.28	24.84
A0A096P838	910	21.76	23.71
A0A096P839	296	22	24.25
A0A096P841	7739	22.51	25.02
A0A096P842	280	22.66	24.4
A0A096P843	277	21.62	23.09
A0A096P844	141	26.05	29.61
A0A096P845	575	22.99	24.71
A0A096P846	2450	21.55	23.99
A0A096P847	380	22.82	24.66
A0A096P848	508	21.68	23.71
A0A096P849	529	22.17	23.61
A0A096P850	699	22.38	24.22
A0A096P851	96	18.79	20.43
A0A096P852	359	21.94	23.8
A0A096P853	656	20.83	22.37
A0A096P854	413	22.71	25.32
A0A096P855	158	19.78	21.06
A0A096P856	338	22.95	24.74
A0A096P857	516	21.68	23.58
A0A096P858	542	22.2	23.82
A0A096P859	473	22.11	23.9
A0A096P860	383	21.2	23.3
A0A096P861	265	21.28	23.21
A0A096P862	702	22.81	24.99
A0A096P863	303	20.73	22.04
A0A096P864	215	21.57	23.68
A0A096P865	368	22.29	24.55
A0A096P866	290	21.14	22.59
A0A096P867	376	21.85	23.58
A0A096P869	736	22.41	24.91
A0A096P870	256	21.24	22.88
A0A096P871	1025	22.52	24.53
A0A096P872	1024	21.12	23.15
A0A096P873	612	21.94	24
A0A096P874	354	22.56	25.8
A0A096P875	221	19.51	21.25
A0A096P876	534	24.26	26.19
A0A096P877	572	22.53	24.73
A0A096P878	262	20.48	21.4
A0A096P879	220	23.01	25.37
A0A096P880	627	22.8	24.95
A0A096P881	469	22.86	25.21
A0A096P882	299	21.03	22.96
A0A096P883	142	22.95	25.24
A0A096P884	534	21.4	23.28
A0A096P885	535	21.96	23.84
A0A096P886	662	21.04	22.84
A0A096P887	119	20.98	22.32
A0A096P888	1419	23.08	25.38
A0A096P889	610	23.42	26.05
A0A096P890	294	21.97	23.84
A0A096P891	385	23.29	25.34
A0A096P892	319	22.02	24.48
A0A096P893	1057	23.3	25.46
A0A096P894	160	22.18	23.72
A0A096P895	121	22.45	23.93
A0A096P896	881	23.16	24.86
A0A096P897	1931	23.3	26.24
A0A096P898	1020	22.68	24.82
A0A096P899	111	22.78	24.29
A0A096P8A0	297	21.35	22.85
A0A096P8A1	702	23.32	25.49
A0A096P8A2	350	22.04	24.01
A0A096P8A3	489	22.84	25.16
A0A096P8A4	851	21.35	23.17
A0A096P8A5	291	21.79	23.81
A0A096P8A6	228	25.46	29.07
A0A096P8A7	292	22.4	24.35
A0A096P8A8	871	21.37	23.65
A0A096P8A9	334	21.7	23.53
A0A096P8B0	1094	23.7	25.73
A0A096P8B1	336	21.88	23.64
A0A096P8B2	1161	21.84	23.69
A0A096P8B3	166	22.47	24.07
A0A096P8B4	763	21.21	23.21
A0A096P8B5	180	23.41	24.48
A0A096P8B6	1037	21.86	23.6
A0A096P8B7	923	22	24.03
A0A096P8B8	470	24.59	26.65
A0A096P8B9	239	20.89	22.23
A0A096P8C0	287	22.92	23.91
A0A096P8C1	467	22.19	24.2
A0A096P8C2	391	21.22	22.7
A0A096P8C3	316	20.91	22.74
A0A096P8C4	303	20.41	22.26
A0A096P8C5	314	23.13	25.17
A0A096P8C6	121	22.61	24.73
A0A096P8C7	329	22.03	24.29
A0A096P8C8	429	21.69	24.14
A0A096P8C9	129	21.11	23.38
A0A096P8D0	2129	22.17	23.67
A0A096P8D1	425	22.84	24.57
A0A096P8D2	406	22.72	25.78
A0A096P8D3	470	23.54	25.3
A0A096P8D4	527	21.92	24.01
A0A096P8D5	482	21.99	23.71
A0A096P8D6	30	22.5	23.7
A0A096P8D7	679	21.39	23.26
A0A096P8D8	190	22.82	24.32
A0A096P8D9	325	19.59	21.44
A0A096P8E0	382	23.06	24.79
A0A096P8E1	497	22.69	24.5
A0A096P8E2	495	24.2	26.33
A0A096P8E3	405	22.08	24.54
A0A096P8E4	160	24.69	28.01
A0A096P8E5	978	21.23	23.25
A0A096P8E6	712	22.42	24.5
A0A096P8E7	765	22.99	24.81
A0A096P8E8	131	21.12	23.72
A0A096P8E9	430	25.93	29.22
A0A096P8F0	386	22.06	23.54
A0A096P8F1	706	21.65	23.39
A0A096P8F2	388	22.7	24.76
A0A096P8F3	571	22.55	24.66
A0A096P8F4	1442	20.78	21.9
A0A096P8F5	383	20.33	21.41
A0A096P8F6	485	22.7	24.85
A0A096P8F7	514	22.35	24.73
A0A096P8F8	652	21.29	23.53
A0A096P8F9	377	21.64	23.95
A0A096P8G0	626	21.31	23.3
A0A096P8G1	438	20.6	22
A0A096P8G2	160	18.59	19.48
A0A096P8G3	254	24.07	26.35
A0A096P8G4	139	22.41	24.61
A0A096P8G5	297	22.04	23.52
A0A096P8G6	122	21.52	24.25
A0A096P8G7	468	23.09	24.98
A0A096P8G8	1107	23.87	26.11
A0A096P8G9	355	21.37	23.22
A0A096P8H0	701	21.59	22.95
A0A096P8H1	229	19.92	20.89
A0A096P8H2	355	25.82	29.39
A0A096P8H3	58	23.47	26.06
A0A096P8H4	244	23.74	24.98
A0A096P8H5	369	21.74	24.17
A0A096P8H6	945	23.25	25.2
A0A096P8H7	592	21.97	24.05
A0A096P8H8	558	20.77	22.03
A0A096P8H9	220	20.43	22.25
A0A096P8I0	361	21.17	22.34
A0A096P8I1	570	23.32	25.33
